State,Caste,subcastes,source
PUNJAB,RAMGRHIA,"['BANSAL', 'RAMGRHIA']",mf
PUNJAB,SAINI,"['PATHAN', 'SAINI']",mf
PUNJAB,SANSI,"['BHANGU', 'SANSI']",mf
PUNJAB,SOHATA,['SOHATA'],mf
PUNJAB,STAT,"['MARY', 'STAT']",mf
PUNJAB,SUNAR,"['BHAGAL', 'CHINO', 'GOGNA', 'SUNAR']",mf
PUNJAB,SWARNKAR,['SWARNKAR'],mf
PUNJAB,TELI,"['GUPTA', 'TELI']",mf
PUNJAB,VAISHYA,"['MADAN', 'NARANG', 'VAISHYA']",mf
RAJASTHAN,AGARAWAL,"['AGARAWAL', 'MAHAJAN', 'PALIWAL', 'SINGHAL']",mf
RAJASTHAN,AHIR,"['GURJAR', 'KUMAWAT', 'PALIWAL', 'RATHORE', 'SISODIA', 'YADAV', 'AHIR']",mf
RAJASTHAN,ARORA,"['BATRA', 'ARORA']",mf
RAJASTHAN,BAGRI,['BAGRI'],mf
RAJASTHAN,BAIRAGI,"['RATHORE', 'BAIRAGI']",mf
RAJASTHAN,BAISHNOI,['BAISHNOI'],mf
RAJASTHAN,BANJARA,"['GAMETIA', 'KUMAWAT', 'MANSURI', 'NAYAK', 'RANGREZ', 'RAVANA', 'VAISHNAV', 'BANJARA']",mf
RAJASTHAN,BANWARI,['BANWARI'],mf
RAJASTHAN,BAORI,"['BAORI', 'CHOUKIDA']",mf
RAJASTHAN,BARI,['BARI'],mf
RAJASTHAN,BHANBHUNIYA,['BHANBHUNIYA'],mf
RAJASTHAN,BHAND,['BHAND'],mf
RAJASTHAN,BHARBHOOJA,"['KACHCHI', 'MATHURIYA', 'BHARBHOOJA']",mf
RAJASTHAN,BHIL,"['GAMETIA', 'MEENA', 'BHIL']",mf
RAJASTHAN,BHORU,['BHORU'],mf
RAJASTHAN,BISHNOI,['BISHNOI'],mf
RAJASTHAN,BOHRA,['BOHRA'],mf
RAJASTHAN,BRAHMAN,"['AUDICH', 'DADHICH', 'GAUR', 'GAUTAM', 'JOSHI', 'KAUSHIK', 'MAHAJAN', 'PALIWAL', 'PAREEK', 'PORASA', 'PUROHIT', 'RAJPUROHIT', 'SARASWAT', 'SHARMA', 'SONI', 'TIWARI', 'UPADHAYAY', 'VYAS', 'BRAHMAN']",mf
RAJASTHAN,BUNKAR,['BUNKAR'],mf
RAJASTHAN,CHAMAR,"['BALAJI', 'BALMIKI', 'BAORI', 'BERWA', 'DHANKA', 'DHANKAR', 'GAMETIA', 'HARIJAN', 'JATAV', 'KHATI', 'KUMAWAT', 'MEGHWAL', 'MEHATAR', 'MEHRA', 'NAYAK', 'RAIGAR', 'CHAMAR']",mf
RAJASTHAN,CHANTHI,['CHANTHI'],mf
RAJASTHAN,CHIPPA,['CHIPPA'],mf
RAJASTHAN,CHRISTIAN,['CHRISTIAN'],mf
RAJASTHAN,DARJI,"['MEGHWAL', 'RATHORE', 'DARJI']",mf
RAJASTHAN,DEWASI,['DEWASI'],mf
RAJASTHAN,DHAKAR,"['SWAMI', 'DHAKAR']",mf
RAJASTHAN,DHALI,['DHALI'],mf
RAJASTHAN,DHANKA,['DHANKA'],mf
RAJASTHAN,DHOBI,"['RAVANA', 'DHOBI']",mf
RAJASTHAN,DHOLI,"['GAUR', 'KHATI', 'MEGHWAL', 'PAWAR', 'DHOLI']",mf
RAJASTHAN,FAQIR,['FAQIR'],mf
RAJASTHAN,GADARIA,"['PAL', 'GADARIA']",mf
RAJASTHAN,GADIALOHAR,['GADIALOHAR'],mf
RAJASTHAN,GARUA,"['GAUR', 'GARUA']",mf
RAJASTHAN,GAWARIYA,['GAWARIYA'],mf
RAJASTHAN,GHACHHA,['GHACHHA'],mf
RAJASTHAN,GHACHI,"['MEWAD', 'RAVANA', 'GHACHI']",mf
RAJASTHAN,GIRUI,['GIRUI'],mf
RAJASTHAN,GOSAI,"['GIRI', 'GOSAI']",mf
RAJASTHAN,GOSWAMI,"['GIRI', 'GOSWAMI']",mf
RAJASTHAN,GURJAR,['GURJAR'],mf
RAJASTHAN,HARIJAN,"['BALMIKI', 'HARIJAN']",mf
RAJASTHAN,JAGA,['JAGA'],mf
RAJASTHAN,JAIN,"['MAHAJAN', 'PALIWAL', 'JAIN']",mf
RAJASTHAN,JAMBULI,['JAMBULI'],mf
RAJASTHAN,JAT,"['CHAUHAN', 'DHANKAR', 'RATHORE', 'SHEORAN', 'JAT']",mf
RAJASTHAN,JINGAR,"['JATAV', 'JINGAR']",mf
RAJASTHAN,JULAHA,"['ANSARI', 'JULAHA']",mf
RAJASTHAN,KA YASTH,"['SAXENA', 'KA YASTH']",mf
RAJASTHAN,KAHAR,"['KASHYAP', 'KAHAR']",mf
RAJASTHAN,KAKHERA,['KAKHERA'],mf
RAJASTHAN,KALAL,"['KALAL', 'MEWAD', 'RAVANA']",mf
RAJASTHAN,KALBELIYA,['KALBELIYA'],mf
RAJASTHAN,KALI,"['MAHAVAR', 'KALI']",mf
RAJASTHAN,KANDERA,['KANDERA'],mf
RAJASTHAN,KAYASTH,"['MATHAR', 'MATHU', 'KAYASTH']",mf
RAJASTHAN,KHANDELWAL,['KHANDELWAL'],mf
RAJASTHAN,KHATIK,"['CHAUHAN', 'GAUR', 'YADAV', 'KHATIK']",mf
RAJASTHAN,KHATRI,"['GOYAL', 'KHATRI']",mf
RAJASTHAN,KOLI,"['MAHAVAR', 'KOLI']",mf
RAJASTHAN,KUMHAR,"['JALANDHAR', 'KUMAWAT', 'KUMHAR']",mf
RAJASTHAN,LAKHARA,"['CHAUHAN', 'LAKHARA']",mf
RAJASTHAN,LOHAR,"['KUMAWAT', 'PALIWAL', 'VISHWAKARMA', 'YADA V', 'LOHAR']",mf
RAJASTHAN,MAHESHWARI,"['JOSHI', 'MAHAJAN', 'MAHESHWARI']",mf
RAJASTHAN,MALI,"['BHOI', 'GAMETIA', 'KACHCHI', 'PHULMALI', 'SAINI', 'MALI']",mf
RAJASTHAN,MALIK,['MALIK'],mf
RAJASTHAN,MAZABI,['MAZABI'],mf
RAJASTHAN,MEHAR,['MEHAR'],mf
RAJASTHAN,MIRASI,['MIRASI'],mf
RAJASTHAN,MIRZA,['MIRZA'],mf
RAJASTHAN,MUGHAL,"['BEG', 'JOSHI', 'MEENA', 'RATHORE', 'MUGHAL']",mf
RAJASTHAN,MUSLIM,"['QURESHI', 'MUSLIM']",mf
RAJASTHAN,NAI,"['DHANKA', 'DHANKAR', 'MAHAJAN', 'RATHORE', 'SAINI', 'YADAV', 'NAI']",mf
RAJASTHAN,NATH,"['NATHYOGI', 'SWAMI', 'NATH']",mf
RAJASTHAN,NAYAK,"['CHAMAR', 'NAYAK']",mf
RAJASTHAN,NILGAR,"['GAMETIA', 'JATAV', 'NILGAR']",mf
RAJASTHAN,OTHERS,['OTHERS'],mf
RAJASTHAN,PARSI,['PARSI'],mf
RAJASTHAN,PATEL,['PATEL'],mf
RAJASTHAN,PATHAN,"['BHATI', 'GOYAL', 'JATAV', 'KHAN', 'LEELGA R', 'MEENA', 'MEWAD', 'MIRZA', 'PANWAR', 'PAWAR', 'RAIGAR', 'RAVANA', 'PATHAN']",mf
RAJASTHAN,PHANKA,['PHANKA'],mf
RAJASTHAN,PURI,['PURI'],mf
RAJASTHAN,RABARI,['RABARI'],mf
RAJASTHAN,RAJPUT,"['BHATI', 'BHOLI', 'CHANDAWAT', 'CHANDRA', 'CHAUHAN', 'DARAGA', 'DEVAL', 'DEVRA', 'GAUR', 'JHALA', 'JOSHI', 'KHANDERA', 'KHARAL', 'MEENA', 'PALIHAR', 'PANWAR', 'PAWAR', 'RAHTORE', 'RANAWAT', 'RAO', 'RATHORE', 'RAVANA', 'RAWAT', 'SARANG', 'SHEKHAWAT', 'SINGH', 'SISODIA', 'SOLANKI', 'TANWAR', 'RAJPUT']",mf
RAJASTHAN,RAMA,"['RAO', 'RAMA']",mf
RAJASTHAN,RANA,"['BHATI', 'MALI', 'RANA', 'VAISHNAV']",mf
RAJASTHAN,RAO,"['MANSURI', 'RAO']",mf
RAJASTHAN,SADH,"['KHATI', 'SWAMI', 'VAISHNAV', 'SADH']",mf
RAJASTHAN,SAINIBRAHMAN,"['DAKOT', 'DALOT', 'SAINIBRAHMAN']",mf
RAJASTHAN,SALVI,"['MEHATAR', 'SALVI']",mf
RAJASTHAN,SAMAR,"['SONI', 'SAMAR']",mf
RAJASTHAN,SANSI,['SANSI'],mf
RAJASTHAN,SARAGARA,"['YURESI', 'SARAGARA']",mf
RAJASTHAN,SARYAN,['SARYAN'],mf
RAJASTHAN,SASUI,"['QURESHI', 'SASUI']",mf
RAJASTHAN,SAYED,"['KADRI', 'SAYED']",mf
RAJASTHAN,SHEIKH,"['BEG', 'KHAN', 'RAIGAR', 'SHEIKH']",mf
RAJASTHAN,SIKH,"['JATAV', 'SIKH']",mf
RAJASTHAN,SINDHI,['SINDHI'],mf
RAJASTHAN,SIRVI,['SIRVI'],mf
RAJASTHAN,SUNAR,"['SONI', 'SUNAR']",mf
RAJASTHAN,SUTHAR,"['KHATI', 'SAXENA', 'SONI', 'SUTHAR']",mf
RAJASTHAN,TAMBOLI,['TAMBOLI'],mf
RAJASTHAN,TANK,['TANK'],mf
RAJASTHAN,TELI,"['RATHORE', 'TELI']",mf
TAMIL NADU,ABLAKAROR,['ABLAKAROR'],mf
TAMIL NADU,ACHAGAR,"['OSAMANI', 'ACHAGAR']",mf
TAMIL NADU,ACHARY,['ACHARY'],mf
TAMIL NADU,ADIDRAVIDA,"['.PALLAR', 'BARBAR', 'HARIJAN', 'KUAVAR', 'KURAVAR', 'MARUTHAVARI', 'MURUTHUAR', 'NADAR', 'PADAIYACHI', 'PALLAR', 'PANDITAR', 'PARAYAR', 'PATTARAJU', 'POLLAR', 'PORAYA', 'SAKKELIAR', 'THACHAR', 'THOMBAR', 'VALAYAR', 'VANNAN', 'ADIDRAVIDA']",mf
TAMIL NADU,AGAMUDIYAR,"['PILLAI', 'SAYUP', 'AGAMUDIYAR']",mf
TAMIL NADU,AMBALAAR,"['MOOPANAAR', 'AMBALAAR']",mf
TAMIL NADU,AMBALAM,['AMBALAM'],mf
TAMIL NADU,AMMALAM,['AMMALAM'],mf
TAMIL NADU,ARCHAGAR,['ARCHAGAR'],mf
TAMIL NADU,ARUNDUDHI,['ARUNDUDHI'],mf
TAMIL NADU,ARUNTHATHI,"['PADAIYACHI', 'SAKKELIAR', 'ARUNTHATHI']",mf
TAMIL NADU,ASARI,"['GOLDSMITH', 'KAMALAR', 'KOUNDA', 'PADAIYACHI', 'PATHAR', 'THACHAASARI', 'ASARI']",mf
TAMIL NADU,ATHIDRAVIDA,"['ASARI', 'PALAR', 'PALLAR', 'PARAYAR', 'POLLAR', 'SAKKELIAR', 'SAMABAVAR', 'VALAYAR', 'ATHIDRAVIDA']",mf
TAMIL NADU,AYYAR,"['TENKALAI', 'AYYAR']",mf
TAMIL NADU,BANDARAM,"['ANDI', 'BANDARAM']",mf
TAMIL NADU,BANNIYAR,"['PADAIYACHI', 'BANNIYAR']",mf
TAMIL NADU,BRAHMAN,"['AADISAIVER', 'AYAN', 'AYYANGAR', 'IYYAR', 'BRAHMAN']",mf
TAMIL NADU,CHETTIYAR,"['BATHMASA LIYAR', 'BOYAR', 'CHOLI', 'GULALAR', 'KAVARA', 'KULALAN', 'KULLALAR', 'KUYAVAR', 'MANBANACHETTIYAR', 'NAYAKKAR', 'NESAUCHITTIYAR', 'PADAIYACHI', 'SANATHALIAR', 'SANOTHALAIAR', 'SOLEYA', 'SOLIAR', 'SOLIARPALLAR', 'SOLIYA', 'SONEYA', 'TELUNGUCHETTIYAR', 'THELUGU', 'THOLUVA', 'VAANIGA', 'VALAYAR', 'VANIBA', 'VANIYAR', 'VELLACHETTIYAR', 'CHETTIYAR']",mf
TAMIL NADU,CHETTY,"['COIRCHETTY', 'SATHA', 'SOLIAR', 'SOLIYA', 'THOLUVA', 'CHETTY']",mf
TAMIL NADU,CHRISTIAN,['CHRISTIAN'],mf
TAMIL NADU,CURAVAN,['CURAVAN'],mf
TAMIL NADU,DHOBI,"['DHOBI', 'VANNAN']",mf
TAMIL NADU,DUBE,"['THOLUVA', 'DUBE']",mf
TAMIL NADU,DULUVAR,"['VELLALAR', 'DULUVAR']",mf
TAMIL NADU,GOUNDER,"['DHOBI', 'GANGUVELLAR', 'GONAR', 'HELLAR', 'KEAILIYA', 'KONGU', 'KRUMBAR', 'KURAMBAR', 'KURAMO', 'KURMA', 'KURUMBAR', 'LATTUAN', 'MAN', 'NADAR', 'SARVAI', 'VALAYAR', 'VELLALAR', 'VELLALGOUNDAR', 'VETTUUBN', 'GOUNDER']",mf
TAMIL NADU,IYYAR,"['DASINGAR', 'GURKAL', 'KURUKAL', 'PRAGASARANAM', 'IYYAR']",mf
TAMIL NADU,KAMMALAR,"['ASARI', 'PADAIYACHI', 'PATHAR', 'THACHAR', 'KAMMALAR']",mf
TAMIL NADU,KARUNEGAR,['KARUNEGAR'],mf
TAMIL NADU,KAUVNDER,"['GONGU', 'KALLAR', 'KALVALA', 'KANGU', 'KONGU', 'KAUVNDER']",mf
TAMIL NADU,KONAR,"['VELLALAR', 'YADAV', 'YADAVAR', 'KONAR']",mf
TAMIL NADU,KRISHNANVAGAI,"['ASARI', 'KRISHNANVAGAI', 'NADAR', 'PALLAR', 'R.C.NADAR', 'VAGAI']",mf
TAMIL NADU,KULAVAR,['KULAVAR'],mf
TAMIL NADU,KURUMBAR,"['KALLAR', 'PERAMALAIKALLAR', 'KURUMBAR']",mf
TAMIL NADU,KUSAVAR,"['MAN', 'KUSAVAR']",mf
TAMIL NADU,LABBARI,['LABBARI'],mf
TAMIL NADU,LAPPA,['LAPPA'],mf
TAMIL NADU,LAPPEE,['LAPPEE'],mf
TAMIL NADU,LEBBAI,['LEBBAI'],mf
TAMIL NADU,LILLAI,"['SOLIAR', 'LILLAI']",mf
TAMIL NADU,MAIDUKAVARA,"['THOLUVA', 'MAIDUKAVARA']",mf
TAMIL NADU,MANYAKARAN,"['MANIAKARAN', 'MANYAKARAN']",mf
TAMIL NADU,MARUTHUVAR,"['NAVITHAN', 'SEMBADAVAR', 'MARUTHUVAR']",mf
TAMIL NADU,MEENAVAR,"['FERNANDO', 'MUSALI', 'SEMBADAVAR', 'MEENAVAR']",mf
TAMIL NADU,MOOPNAR,"['AMBALAHAR', 'VADAYAR', 'VALAYAR', 'MOOPNAR']",mf
TAMIL NADU,MOTHALIAR,"['ASARI', 'BENGUTHEN', 'KAIGONAR', 'KARKALA', 'KERALAMUTHALI', 'KERALAMUYTHALI YAR', 'NAIDU', 'SANGUNTHAN', 'SENGUNTHAMUDALIYAR', 'MOTHALIAR']",mf
TAMIL NADU,MUBBANAR,"['KALLAR', 'MUBBANAR']",mf
TAMIL NADU,MUDALIYAR,"['KAICOOLY', 'SANGUNTHAN', 'SENGUNDAR', 'SOLIYA', 'THONDI', 'THONDIMANDALA', 'MUDALIYAR']",mf
TAMIL NADU,MUPPAN,"['VALAYAR', 'MUPPAN']",mf
TAMIL NADU,MUPPAR,"['KALLAR', 'VALAYAR', 'MUPPAR']",mf
TAMIL NADU,MUSLIM,"['LABBAI', 'LEPPAI', 'RABBAI', 'RAVUTHUR', 'SYED', 'MUSLIM']",mf
TAMIL NADU,MUTHIRIAR,"['AMBALAM', 'SANGUNTHAN', 'MUTHIRIAR']",mf
TAMIL NADU,NADAR,"['ASARI', 'CHANAR', 'GRAMANI', 'HINDU', 'HINDUNADAR', 'KAMRAJ', 'LATTUAN', 'MARAMA', 'MARAMERI', 'MARAMERINADAR', 'MARAMERINAIKAR', 'MARAMYNAR', 'MARAVAR', 'NADAR', 'NAYAKKAR', 'PALLAR', 'PANANARAYANARAYER', 'R.C.NADAR', 'SAANAN', 'SACUAR', 'SANAR', 'SENAR', 'SUNDAR', 'TENNAI', 'VAGAI']",mf
TAMIL NADU,NAIDU,"['CHERUAI', 'CHETTYNAIDU', 'GAVAR', 'JANGAM', 'KAMALAR', 'KANVARA', 'KAVARA', 'KEVARA', 'MRAAMARS', 'MUTHIRIYAR', 'PALGINAIDU', 'PALLAR', 'PATTARAJU', 'RAVARA', 'SANAR', 'SANARNAIDU', 'VADUGAN', 'VALAYAR', 'NAIDU']",mf
TAMIL NADU,NAIKAR,"['KADU', 'KAMALAR', 'KAMBALATHU', 'KAVARA', 'KRISHNANVAGAI', 'KURAVAR', 'MARAMERI', 'MARAMERINAIKAR', 'NAIDU', 'NAYAKKAR', 'PADAIYACHI', 'PALLAR', 'SANAR', 'VAGAI', 'NAIKAR']",mf
TAMIL NADU,NAIR,"['NADAR', 'PILLAI', 'R.C.NADAR', 'NAIR']",mf
TAMIL NADU,NAVITHAR,"['BARBAR', 'NAVITHAR']",mf
TAMIL NADU,NUBER,"['KURAMO', 'NUBER']",mf
TAMIL NADU,OTHERS,['OTHERS'],mf
TAMIL NADU,PANDARAM,"['ANDI', 'PANDARAM']",mf
TAMIL NADU,PANDITHAR,"['BARBAR', 'MARUTHAVARI', 'PANDITHAR']",mf
TAMIL NADU,PARAYAN,"['BARBAR', 'PARAYAN']",mf
TAMIL NADU,PATTHAR,"['ASARI', 'PATTHAR']",mf
TAMIL NADU,PILLAI,"['ASARI', 'ECTAR', 'KAGATHA', 'KARKALA', 'KODIKA', 'KURAMO', 'NAIR', 'PANIKKAR', 'SAIVA', 'SOLEYAVELLALOR', 'SOLIAR', 'SOLIYA', 'THEVA', 'THOLUVA', 'THOLUVAVELLALAR', 'THULLAM', 'VEERAGUL', 'VEERAKODAI', 'VEERAVELLAR', 'VELLALAR', 'VERAGUDIVELLALAR', 'PILLAI']",mf
TAMIL NADU,PILLAMER,"['ILATHU', 'PILLAMER']",mf
TAMIL NADU,RAJALIAR,['RAJALIAR'],mf
TAMIL NADU,RAMMALAR,"['THACHAR', 'RAMMALAR']",mf
TAMIL NADU,RAOUTHER,['RAOUTHER'],mf
TAMIL NADU,RAWHAR,['RAWHAR'],mf
TAMIL NADU,REDDIYAR,['REDDIYAR'],mf
TAMIL NADU,REDDY,['REDDY'],mf
TAMIL NADU,SERUAI,"['AGAMUDAIYAR', 'SERUAI']",mf
TAMIL NADU,SETIYAR,"['VANIBA', 'SETIYAR']",mf
TAMIL NADU,SHAWRASTRA,['SHAWRASTRA'],mf
TAMIL NADU,SOLEYA,"['VELLALAR', 'SOLEYA']",mf
TAMIL NADU,THAYSIGAR,"['KURUKAL', 'THAYSIGAR']",mf
TAMIL NADU,THEVAR,"['AGAMUDAIYAR', 'ALAGAMUDAI', 'AMBALAM', 'GURKAL', 'KALLAR', 'KAMALAR', 'KUYAVAR', 'MANIAKARAN', 'MARAVAR', 'MUTHIRIYAR', 'NADAR', 'NATTUKAKALLAR', 'PALLAR', 'PARAMA', 'PERAMALAIKALLAR', 'SARVAI', 'SOLIAR', 'THOLUVA', 'VANDAYAAR', 'THEVAR']",mf
TAMIL NADU,VADUKANA IKAR,['VADUKANA IKAR'],mf
TAMIL NADU,VALAYAR,['VALAYAR'],mf
TAMIL NADU,VALLALAR,"['GOUNDAR', 'GURUVEL', 'PILLAI', 'VALLALAR']",mf
TAMIL NADU,VANAN,['VANAN'],mf
TAMIL NADU,VANAR,"['WASHERMAN', 'VANAR']",mf
TAMIL NADU,VANIYAR,"['CHADIYAR', 'DHOBI', 'DOBI', 'GOUNDAR', 'KALLAR', 'KARKATHAVELLALAR', 'KOUNDA', 'MOOPPAR', 'NAIKAR', 'NATHAMAR', 'NATHANA UDAIYAR', 'NAYAKKAR', 'PADAIVEERA', 'PADAIYACHI', 'PADAIYALAI', 'PADAIYANNU', 'PADAIYAR', 'PALLAR', 'PARAYAR', 'PILLAI', 'RATHAAMAR', 'SALAVAI', 'SATHIRIYA', 'SOLEYA', 'SOLIYA', 'UDAIYAR', 'VALAYAR', 'WASHERMAN', 'VANIYAR']",mf
TAMIL NADU,VELLALAR,"['ESAI', 'GOUNDAR', 'ISAI', 'KARAKADU', 'KARKATHAPILLAI', 'KARKATHAVELLALAR', 'KURUMBAR', 'KUYAVAR', 'MARAMERI', 'PADAIYACHI', 'PADAIYALAI', 'PILLAI', 'SAIVA', 'SOLEYA', 'SOLIYA', 'SONEYA', 'THOLUVA', 'THOLUVAVELLALAR', 'TULVA', 'TURAVA', 'VEERAKODAI', 'VELLALAR']",mf
TAMIL NADU,VILLIAMUDU,"['NAYAKKAR', 'VILLIAMUDU']",mf
TAMIL NADU,VISHWAKARMA,"['ACHARY', 'ASARI', 'NADAR', 'VISHWAKARMA']",mf
TAMIL NADU,YADAV,"['KONAR', 'YADAV']",mf
TAMIL NADU,YADAVAR,"['GANAR', 'GONAR', 'KONAR', 'YADAVAR']",mf
UTTAR PRADESH,AARAKH,"['MOOTHI', 'YADAV', 'AARAKH']",mf
UTTAR PRADESH,AHIR,"['YADAV', 'AHIR']",mf
UTTAR PRADESH,BADHAI,"['CHAURASIA', 'NISHAD', 'PANCHAL', 'PANWARI', 'SHARMA', 'VISHWAKARMA', 'BADHAI']",mf
UTTAR PRADESH,BAIRAGI,['BAIRAGI'],mf
UTTAR PRADESH,BALMIKI,['BALMIKI'],mf
UTTAR PRADESH,BANGALI,"['HELA', 'BANGALI']",mf
UTTAR PRADESH,BANIYA,"['GOYAL', 'GUPTA', 'JAISWAL', 'KESARBANI', 'SAHU', 'TUREHA', 'VARSHNEY', 'BANIYA']",mf
UTTAR PRADESH,BAYAR,"['BARWAR', 'BAYAR']",mf
UTTAR PRADESH,BEHNA,"['HANAFI', 'SIDDIQUI', 'BEHNA']",mf
UTTAR PRADESH,BHANGI,"['BALMIKI', 'UPADHAYAY', 'BHANGI']",mf
UTTAR PRADESH,BHAR,"['RAI', 'RAJBHAR', 'RAY', 'BHAR']",mf
UTTAR PRADESH,BHISTI,['BHISTI'],mf
UTTAR PRADESH,BHURJI,"['BHARBHUJA', 'BHUJ', 'GUPTA', 'MATHUR', 'SAXENA', 'BHURJI']",mf
UTTAR PRADESH,BRAHMAN,"['AGNIHOTRI', 'BAIRAGI', 'BAJPAI', 'CHAUBEY', 'DEWEDI', 'DIXIT', 'DUBEY', 'GAUR', 'GAUTAM', 'JOSHI', 'KAUSHIK', 'MISHRA', 'OJHA', 'PACHORI', 'PANDEY', 'PATHAK', 'RAI', 'SHARMA', 'SHUKLA', 'SOLANKI', 'TIWARI', 'TRIPATHI', 'TRIVEDI', 'TYAGI', 'UPADHAYAY', 'OTHERS', 'BRAHMAN']",mf
UTTAR PRADESH,BRAHMBHATT,"['SHARMA', 'BRAHMBHATT']",mf
UTTAR PRADESH,BRIJBASINAT,"['NAGAR', 'BRIJBASINAT']",mf
UTTAR PRADESH,DAFALI,"['HASHMI', 'DAFALI']",mf
UTTAR PRADESH,DARJI,"['IDRISHI', 'DARJI']",mf
UTTAR PRADESH,DHANUK,"['KATHERIA', 'DHANUK']",mf
UTTAR PRADESH,DHARKAR,"['VEDVANSI', 'DHARKAR']",mf
UTTAR PRADESH,DHIMAR,"['GAUTAM', 'KASHYAP', 'TUREHA', 'TURSIB', 'DHIMAR']",mf
UTTAR PRADESH,DHOBI,"['DIWAKAR', 'GAUR', 'KANAWA', 'KANNAUJIA', 'NIBARIYA', 'PAWAR', 'YADAV', 'DHOBI']",mf
UTTAR PRADESH,DHUNIYA,['DHUNIYA'],mf
UTTAR PRADESH,DOM,"['NAG', 'DOM']",mf
UTTAR PRADESH,DUSHAD,"['PASWAN', 'DUSHAD']",mf
UTTAR PRADESH,FAKIR,"['ALVI', 'MANIHAR', 'SHAH', 'SHAM', 'SHEIKH', 'FAKIR']",mf
UTTAR PRADESH,GADARIA,"['BAGHEL', 'PAL', 'GADARIA']",mf
UTTAR PRADESH,GOSAI,"['GIRI', 'GOSAI']",mf
UTTAR PRADESH,GUJAR,"['BANSAL', 'DHAMA', 'DRAWAT', 'KASANA', 'NAGAR', 'GUJAR']",mf
UTTAR PRADESH,HALWAI,"['GUPTA', 'HALWAI']",mf
UTTAR PRADESH,HARIJAN,"['CHAMAR', 'DHAMA', 'JADAV', 'JATAV', 'KHARWAR', 'KORI', 'MAHOR', 'PASWAN', 'RAJAK', 'RASHI', 'RAWAT', 'HARIJAN']",mf
UTTAR PRADESH,JAT,"['CHOUDHARY', 'PAWAR', 'PAYAL', 'SIROHI', 'TEWATIYA', 'JAT']",mf
UTTAR PRADESH,JOGI,"['TOMAR', 'JOGI']",mf
UTTAR PRADESH,KACHHI,"['KUSHWAHA', 'MAURYA', 'KACHHI']",mf
UTTAR PRADESH,KAHAR,"['DHURIYA', 'GAUR', 'GOND', 'KAHAR', 'KASHYAP', 'KHARWAR', 'VERMA']",mf
UTTAR PRADESH,KALWAR,"['GUPTA', 'JAISWAL', 'VARSHA', 'KALWAR']",mf
UTTAR PRADESH,KANHAR,"['GAUR', 'GAVA', 'GOND', 'KHARWAR', 'KANHAR']",mf
UTTAR PRADESH,KAYASTH,"['BHOUMIK', 'MITTAL', 'SAXENA', 'SRIVASTAVA', 'KAYASTH']",mf
UTTAR PRADESH,KEWAT,"['BIND', 'CHOUDHARY', 'NISHAD', 'KEWAT']",mf
UTTAR PRADESH,KHANDU,"['GUPTA', 'KHANDU']",mf
UTTAR PRADESH,KHARWAR,"['BENBANSI', 'BENWASHER', 'KHARWAR']",mf
UTTAR PRADESH,KHATIK,"['BAMANIYA', 'CHIK', 'SONAR', 'SONKAR', 'KHATIK']",mf
UTTAR PRADESH,KORI,"['KORI', 'KUSHWAHA', 'MAURYA', 'PAL', 'VERMA']",mf
UTTAR PRADESH,KSHATRIYA,"['SENGAR', 'KSHATRIYA']",mf
UTTAR PRADESH,KUMHAR,"['GAUR', 'PRAJAPATI', 'KUMHAR']",mf
UTTAR PRADESH,KURMI,"['BRAHMAN', 'KANNAUJIA', 'PANDEY', 'PATEL', 'VERMA', 'KURMI']",mf
UTTAR PRADESH,LODH,"['MAHOR', 'LODH']",mf
UTTAR PRADESH,LOHAR,"['SHARMA', 'VISHWAKARMA', 'YADAV', 'LOHAR']",mf
UTTAR PRADESH,LUNIYA,"['CHAUHAN', 'LUNIYA']",mf
UTTAR PRADESH,MALI,"['SAINI', 'MALI']",mf
UTTAR PRADESH,MANIHAR,"['LAKHERA', 'QULANDAR', 'SIDDIQUI', 'MANIHAR']",mf
UTTAR PRADESH,MIRASI,"['ABBAL', 'MIRASI']",mf
UTTAR PRADESH,MOMINANSARI,"['ANSARI', 'MOMINANSARI']",mf
UTTAR PRADESH,MUSLIM,"['QURESHI', 'MUSLIM']",mf
UTTAR PRADESH,MUSLIMDARJI,"['IDRISHI', 'SIDDIQUI', 'MUSLIMDARJI']",mf
UTTAR PRADESH,MUSLIMDHOBI,"['ALI', 'ANSARI', 'BAKSH', 'DHAMA', 'DHUNIYA', 'DUBEY', 'KASSAR', 'KHAN', 'MANSURI', 'SHARMA', 'SHEIKH', 'SIDDIQUI', 'SULEMANI', 'MUSLIMDHOBI']",mf
UTTAR PRADESH,MUSLIMGUJAR,"['HASHMI', 'MUSLIMGUJAR']",mf
UTTAR PRADESH,MUSLIMHALWAI,"['ALI', 'MUSLIMHALWAI']",mf
UTTAR PRADESH,MUSLIMNAI,"['BALWAR', 'SULEMANI', 'TURKATA', 'MUSLIMNAI']",mf
UTTAR PRADESH,MUSLIMRAJPUT,"['ANSARI', 'FAKIR', 'GADDI', 'GOND', 'IRAQI', 'KHAN', 'PATHAN', 'QURESHI', 'SAIYED', 'SHEIKH', 'SIDDIQUI', 'SULEMANI', 'MUSLIMRAJPUT']",mf
UTTAR PRADESH,MUSLIMSALMANI,"['SULEMANI', 'MUSLIMSALMANI']",mf
UTTAR PRADESH,MUSLIMTELI,"['ALI', 'MALIK', 'SIDDIQUI', 'MUSLIMTELI']",mf
