State,Caste,subcastes,source
ANDHRA PRADESH,ABDUL,['ABDUL'],mf
ANDHRA PRADESH,ACHARI,['ACHARI'],mf
ANDHRA PRADESH,ADIANDRA,['ADIANDRA'],mf
ANDHRA PRADESH,AILCEEJ,['AILCEEJ'],mf
ANDHRA PRADESH,ARCHAKULU,['ARCHAKULU'],mf
ANDHRA PRADESH,ARYAKASHTRIYA,['ARYAKASHTRIYA'],mf
ANDHRA PRADESH,ARYAVYSYA,['ARYAVYSYA'],mf
ANDHRA PRADESH,ASADULU,['ASADULU'],mf
ANDHRA PRADESH,BAARAJU,['BAARAJU'],mf
ANDHRA PRADESH,BAJAKAS,['BAJAKAS'],mf
ANDHRA PRADESH,BALIJA,"['BANDARI', 'CETTIBALIJA', 'CHEEMALA', 'CHINNKAPU', 'DUDEKULA', 'GAZULA', 'KUDARI', 'NAIKA', 'PALAGIRI', 'PERIKI', 'POKANTI', 'SETTI', 'SETTIBALIJA', 'SETTIVARI', 'TELAGA', 'BALIJA']",mf
ANDHRA PRADESH,BARBER,['BARBER'],mf
ANDHRA PRADESH,BESTHA,"['CHEEMALA', 'DASAI', 'JALARI', 'JALARU', 'KUDARI', 'MATESHP', 'NAIKA', 'POKANTI', 'SAYED', 'SELLA', 'VALMIKI', 'YADAV', 'BESTHA']",mf
ANDHRA PRADESH,BONDIL,['BONDIL'],mf
ANDHRA PRADESH,BOTHULA,['BOTHULA'],mf
ANDHRA PRADESH,BOYA,"['ANKE', 'CHEEMALA', 'DERAGULLA', 'DOMMARA', 'DUDEKULA', 'JALLENI', 'JAMAPALA', 'JHAMALA', 'JUTUR', 'KANDI', 'KUDARI', 'NAGIRI', 'NAIDU', 'NAIKA', 'PEDDABOYA', 'PINJARI', 'POKANTI', 'SAYED', 'VADDI', 'VALMIKI', 'YADAV', 'YERRAGOLLA', 'BOYA']",mf
ANDHRA PRADESH,BRAHMAN,"['SIDHANTHI', 'VAIDHIKA', 'BRAHMAN']",mf
ANDHRA PRADESH,BUDABUKKALA,['BUDABUKKALA'],mf
ANDHRA PRADESH,BUKAVA,['BUKAVA'],mf
ANDHRA PRADESH,CAMSULA,['CAMSULA'],mf
ANDHRA PRADESH,CHAKALA,"['BILISHPALLA', 'DHOBI', 'DUDEKULA', 'JALNUL', 'MALLEPULU', 'CHAKALA']",mf
ANDHRA PRADESH,CHAKALI,"['DUDEKULA', 'POKANTI', 'CHAKALI']",mf
ANDHRA PRADESH,CHENCHU,['CHENCHU'],mf
ANDHRA PRADESH,CHRISTIAN,"['MADIGA', 'CHRISTIAN']",mf
ANDHRA PRADESH,DEVARA,['DEVARA'],mf
ANDHRA PRADESH,DHOBI,"['CHAKALA', 'DUDEKULA', 'GUNJE', 'NAIKA', 'POKANTI', 'SHAIK', 'DHOBI']",mf
ANDHRA PRADESH,DOMMARA,"['DOMMARA', 'DUDEKULA']",mf
ANDHRA PRADESH,EDIGA,"['CHAKALA', 'EDIGA']",mf
ANDHRA PRADESH,EKARADORABIDDALU,['EKARADORABIDDALU'],mf
ANDHRA PRADESH,EKILI,"['PALAYAKARLU', 'EKILI']",mf
ANDHRA PRADESH,ELAKULA,['ELAKULA'],mf
ANDHRA PRADESH,ELEMS,['ELEMS'],mf
ANDHRA PRADESH,FISHERS,['FISHERS'],mf
ANDHRA PRADESH,GANDLA,"['SAYED', 'GANDLA']",mf
ANDHRA PRADESH,GANGTREDHU,['GANGTREDHU'],mf
ANDHRA PRADESH,JANGAM,['JANGAM'],mf
ANDHRA PRADESH,KADULU,['KADULU'],mf
ANDHRA PRADESH,KALALI,['KALALI'],mf
ANDHRA PRADESH,KALASALI,['KALASALI'],mf
ANDHRA PRADESH,KALIGULLU,['KALIGULLU'],mf
ANDHRA PRADESH,KAMA,['KAMA'],mf
ANDHRA PRADESH,KAMASALA,"['GUNJE', 'METTU', 'KAMASALA']",mf
ANDHRA PRADESH,KAMMA,"['CHOUDHARY', 'KAMMA']",mf
ANDHRA PRADESH,KAMMARA,"['GUNDAIAH', 'METTUKAMSALI', 'KAMMARA']",mf
ANDHRA PRADESH,KANTLLI,['KANTLLI'],mf
ANDHRA PRADESH,KAPU,"['ADUPOL', 'CHEEMALA', 'CHENDIYA', 'CHINNKAPU', 'DESAI', 'DUDEKULA', 'JALARU', 'JUTAR', 'JUTUR', 'KARNAM', 'KRISHNAM', 'MADIGA', 'MUNNURU', 'NAIKA', 'PADUPOLLU', 'PAGANI', 'PAKANTI', 'PALAGIRI', 'PALLI', 'PASNUR', 'PEDAKAPU', 'POKANTI', 'SAJJANA', 'SHAIK', 'SUNKU', 'TALAPALLI', 'TELAGA', 'TURPUKAPU', 'KAPU']",mf
ANDHRA PRADESH,KAPUVELAMA,"['KAPU', 'MAIPU', 'NAGA', 'NAIDU', 'PADAMASALI', 'SAHUKAR', 'SANKA', 'TALAKA', 'TULASI', 'TUSASI', 'KAPUVELAMA']",mf
ANDHRA PRADESH,KARNAM,['KARNAM'],mf
ANDHRA PRADESH,KAVUNIS,['KAVUNIS'],mf
ANDHRA PRADESH,KAYUNLLU,['KAYUNLLU'],mf
ANDHRA PRADESH,KHAN,"['PATHAN', 'KHAN']",mf
ANDHRA PRADESH,KOLLI,['KOLLI'],mf
ANDHRA PRADESH,KOMATI,['KOMATI'],mf
ANDHRA PRADESH,KOMMARI,"['DUDEKULA', 'KOMMARI']",mf
ANDHRA PRADESH,KOPPALAVELAMA,['KOPPALAVELAMA'],mf
ANDHRA PRADESH,KOPPLAVELAMA,['KOPPLAVELAMA'],mf
ANDHRA PRADESH,KOUDA,['KOUDA'],mf
ANDHRA PRADESH,KOYA,['KOYA'],mf
ANDHRA PRADESH,KUMMARA,"['CHENDIYA', 'GUNDAIAH', 'KUMMARA']",mf
ANDHRA PRADESH,KUPPALAVELAMA,['KUPPALAVELAMA'],mf
ANDHRA PRADESH,KURABA,"['CHENDIYA', 'DUPATI', 'JELLA', 'MALLEPULU', 'KURABA']",mf
ANDHRA PRADESH,MADARLU,['MADARLU'],mf
ANDHRA PRADESH,MADIGA,"['MADIGA', 'RACHAMA', 'SUNGULU']",mf
ANDHRA PRADESH,MADIVILI,['MADIVILI'],mf
ANDHRA PRADESH,MALA,"['DASARI', 'MANGAM', 'SAKI', 'TELAGA', 'VANGAM', 'MALA']",mf
ANDHRA PRADESH,MANDIGA,['MANDIGA'],mf
ANDHRA PRADESH,MANDULA,['MANDULA'],mf
ANDHRA PRADESH,MANGALA,"['KONDA', 'REDDY', 'MANGALA']",mf
ANDHRA PRADESH,MANGALI,['MANGALI'],mf
ANDHRA PRADESH,MARWADI,['MARWADI'],mf
ANDHRA PRADESH,MARYALI,['MARYALI'],mf
ANDHRA PRADESH,MINIRAMANU,['MINIRAMANU'],mf
ANDHRA PRADESH,MODUGU,['MODUGU'],mf
ANDHRA PRADESH,MONDI,['MONDI'],mf
ANDHRA PRADESH,MUSLIM,"['BOHRA', 'CHEEMALA', 'DUDEKULA', 'GOLLA', 'GUNJE', 'JALARI', 'JALLENI', 'JHAMALA', 'KUDARI', 'MATESHP', 'NAIKA', 'PATHAN', 'SAYED', 'SHAIK', 'MUSLIM']",mf
ANDHRA PRADESH,MUTHRASI,"['ACHHNTALA', 'KANAGA', 'MAGURUPUVATI', 'MOGILI', 'MUTHRASI', 'PADGAWADU', 'PALA', 'PALFAGUN']",mf
ANDHRA PRADESH,NADAR,['NADAR'],mf
ANDHRA PRADESH,NAGVAMSHAM,['NAGVAMSHAM'],mf
ANDHRA PRADESH,NAIDU,"['YAGILI', 'NAIDU']",mf
ANDHRA PRADESH,NAINERA,['NAINERA'],mf
ANDHRA PRADESH,NAYAKA,['NAYAKA'],mf
ANDHRA PRADESH,NAYBRAHMANULU,['NAYBRAHMANULU'],mf
ANDHRA PRADESH,NESE,"['CHEEMALA', 'NAIKA', 'PALLA', 'SAYED', 'NESE']",mf
ANDHRA PRADESH,ODDE,"['BOYA', 'ODDE']",mf
ANDHRA PRADESH,PADMASALI,['PADMASALI'],mf
ANDHRA PRADESH,PAGANI,"['GOLLA', 'PAGANI']",mf
ANDHRA PRADESH,PALAEIKRI,"['SHAIK', 'PALAEIKRI']",mf
ANDHRA PRADESH,PALIKAPU,"['SHAIK', 'VADDI', 'PALIKAPU']",mf
ANDHRA PRADESH,PALLE,"['AGNI', 'PALLE']",mf
ANDHRA PRADESH,PETTI,['PETTI'],mf
ANDHRA PRADESH,PINGARI,"['GOLLA', 'YADAV', 'PINGARI']",mf
ANDHRA PRADESH,PUJARI,"['PANDIT', 'PUJARI']",mf
ANDHRA PRADESH,RABBARI,['RABBARI'],mf
ANDHRA PRADESH,RAJAKA,"['KANAGA', 'RAJAKA']",mf
ANDHRA PRADESH,RAJAKULU,['RAJAKULU'],mf
ANDHRA PRADESH,RAJASTHANI,['RAJASTHANI'],mf
ANDHRA PRADESH,RAJULU,['RAJULU'],mf
ANDHRA PRADESH,RALLIYA,['RALLIYA'],mf
ANDHRA PRADESH,REDDY,"['KONDAREDDY', 'VELAMAKAPU', 'VELAMAREDDY', 'REDDY']",mf
ANDHRA PRADESH,RELLI,"['SETTIBALIJA', 'RELLI']",mf
ANDHRA PRADESH,SAKALA,"['ANKE', 'VADDI', 'YALAMA', 'SAKALA']",mf
ANDHRA PRADESH,SAKLI,['SAKLI'],mf
ANDHRA PRADESH,SALI,['SALI'],mf
ANDHRA PRADESH,SALILU,['SALILU'],mf
ANDHRA PRADESH,SALIVAHANA,['SALIVAHANA'],mf
ANDHRA PRADESH,SARABANDU,['SARABANDU'],mf
ANDHRA PRADESH,SATYAM,['SATYAM'],mf
ANDHRA PRADESH,SAYED,['SAYED'],mf
ANDHRA PRADESH,SEGU,"['YALAMA', 'SEGU']",mf
ANDHRA PRADESH,SETTI,"['DEVANGA', 'VYASYA', 'SETTI']",mf
ANDHRA PRADESH,SHADI,['SHADI'],mf
ANDHRA PRADESH,SHEETBARJEN,['SHEETBARJEN'],mf
ANDHRA PRADESH,SHEIKH,"['ANKE', 'BOHRA', 'BOYA', 'CHOUDHARY', 'DHOBI', 'DUDEKULA', 'GOLLA', 'NEEKU', 'SAYED', 'SETTIBALIJA', 'SHEIKHPATHAN', 'SUDKULA', 'SURYABALIJA', 'TELAGA', 'YALAMA', 'SHEIKH']",mf
ANDHRA PRADESH,SUGALI,"['BANJARA', 'BOIPARI', 'DEVASAT', 'LAMBANI', 'LAMBARI', 'MEGUAT', 'SUGALI']",mf
ANDHRA PRADESH,TALARI,"['ANKE', 'TALARI']",mf
ANDHRA PRADESH,TELAGAMAMDELU,['TELAGAMAMDELU'],mf
ANDHRA PRADESH,TELAKULA,['TELAKULA'],mf
ANDHRA PRADESH,TELI,"['SAHUKAR', 'TELI']",mf
ANDHRA PRADESH,TELUKU,['TELUKU'],mf
ANDHRA PRADESH,TENTKALU,['TENTKALU'],mf
ANDHRA PRADESH,TOGATA,['TOGATA'],mf
ANDHRA PRADESH,UPPARA,['UPPARA'],mf
ANDHRA PRADESH,VADDI,"['CHEEMALA', 'DUDEKULA', 'GUNJE', 'KUDARI', 'MANJARI', 'NAIKA', 'PALLA', 'PATHAN', 'SAMPANGI', 'SAYED', 'SHAIK', 'VALMIKI', 'VADDI']",mf
ANDHRA PRADESH,VADI,"['PALAPPU', 'VADI']",mf
ANDHRA PRADESH,VANGAM,"['ANKE', 'VANGAM']",mf
ANDHRA PRADESH,VEDAVA,['VEDAVA'],mf
ANDHRA PRADESH,VELAMA,"['BRAHMAN', 'KAPU', 'NAGALA', 'VELAMA']",mf
ANDHRA PRADESH,VIKANASA,['VIKANASA'],mf
ANDHRA PRADESH,VISALI,['VISALI'],mf
ANDHRA PRADESH,VISALU,['VISALU'],mf
ANDHRA PRADESH,VISHNU,['VISHNU'],mf
ANDHRA PRADESH,VISWABRAHAMAN,"['BRAHMAN', 'VISWABRAHAMAN']",mf
ANDHRA PRADESH,VYSYA,"['ADIMULAM', 'ARYAVYSA', 'BRAHMAN', 'CHEEMALA', 'DUDEKULA', 'KAKUNATI', 'KARUMANI', 'KOMATI', 'KRISHNAM', 'NAIKA', 'POKANTI', 'SAYED', 'SUNKU', 'YSYA', 'VYSYA']",mf
ANDHRA PRADESH,VYYULU,['VYYULU'],mf
ANDHRA PRADESH,XASXA,['XASXA'],mf
ANDHRA PRADESH,YADAV,"['ALAGOLLA', 'ANKE', 'GOLLA', 'GOUDA', 'JALARU', 'JHAMALA', 'JUTUR', 'KONAR', 'KUDARI', 'NAMALA', 'PAGANI', 'PALAGIRI', 'POKANTI', 'POOJAGOLLA', 'SETTIVARI', 'SHAIK', 'TALAPALLI', 'TELAGA', 'VALMIKI', 'YADAV', 'YERRAGOLLA']",mf
ANDHRA PRADESH,YALAMA,['YALAMA'],mf
ANDHRA PRADESH,YALAVALA,"['KAPU', 'YALAVALA']",mf
ANDHRA PRADESH,YANADI,"['YELLEU', 'YANADI']",mf
ANDHRA PRADESH,YEAVA,['YEAVA'],mf
ANDHRA PRADESH,YELLU,['YELLU'],mf
ANDHRA PRADESH,YERKULA,['YERKULA'],mf
ANDHRA PRADESH,YERUKALA,"['DESAI', 'YERUKALA']",mf
ANDHRA PRADESH,YERUKULA,['YERUKULA'],mf
BIHAR,ADIWASI,"['HANDSA', 'HEMRAM', 'MARANDI', 'ADIWASI']",mf
BIHAR,AHIR,"['RAI', 'YADAV', 'AHIR']",mf
BIHAR,BANIYA,"['CHOUDHARY', 'GUPTA', 'KESRI', 'SAHU', 'SHAH', 'SHARMA', 'BANIYA']",mf
BIHAR,BARHAI,"['SHARMA', 'BARHAI']",mf
BIHAR,BRAHAMIN,"['SHARMA', 'BRAHAMIN']",mf
BIHAR,BRAHMAN,"['DUBEY', 'GIRI', 'PANDEY', 'PATHAK', 'RAI', 'TIWARI', 'UPADHYAY', 'BRAHMAN']",mf
BIHAR,CHAMAR,"['CHOUDHARY', 'KUSHWAHA', 'PASWAN', 'CHAMAR']",mf
BIHAR,DHOBI,"['RAJAK', 'VARETHA', 'DHOBI']",mf
BIHAR,DOM,['DOM'],mf
BIHAR,DUSADH,"['PASWAN', 'DUSADH']",mf
BIHAR,FAQIR,"['MIYAN', 'FAQIR']",mf
BIHAR,GUND,['GUND'],mf
BIHAR,HALWAI,"['SAHU', 'HALWAI']",mf
BIHAR,HARI,"['RAI', 'HARI']",mf
BIHAR,HUSSAIN,['HUSSAIN'],mf
BIHAR,JULAHA,"['ANSARI', 'JULAHA']",mf
BIHAR,KAHAR,"['PRASAD', 'RAWAT', 'KAHAR']",mf
BIHAR,KAYASTH,"['SRIVASTAV', 'KAYASTH']",mf
BIHAR,KOERI,"['KUSHWAHA', 'MAURIYA', 'RAI', 'KOERI']",mf
BIHAR,KULHAIYA,"['ALAM', 'KULHAIYA']",mf
BIHAR,KUMHAR,"['PRJAPATI', 'KUMHAR']",mf
BIHAR,LOHAR,"['PRJAPATI', 'SHARMA', 'LOHAR']",mf
BIHAR,MALI,"['BHAGAT', 'MALI']",mf
BIHAR,MALLAH,"['MAHALDAR', 'MALLAH']",mf
BIHAR,MUSAHAR,"['RISHI', 'MUSAHAR']",mf
BIHAR,NAI,"['THAKUR', 'NAI']",mf
BIHAR,OTHERS,['OTHERS'],mf
BIHAR,PASI,"['PASI', 'PASWAN']",mf
BIHAR,PATHAN,"['KHAN', 'PATHAN']",mf
BIHAR,RAJBHAR,"['RAI', 'RAJBHAR']",mf
BIHAR,RAJPUT,['RAJPUT'],mf
BIHAR,SAHU,"['CHOUDHARY', 'SAHU']",mf
BIHAR,SANTHALI,"['MARANDI', 'SOREN', 'SANTHALI']",mf
BIHAR,SHAIKH,['SHAIKH'],mf
BIHAR,SHESHWADI,"['ALAM', 'SHESHWADI']",mf
BIHAR,SOREN,['SOREN'],mf
BIHAR,TANTI,['TANTI'],mf
BIHAR,TATWA,"['CHOUDHARY', 'DAS', 'TATWA']",mf
BIHAR,TELI,"['KUSHWAHA', 'SAHU', 'SHAH', 'TELI']",mf
BIHAR,VISHWAKARMA,"['SHARMA', 'VISHWAKARMA']",mf
CHHATTISGARH,ADIWASI,"['BHENA', 'BHEND', 'BHENIL', 'BINJHWAR', 'DHANWAR', 'DHIMAR', 'GOARI', 'GOND', 'KANWAR', 'NAGARCHI', 'SARTHI', 'SIDAR', 'ADIWASI']",mf
CHHATTISGARH,AHIR,"['NAGARCHI', 'RAO', 'RAWAT', 'SAHU', 'TELI', 'YADAV', 'AHIR']",mf
CHHATTISGARH,BAIRAGI,"['VAISHNO', 'BAIRAGI']",mf
CHHATTISGARH,BANJARA,['BANJARA'],mf
CHHATTISGARH,BHAINA,"['RAM', 'BHAINA']",mf
CHHATTISGARH,BIAR,"['VAISHNO', 'BIAR']",mf
CHHATTISGARH,BRAHMAN,"['BAIRAGI', 'BAJPAYEE', 'BANJARA', 'DEVEDI', 'DIXIT', 'DUBEY', 'GANDHARU', 'GOSWAMI', 'JOSHI', 'MISHRA', 'PANDEY', 'SHARMA', 'SHUKLA', 'TIWARI', 'VASUDEV', 'BRAHMAN']",mf
CHHATTISGARH,BRHAMAN,"['SHARMA', 'BRHAMAN']",mf
CHHATTISGARH,CHAMAR,"['ANANT', 'BANJARA', 'BHANDARKAR', 'DAYAL', 'DHARE', 'DINKAR', 'GAREG', 'KARIYARE', 'KHOTE', 'MANIK', 'MEHER', 'NIRMAL', 'RAI', 'RAIDAS', 'RATREA', 'ROHIDAS', 'SAHU', 'SATNAMI', 'SURYAVANSHI', 'SURYAWANSI', 'CHAMAR']",mf
CHHATTISGARH,DAS,"['MAHANT', 'MANIKPUR', 'PANIK', 'DAS']",mf
CHHATTISGARH,DHANWAR,['DHANWAR'],mf
CHHATTISGARH,DHIMAR,"['BHATIYAR', 'MACHHANDAR', 'TARAIL', 'YADAV', 'DHIMAR']",mf
CHHATTISGARH,DHOBI,"['KARASH', 'NIRMAL', 'NIRMALKAR', 'VARETHA', 'DHOBI']",mf
CHHATTISGARH,DHURWA,"['DHRUV', 'RAM', 'DHURWA']",mf
CHHATTISGARH,GADARIA,"['PAL', 'GADARIA']",mf
CHHATTISGARH,GADARIYA,"['PAL', 'GADARIYA']",mf
CHHATTISGARH,GANDHA,"['DHRUV', 'GANDHA']",mf
CHHATTISGARH,GOND,"['BHAKAM', 'CHAUHAN', 'DHRUV', 'KANWAR', 'MARKAM', 'NAGARCHI', 'NETAM', 'PARDHI', 'SIDAR', 'TARAIL', 'GOND']",mf
CHHATTISGARH,GORI,"['KHAN', 'GORI']",mf
CHHATTISGARH,GOSWAMI,['GOSWAMI'],mf
CHHATTISGARH,GOUR,"['GOUR', 'SIDAR']",mf
CHHATTISGARH,HARIJAN,"['MEHER', 'HARIJAN']",mf
CHHATTISGARH,KALLAR,"['DADSENA', 'DARSENA', 'PARSAJ', 'PARSH', 'SINHA', 'KALLAR']",mf
CHHATTISGARH,KALWAR,"['SINHA', 'KALWAR']",mf
CHHATTISGARH,KANWAR,"['DEWAN', 'SIDAR', 'KANWAR']",mf
CHHATTISGARH,KARARA,"['MARKAM', 'KARARA']",mf
CHHATTISGARH,KAWAR,"['DEWAN', 'KAWAR', 'SIDAR']",mf
CHHATTISGARH,KEWAT,"['BAGHER', 'NAGARCHI', 'NIISHAD', 'NISAD', 'NISHAD', 'NISHADRAJ', 'PATEL', 'KEWAT']",mf
CHHATTISGARH,KOSHTHA,['KOSHTHA'],mf
CHHATTISGARH,KUMHAR,"['PRAJAPATI', 'KUMHAR']",mf
CHHATTISGARH,KURMI,"['ADIL', 'BAGHEL', 'DAYAL', 'GABEL', 'PATEL', 'PPATEL', 'SAHU', 'SHING', 'TIKARIYA', 'VERMA', 'KURMI']",mf
CHHATTISGARH,LOHAR,"['SHER', 'VISHKARMA', 'VISHWAKARMA', 'VISWAKARMA', 'LOHAR']",mf
CHHATTISGARH,MANGIA,"['NAGARCHI', 'MANGIA']",mf
CHHATTISGARH,MARAR,"['PATEL', 'MARAR']",mf
CHHATTISGARH,NAGARCHI,"['SATNAMI', 'SONWALI', 'NAGARCHI']",mf
CHHATTISGARH,NAI,"['SEN', 'SRI', 'SRIWAS', 'NAI']",mf
CHHATTISGARH,NAYAK,['NAYAK'],mf
CHHATTISGARH,OTHERS,['OTHERS'],mf
CHHATTISGARH,PARDHI,"['DHRUV', 'PARDHI']",mf
CHHATTISGARH,PATKAR,['PATKAR'],mf
CHHATTISGARH,PATWA,"['PATKA', 'PATKAR', 'PODDHAR', 'PATWA']",mf
CHHATTISGARH,RAJPUT,"['CHAUHAN', 'RAJPUT']",mf
CHHATTISGARH,SABIRIYA,['SABIRIYA'],mf
CHHATTISGARH,SINDHI,"['JAGMALANI', 'SINDHI']",mf
CHHATTISGARH,SONAR,"['SAHU', 'SONI', 'SONY', 'SONAR']",mf
CHHATTISGARH,TELI,"['HIRONDHI', 'PRASAD', 'SAHU', 'SHAHU', 'SONKANTHARI', 'TELI']",mf
GUJARAT,AHIR,"['SORATHA', 'AHIR']",mf
GUJARAT,ANSARI,['ANSARI'],mf
GUJARAT,ANVIL BRAHMIN,['ANVIL BRAHMIN'],mf
GUJARAT,ATIT BAYAJI,"['BAKSHI PANCH', 'ATIT BAYAJI']",mf
GUJARAT,BAJANIYA,['BAJANIYA'],mf
GUJARAT,BAJIR,['BAJIR'],mf
GUJARAT,BAKSHI,['BAKSHI'],mf
GUJARAT,BAKSHI PANCH,"['BAROT', 'BAVAJI', 'NODI', 'SAMEJA', 'VANAND', 'BAKSHI PANCH']",mf
GUJARAT,BAPHAN,['BAPHAN'],mf
GUJARAT,BAULIYA,['BAULIYA'],mf
GUJARAT,BAVAJI,"['GOSAWMI', 'NATH', 'NIMAVAT', 'BAVAJI']",mf
GUJARAT,BAWA,"['BAKSHI PANCH', 'BAWA']",mf
GUJARAT,BAWAJI,"['BAKSHI PANCH', 'GOSAWMI', 'BAWAJI']",mf
GUJARAT,BHAJIR,['BHAJIR'],mf
GUJARAT,BHAKTA,['BHAKTA'],mf
GUJARAT,BHANGI,"['BAKSHI PANCH', 'BHANGI']",mf
GUJARAT,BHANUSHAIL,"['KACHHI', 'BHANUSHAIL']",mf
GUJARAT,BHARVAD,"['CHOTABHAI', 'GOLTAR', 'LAKHA', 'MOTA BHAI', 'BHARVAD']",mf
GUJARAT,BHATTI,['BHATTI'],mf
GUJARAT,BHIL,['BHIL'],mf
GUJARAT,BRAHMIN,"['ADHIT', 'BAKSHI PANCH', 'GOSAWMI', 'KUTCHHI', 'NAYAK', 'PRAJAPATI', 'PUJARI', 'RAJGOR', 'SARASWATI', 'SWAMI', 'TAPODHAN', 'THAKUR', 'VISHVA S', 'BRAHMIN']",mf
GUJARAT,CHAKE,['CHAKE'],mf
GUJARAT,CHAMAR,"['KHOLI', 'PARMAR', 'CHAMAR']",mf
GUJARAT,CHOUDHARI,['CHOUDHARI'],mf
GUJARAT,CHUNARA,['CHUNARA'],mf
GUJARAT,DARBAR,"['GARASIYA', 'KATHI', 'KHOLI', 'RAJPUT', 'DARBAR']",mf
GUJARAT,DARJI,"['MODH', 'DARJI']",mf
GUJARAT,DASNAMI VAWA,"['GIRA', 'DASNAMI VAWA']",mf
GUJARAT,DEVIPUJAK,['DEVIPUJAK'],mf
GUJARAT,DHOBI,['DHOBI'],mf
GUJARAT,DHODIA PATEL,['DHODIA PATEL'],mf
GUJARAT,DHOKA,['DHOKA'],mf
GUJARAT,GADHAVI,"['BRAHMIN', 'MARU', 'GADHAVI']",mf
GUJARAT,GALIARA,"['MAKAVANA', 'GALIARA']",mf
GUJARAT,GAMIT,['GAMIT'],mf
GUJARAT,GARODA,"['BAKSHI PANCH', 'GARODA']",mf
GUJARAT,GAUR,"['BRAHMIN', 'GAUR']",mf
GUJARAT,GOAI,['GOAI'],mf
GUJARAT,GOHIL,['GOHIL'],mf
GUJARAT,GOSWAMI,"['VAIRAGI', 'GOSWAMI']",mf
GUJARAT,GUJARA,"['GOHIL', 'JADAV', 'MAHESHWARI', 'PARMAR', 'GUJARA']",mf
GUJARAT,HAJAM,"['VANKAR', 'HAJAM']",mf
GUJARAT,HALPATI,['HALPATI'],mf
GUJARAT,HARIJAN,"['BAKSHI PANCH', 'CHAMAR', 'JADAV', 'MARVADI', 'PARMAR', 'VANKAR', 'HARIJAN']",mf
GUJARAT,HINDU HALPATI,['HINDU HALPATI'],mf
GUJARAT,HINDU KUMBHAR,"['MARU', 'HINDU KUMBHAR']",mf
GUJARAT,JADEJA,"['DARBAR', 'JADEJA']",mf
GUJARAT,JAIN,"['PITAMBAR', 'JAIN']",mf
GUJARAT,JAT,"['BHATTI', 'JAT']",mf
GUJARAT,KADWA,['KADWA'],mf
GUJARAT,KALARIA,['KALARIA'],mf
GUJARAT,KATHLIK,['KATHLIK'],mf
GUJARAT,KEVER,['KEVER'],mf
GUJARAT,KHALIFA,['KHALIFA'],mf
GUJARAT,KHODI,"['SUVADIYA', 'KHODI']",mf
GUJARAT,KOHLI,"['PATEL', 'SORATHA', 'SUVADIYA', 'TALPADA', 'KOHLI']",mf
GUJARAT,KOTVALIYA,['KOTVALIYA'],mf
GUJARAT,KSHATRIYA,"['CHAUHAN', 'PARMAR', 'RATHOD', 'THAKUR', 'KSHATRIYA']",mf
GUJARAT,KUMBHAR,"['BHALGAMA', 'PRAJAPATI', 'KUMBHAR']",mf
GUJARAT,LOHANA,"['KUTCHHI', 'THAKUR', 'LOHANA']",mf
GUJARAT,LOHAR,"['BAKSHI PANCH', 'GOHIL', 'PANCHAI', 'LOHAR']",mf
GUJARAT,MAHAR,"['LEVA', 'MAHAR']",mf
GUJARAT,MAHIYAVANSHI,['MAHIYAVANSHI'],mf
GUJARAT,MAISURBA,"['VANAND', 'MAISURBA']",mf
GUJARAT,MAIYA DARBAR,"['PHDHERIYA', 'MAIYA DARBAR']",mf
GUJARAT,MAKVANA,['MAKVANA'],mf
GUJARAT,MALDHARI,"['KHOLI', 'RABARI', 'MALDHARI']",mf
GUJARAT,MALIK,"['SAYYAD', 'VAJIR', 'MALIK']",mf
GUJARAT,MALWANA,['MALWANA'],mf
GUJARAT,MANSUR,['MANSUR'],mf
GUJARAT,MARATHA,"['KARADIYA', 'RATHOD', 'MARATHA']",mf
GUJARAT,MAVADI,['MAVADI'],mf
GUJARAT,MAYKA,['MAYKA'],mf
GUJARAT,MER,['MER'],mf
GUJARAT,MISTRI,"['VARU', 'MISTRI']",mf
GUJARAT,MOCHI,['MOCHI'],mf
GUJARAT,MOMIN,['MOMIN'],mf
GUJARAT,NAT,['NAT'],mf
GUJARAT,NATIAR,['NATIAR'],mf
GUJARAT,NAYAK,"['BHAVANA', 'RATHOD', 'NAYAK']",mf
GUJARAT,NEPAL,['NEPAL'],mf
GUJARAT,NISHAD,"['KEVAD', 'MACHI', 'NISHAD']",mf
GUJARAT,OCHRA BRAHMIN,['OCHRA BRAHMIN'],mf
GUJARAT,PANCHAL,['PANCHAL'],mf
GUJARAT,PANDYA,['PANDYA'],mf
GUJARAT,PARDHI,['PARDHI'],mf
GUJARAT,PARJIYAT,['PARJIYAT'],mf
GUJARAT,PARMAR,"['CHAMAR', 'DARJI', 'PARMAR']",mf
GUJARAT,PATEL,"['KHODI', 'LEUVA', 'LEVA', 'KADAV', 'KARADIYA', 'PATEL']",mf
GUJARAT,PATHAN,['PATHAN'],mf
GUJARAT,PATIL,"['LEVA', 'KADVA', 'KARADIYA', 'PATIL']",mf
GUJARAT,PINJARA,"['BAKSHI PANCH', 'PINJARA']",mf
GUJARAT,PRAJAPATI,"['BHALGAMA', 'PATADIYA', 'PRAJAPATI']",mf
GUJARAT,RABARI,"['BAKSHI PANCH', 'GUJJAR', 'RAYAKA', 'RABARI']",mf
