Caste,subcastes,source
BHILALA,"['SETIA', 'NARGESH', 'BAKAULEY', 'SHAITE', 'BAGHEL', 'JHHILA', 'MORI', 'GWALE', 'BHEL', 'WAGE', 'RAWAT', 'DODWAL', 'VARMAN', 'ROMDADE', 'MUKATIB', 'SOLANKI', 'SONAR', 'DAMAR', 'BHURIYA', 'RATHOR', 'WASKALE', 'GANGWAL', 'BALKEY', 'SAITEY', 'MALVIA', 'YADAV', 'BHILALA', 'AKOLIYA', 'AWASE', 'KHANNA', 'BHAGE', 'CHAUHAN', 'ASKE', 'JILVE', 'DHILE', 'KHARTE', 'MUDALJE', 'NIHAL', 'KHATIYA', 'NINGWAL', 'JAMRE', 'KOLH', 'TADWLA', 'MANKOLI', 'DWAR', 'GORE', 'BADDLE', 'NARGAVE', 'KUSHWAHA', 'BHILA LA', 'BHEW', 'MANDOLI', 'DORWAR', 'DARBAR', 'KANASHE', 'CHONGAR', 'MOZALDA']",mf
BHISTI,"['BHISTI', 'PAKHALI', 'BHISTI-ABBASSI', 'BHISHTI', 'SAQQA-BHISTI', 'BHISHTI-ABBASI']",mf
BHOEP,['BHOEP'],mf
BHOGTA,['BHOGTA'],gov
BHOI,"['BHOIRAJ', 'KAHAR BHOI', 'KEWAT', 'GADHAV BHOI', 'BOI', 'KEVAT BHOJ', 'KIRAT BHOI', 'BHANARA BHOI', 'PALWAR BHOI', 'GADIA KAHARE', 'MACHHINDRA BHOI', 'TARU-NAVADI', 'ZINGA BHOI', 'KHADI BHOI', 'MACHWA', 'KIRAT', 'DHEEWAR BHOI', 'RAJ BHOI', 'MALHAV', 'DHIMAR', 'KHARE BHOI', 'PARDESHI BHOI', 'NAVADI', 'JATIA', 'SAHARA', 'DHURIA KAHAR', 'PALEWAR MACHHENDRA', 'MALHAR', 'BHOI-NAVADI', 'DHEVRA', 'KAHAR', 'DHIWAR BHOI', 'BHOI', 'SHRIMALI BHO', 'MANZI', 'DHEEWAR', 'DHIWAR']",mf
BHOKTA,"['BHOKTA', 'BHOGTA']",gov
BHOPA,['BHOPA'],gov
BHORU,['BHORU'],mf
BHOT,"['BHOT', 'BODH']",gov
BHOTTADA,"['DHOTADA', 'BHOTTADA']",gov
BHOVI,"['VARDDAR', 'WADDA', 'DASARLI', 'GANGEMATA', 'VADDAR', 'VODDAR', 'BHOVI', 'VADDA', 'ODDE', 'OD', 'WADDAR', 'WODDAR']",mf_jeevansathi
BHOYAR,['BHOYAR'],jeevansathi
BHRHMI,['BHRHMI'],gov
BHUHALIA,"['BHUHALIA', 'LOHAR']",gov
BHUHALIA LOHAR,['BHUHALIA LOHAR'],gov
BHUINMALI,"['BHUINMALI', 'MALI']",gov
BHUIYA,"['BHUIYA', 'BHUYAN']",gov
BHUJEL,['BHUJEL'],gov
BHUJWA,"['BHUJWA', 'VERMA']",mf
BHULIYA,['BHULIYA'],gov
BHUMIA,['BHUMIA'],gov
BHUMIHAR,"['BHUIHAR', 'BHUMIHAR', 'MISHRA', 'PANDEY', 'BHUIYAR']",mf_shadi
BHUMIJ,"['BHUMIJA', 'ORIYAMUNDA', 'RADHI', 'BUMIJ', 'BHUMIJ']",gov
BHUNJIA,['BHUNJIA'],gov
BHURJI,"['KANDU', 'BHARBHUNJA', 'BHOOJ', 'MATHUR', 'SAXENA', 'BHUJ', 'GUPTA', 'BHARBHUJA', 'BHURJI']",mf
BHURTIYA,"['BHURTIYA', 'BHURTIYA BHUTIYA', 'BHUTIYA']",gov
BHUTE,"['BHOPE', 'BHUTE']",gov
BHUTIA,['BHUTIA'],gov
BHUYAN,['BHUYAN'],mf
BIAR,"['VAISHNO', 'BIAR', 'BIYAR']",mf
BIDAKIA,['BIDAKIA'],gov
BILLALA,['BILLALA'],gov
BILLAVA,"['BILLAVA', 'PUJARI']",mf_shadi_jeevansathi
BIN,['BIN'],gov
BINAPATTA,['BINAPATTA'],gov
BIND,['BIND'],gov
BINDLA,['BINDLA'],gov
BINEDHANIES,['BINEDHANIES'],gov
BINGI,['BINGI'],gov
BINJHIA,"['BINJIA', 'BINJHAL', 'BINJHOA', 'BINJHIA']",gov
BINJHWAR,"['BINJWAR', 'BINJHWAR', 'MESHRAM']",gov
BIRHAR,['BIRHAR'],gov
BIRHOR,['BIRHOR'],gov
BIRHUL,"['BIRHOR', 'BIRHUL']",gov
BIRJHIA,"['BIRJHIA', 'BIRJIA']",gov
BISHNOI,"['BISHNOI', 'BAISHNOI']",mf_jeevansathi
BISHNUPRIYA MANIPURI,['BISHNUPRIYA MANIPURI'],gov
BISSOY-BARANGI JODIA,"['BENNANGI', 'FRANGI', 'DADUVA', 'PARANGA', 'KOLLAI', 'PENGAJODIA', 'SODOJODIA', 'BISSOY-BARANGI JODIA', 'HOLLAR', 'KONDE', 'JHORIYA', 'TAKOARA']",gov
BIYAR,['BIYAR'],gov
BODO,['BODO'],gov
BOGADA,"['BOGAD', 'BOGADA', 'BOGADI']",gov
BOHRA,['BOHRA'],mf
BOLA,['BOLA'],gov
BOLODHIA,['BOLODHIA'],gov
BONDILI,"['BONDIL', 'BONDILI']",jeevansathi
BONDO,"['BONDO PORAJA', 'BONDO']",gov
BORO KACHARIS,['BORO KACHARIS'],gov
BOT,"['BOTO', 'BOT']",gov
BOTHULA,['BOTHULA'],mf
BOWRI,['BOWRI'],gov
BOYA,"['PEDDABOYA', 'NAGIRI', 'YERRAGOLLA', 'JAMAPALA', 'KUDARI', 'DUDEKULA', 'BOYA', 'JALLENI', 'JUTUR', 'CHEEMALA', 'JHAMALA', 'NAIDU', 'POKANTI', 'YADAV', 'DERAGULLA', 'NAIKA', 'VADDI', 'VALMIKI', 'ANKE', 'KANDI', 'DOMMARA', 'SAYED', 'PINJARI']",mf
BOYAR,['BOYAR'],gov
BRAHMAN,"['SAMANTA', 'TRIVEDI', 'PRAJAPATI', 'HAVASALA', 'BRHAMIN', 'PUROHIT', 'PACHORI', 'CHATURVEDI', 'SAIFI', 'SOLANKI', 'DEVILA', 'OTHERS', 'SHUKLA', 'BHARADWAJ', 'DEWEDI', 'VAIDHIKA', 'DADHICH', 'PAREEK', 'VISHVA S', 'MAHA-BRAHMAN', 'DUBEY', 'HAVJAK', 'AUDICH', 'IYYAR', 'VAIDIK', 'DANUA', 'RAJGOR', 'SIDHANTHI', 'IYANGAR', 'HAUYAK', 'SAMRATH', 'AYYANGAR', 'MOHABRAHMAN', 'VAISHNAV', 'VASSIST', 'NAYAK', 'PALIWAL', 'BRAHAMIN', 'GAUTAM', 'RAJPUROHIT', 'KHATI', 'GOSWAMI', 'UPADHYAY', 'MAHANT', 'BHATT', 'BESNAB', 'SANYAL', 'DIXIT', 'BHARGAV', 'OJHA', 'AYAN', 'RAMPAL', 'BRAHIMAN', 'TRIPATHI', 'GOGNA', 'BAJPAI', 'BALABHADRA', 'CHASA', 'DESHASTHA', 'SASANI', 'ACHARYA', 'BAIRAGI', 'THAKUR', 'PARDESI', 'SONI', 'DEVEDI', 'TYAGI', 'UPADHAYA', 'GIRI', 'ATRI', 'HAVYAKA', 'JOSHI', 'PUJARI', 'IYER', 'BAKSHI PANCH', 'PANDEY', 'GOSAWMI', 'VAISHNA V', 'BANJARA', 'KAUSHIK', 'RAMGARHIA', 'BHATTAMISHRA', 'KAIBARTA', 'SANDILYA', 'KRUSHMAPAKSHI', 'VYAS', 'TAPODHAN', 'BRHAMAN', 'TURKHAN', 'GANDHARU', 'DWIVEDI', 'JHANGRA BRAHMAN', 'ADHIT', 'RAI', 'RARHI', 'DAKHINORIYA', 'AJER', 'SARASWATI', 'GAUR', 'MISHRA', 'BRAHMAN', 'BAISNAB', 'SHRMA', 'BARENDRA', 'SARASWAT', 'MUDGIL', 'UPADHAYAY', 'KOTTA', 'BRAHAMAN', 'PATHAK', 'AGNIHOTRI', 'PORASA', 'KUTCHHI', 'CHAUBEY', 'VASUDEV', 'SWAMI', 'DHIMAN', 'AADISAIVER', 'SHARMA', 'BAJPAYEE', 'JADURBADE', 'BRAHMIN', 'LOHAR', 'TIWARI', 'VAID', 'AWASHTHI', 'BHARATI', 'MAHAJAN']",mf
BRAHMBHATT,"['BRAHMBHATT', 'SHARMA']",mf
BRAJI,"['BRAJI', 'BAARDUA']",mf
BRIJBASINAT,"['NAGAR', 'BRIJBASINAT']",mf
BRITTIAL BANIA,"['BANIA', 'BRITTIAL BANIA']",gov
BROKPA,"['BROKPA', 'SHIN', 'DARD', 'DROKPA']",gov
BUDABUKKALA,['BUDABUKKALA'],mf
BUDBUDKI,"['BUDUDKI', 'JOSHI', 'CHHETRI', 'BUDUBUDUKI', 'BUDBUDKI', 'DEVARI', 'GARADI', 'BUDBUDKALA']",gov
BUDUBUNJALA,"['BHADBHUNJA', 'BUDUBUNJALA', 'BHUNJWA']",gov
BUKAVA,['BUKAVA'],mf
BUNGCHHENG,['BUNGCHHENG'],gov
BUNKAR,['BUNKAR'],mf
BUNT,['BUNT'],shadi
BURUASHANKAR,"['BARNA SUANKAR', 'BURUASHANKAR']",gov
BURUD,['BURUD'],mf
BUTTAL,['BUTTAL'],gov
BYAGARA,"['BYAGARI', 'BYAGARA']",gov
C.K. KORAVAR,['C.K. KORAVAR'],gov
CAMSULA,['CAMSULA'],mf
CATHOLIC,"['CATHOLIC', 'PULAYA', 'ROMAN CATHOLIC', 'SYRIAN', 'LATIN CATHOLIC']",mf_shadi_jeevansathi
CHACHATI,['CHACHATI'],gov
CHADAR,['CHADAR'],gov
CHAHANG,['CHAHANG'],gov
CHAIN,"['CHAIN', 'CHAYEEN']",gov
CHAK,"['CHAK', 'CHAKE']",gov
CHAKALI,"['POKANTI', 'CHAKKALA', 'CHAKALI', 'DUDEKULA', 'MALLEPULU', 'CHAKALA', 'JALNUL', 'DHOBI', 'BILISHPALLA']",mf
CHAKKILIYAN,['CHAKKILIYAN'],mf
CHAKMA,['CHAKMA'],gov
CHAKRAVAR,"['SAKRAVAR', 'CHAKRAVAR']",gov
CHALAVADI,"['CHALVADI', 'CHANNAYYA', 'CHALAVADI']",gov
CHALIYAN TERUVAN,"['CHALIYAN TERUVAN', 'CHALLIYA']",gov
CHAMAR,"['CHAMAR MANGAN', 'BORKAR', 'BHAMBI', 'MEHER', 'BAVARIYA', 'FUNE', 'BASOR', 'HARIJAN', 'DHANKAR', 'RAVIDASIA SIKH', 'GAMETIA', 'SOLANKI', 'REHGARH', 'CHAMAR-RABIDAS', 'KASHYAP', 'CHAMAR-RAVIDAS', 'JATAVA', 'AJAD', 'TELANGI', 'KUMAWAT', 'JATAV CHAMAR', 'BHATIA', 'NONA', 'MEHRA', 'ROHIT', 'KHOLI', 'SURYAVANSHI', 'MAKASIYA', 'HARALI', 'GAREG', 'BALAI', 'KHOTE', 'BAIRWA', 'SAHARE', 'BHALSE', 'CHIDAR', 'MANGAN', 'SAMGAR', 'MOZALDA', 'NAYAK', 'KAMATI MOCHI', 'NIRMAL', 'TELEGU MOCHI', 'JATIA CHAMAR', 'DINKAR', 'KHATI', 'CHAMGAR', 'MAHALI', 'RATREA', 'BAORI', 'RAVIDASIA', 'SURJYARAMNAMI', 'MAJHARE', 'CHAMARA', 'MANIK', 'MOCHIGAR', 'MADAR', 'MUCHI', 'ASODI', 'CHAUHAN', 'BERWA', 'BAMBHI', 'WANJARE', 'DHARE', 'BHARDWAJ', 'JATIA', 'RAMDASIA SIKH', 'RANIGAR', 'PARMAR', 'SATNAMI', 'KUSHWAHA', 'MAGAHIA', 'BHAMBHI', 'AHIRWAR', 'JATYA', 'MEGHWAL', 'PARDESI', 'RAMDASIA', 'BAALAI', 'BATOI', 'BHANDARKAR', 'CHAMAR-ROHIDAS', 'JATAV', 'TURI', 'KHALPA', 'KOLI', 'SURJYABANSHI', 'RAMDASI', 'BANJARA', 'BALMIKI', 'BALAJI', 'MADIG', 'SAHU', 'DAYAL', 'MESHRAM', 'REGAR', 'HARALAYYA', 'DAS', 'MOCHI', 'RAI', 'REHGAR', 'RAVI', 'CHANWAR CHAMAR', 'BHATOI', 'BAKAULEY', 'SUNTEKE', 'MAHAR', 'KARIYARE', 'RAIGAR', 'MISHRA', 'RAIDASI', 'RAMNAMI', 'RAIDAS', 'SURYAWANSI', 'CHAMAR', 'CHARMARKAR', 'KORI', 'MACHIGAR', 'DHANAK', 'CHOUDHARY', 'DHANKA', 'CHAMBHAR', 'BALAHI', 'BHUIAN', 'GARG', 'KOBRAGADAY', 'SAKET', 'PASWAN', 'KANOJI', 'ASADARU', 'RAMTEKE', 'CHAMARI', 'JULAHA', 'RAVIDAS', 'RAVIDASI', 'ANANT', 'ROHIDAS', 'CHAMADIA', 'LOHAR', 'MEHATAR']",mf_jeevansathi
CHAMBOTI,['CHAMBOTI'],gov
CHAMBUKUTTI,['CHAMBUKUTTI'],gov
CHAMLING,['CHAMLING'],gov
CHAMTHA,['CHAMTHA'],gov
CHANAL,['CHANAL'],gov
CHANDAL,"['CHANDALA', 'CHANDAL']",gov
CHANDALGADA,"['CHANDALAGADE', 'CHANDALGADA']",gov
CHANDHAI MARU,['CHANDHAI MARU'],gov
CHANDRABANSHI,['CHANDRABANSHI'],gov
CHANG,"['CHAMGAR', 'CHANGAR', 'CHANG', 'CHAHANG']",gov
CHANGAYAMPUDI KORAVAR,['CHANGAYAMPUDI KORAVAR'],gov
CHANGPA,['CHANGPA'],gov
CHANOU,['CHANOU'],gov
CHANTHI,['CHANTHI'],mf
CHAPOTA,['CHAPOTA'],gov
CHAPPER,"['CHAPPER', 'BANDA', 'BAND CHAPPER']",gov
CHAPTEGAR,"['CHAPTEGAR', 'CHAPTEGARA']",gov
CHARA,"['CHARA', 'CHHAR', 'CHHARA']",gov
CHARAN,"['GADHAVI', 'CHARAN', 'CHARAN GADHVI']",jeevansathi
CHARODI,"['CHARODI MESTHA', 'CHARODI']",gov
CHASA,"['CHASA', 'BENAYIT ODIA', 'BANAYAT ORIYA', 'BENAYAT ORIYA', 'MUNDA', 'BANAYAT ODIYA', 'PARIDA', 'BANAYAT', 'ODIA & UDIA', 'ODACHASA']",mf_jeevansathi
CHATTADA SRIVAISHNAB,['CHATTADA SRIVAISHNAB'],gov
CHATTADI,['CHATTADI'],gov
CHAUPAL,['CHAUPAL'],gov
CHAVALAKARAR,"['CHAVALAKKARAN', 'CHAVALAKARAR']",gov
CHENCHU,"['CHENCHU', 'CHENCHWAR']",mf
CHENNA DASAR,"['HOLEYA DASARI', 'HOLAYA DASAR', 'CHENNA DASAR']",gov
CHERE,['CHERE'],gov
CHERO,['CHERO'],gov
CHERUMAN,"['IRAYA', 'CHERUMAN', 'KANAKKAN']",mf
CHETTIAR,"['MANBANACHETTIYAR', 'CHETTIAR', 'SOLIYA', 'CHETTIYAR', 'CHAKKA', 'NESAUCHITTIYAR', 'SANOTHALAIAR', 'COIRCHETTY', 'NAYAKKAR', 'KUYAVAR', 'VELLACHETTIYAR', 'SATHA', 'CHETTIES', 'THOLUVA', 'VANIBA', 'CHETTY', 'TELUNGUCHETTIYAR', 'VALAYAR', 'SOLIAR', 'BOYAR', 'CHETTU', 'TELUGU', 'SANATHALIAR', 'CHOLI', 'SONEYA', 'BATHMASA LIYAR', 'THELUGU', 'KAVARA', 'VAANIGA', 'TELUGU CHETTIAR', 'VANIAR', 'KULLALAR', 'GULALAR', 'SOLEYA', 'SOLIARPALLAR', 'VANIYAR', 'KULALAN', 'PADAIYACHI']",mf_shadi_jeevansathi
CHHAPPARBAND,['CHHAPPARBAND'],gov
CHHARA,"['KANJAR BHAT NAT', 'SANSI', 'CHHARA KANJAR', 'CHHARA', 'ADODIA']",gov
CHHIMBA,"['TANK', 'CHIBA', 'CHHIMBE', 'JASSAL', 'DARJI', 'DHAMI', 'CHHIPI', 'DARJ', 'CHIPPI', 'CHIMPA', 'VERMA', 'CHIMBA CHHIPPI', 'DHOBI', 'CHHIMBA']",gov
CHHIPI,"['CHHIPE', 'CHHIPI', 'CHHIPA']",mf
CHICK BARAIK,"['CHICK BARAIK', 'CHICK BANIK', 'CHIKBARAIK', 'CHIK']",gov
CHIDAR,['CHIDAR'],gov
CHIGARIBETEGAR,"['NIRSHIKARI', 'WAGIRI', 'CHIGARIBETEGAR', 'PHASACHARI', 'VAGRI', 'BAGRI', 'BAORI', 'VAGHRI']",gov
CHIKWA,"['QASSAI', 'CHIKWA', 'KASAI', 'CHIKWA QASSAB', 'QURAISHI', 'CHAK', 'CHIKVI', 'KASSAB']",gov
CHIMBA,"['CHIMPA DARZI TONK', 'CHHIPPI', 'CHIPPI', 'CHIMBA', 'CHIMBE']",gov
CHIPPA,"['CHHIPA BHAVSAR NILGAR', 'TONK', 'CHHIPA', 'CHIPPI', 'DARZI', 'CHHIPA BHAVSAR NILGAR JINGAR NIRALI RAMGARI RANGARI RANGREZ RANGAREJ RANGRAZ RANGREDH CHIPPA-SINDHI-KHATRI', 'JINGAR NIRALI RAMGARI RANGARI RANGREZ RANGAREJ RANGRAZ RANGREDH CHIPPA-SINDHI-KHATRI', 'IDRISHI', 'CHIPPA']",mf
CHIPPOLU,['CHIPPOLU'],gov
CHIRIMAR,"['CHIRIMAR', 'CHRIMAR']",gov
CHIRU,['CHIRU'],gov
CHITARI,"['CHITRAKAR', 'CHITRA', 'CHITARA', 'CHITAR', 'CHITARI', 'CHITRASILPI']",gov
CHITRAKAR,['CHITRAKAR'],gov
CHITRAKATHI,"['CHITRAKATHI', 'CHITRAKATHIJOSHI']",gov
CHODHARA,['CHODHARA'],gov
CHOHARKA,['CHOHARKA'],gov
CHOPEMARI,['CHOPEMARI'],gov
CHOTHE,['CHOTHE'],gov
CHOUDANG,['CHOUDANG'],gov
CHOUHAN,['CHOUHAN'],gov
CHOWDHARI,"['CHOUDHARY', 'CHOWDHARI', 'KASHYAP']",gov
CHOWDULI,['CHOWDULI'],gov
CHRISTIAN,"['MADIGA', 'CHRISTIAN', 'CATHOLIC', 'JACOBITE', 'CHRISTIAN CONVERTED FROM SCHEDULED CASTES', 'MASHIH', 'ROMAN', 'PROTESTANT', 'ROMAN CATHOLIC', 'SYRIAN CHRISTIAN', 'SYRIAN']",mf
CHRISTIAN CHAMAR,['CHRISTIAN CHAMAR'],gov
CHRISTIAN MAHAR,['CHRISTIAN MAHAR'],gov
CHRISTIAN RENDERS,['CHRISTIAN RENDERS'],gov
CHRISTIANITY,"['SCHEDULED CASTES CONVERTS TO CHRISTIANITY', 'THEIR PROGENY']",gov
CHUHRA,"['BHANGI', 'CHURA', 'BALMIKI', 'CHOHRA', 'MEHTAR', 'CHUHRA']",gov
CHUNGAR,"['CHOONGAR KULBANDHIYA RAJGIR', 'CHUNARA', 'CHUNGAR', 'CHUNKAR CHUNGAR', 'CHUNCHAR']",gov
CHURIA,"['CHURIHAR', 'CHURIA']",gov
CHUTIA,"['CHUTIYA', 'CHUTIA']",gov
CHUTOR,['CHUTOR'],mf
CUGAYAT,"['CUGAYAT', 'KUMBER']",mf
CURAVAN,['CURAVAN'],mf
DABGAR,['DABGAR'],gov
DAFALI,"['DHOLI DAFAALI', 'GURAW', 'HASHMI', 'DUFALI GURAV', 'DAFALI']",mf
DAFER,['DAFER'],gov
DAFLA,['DAFLA'],gov
DAGI,['DAGI'],gov
DAHAIT,"['DAHAT', 'DAHAIT', 'DAHAYAT']",gov
DAHALIA,['DAHALIA'],gov
DAIYA,['DAIYA'],gov
DAKAUT,"['DESHANTRI', 'DAHAKAUT', 'DAKAUT', 'RANGASAMI', 'PRADE']",gov
DAKKAL,"['DOKKALWAR', 'DAKKALIGA', 'DAKKAL']",gov
DAL,['DAL'],gov
DAMAMI,"['NAGARCHI', 'DAMAMI']",gov
DAMMALI,"['DAMAL', 'DAMMALA', 'PEDDAMMAVANDLU', 'DAMALA', 'DAMMALI', 'DEVARAVANDLU', 'DAMMULA', 'MUTYALAMMAVANDLU', 'YELLAMMAVANDLU', 'DAMBALI FAQIR']",gov
DAMOR,"['DAMOR', 'DAMARIA']",gov
DANATAR,['DANATAR'],mf
DANDARI,"['DANDASI', 'DANBASI', 'CHASA', 'DANDARI']",gov
DANG-DASAR,['DANG-DASAR'],gov
DANGASHIA,['DANGASHIA'],gov
DANGI,['DANGI'],gov
DANGUA,['DANGUA'],gov
DARAIN,"['DARYAI', 'DARAI', 'DARAIN']",gov
DARBAR,"['KATHI', 'DARBAR', 'KHOLI', 'GARASIYA', 'RAJPUT']",mf
DARJI,"['RANGARE', 'ROHILLA', 'IDRISHI', 'RANGARI', 'RANGREZ', 'CHHIPI', 'NILARI', 'NAMDEO', 'MODH', 'CHIPI SHIPI MAVI', 'NAMDEV', 'MIRAI', 'LINGAYAT SIMPY SIVASIMPY', 'SIMPI', 'SHIMPI', 'SAI', 'BHAVASAR KSHATRIYA', 'DARJI CHEEPI', 'DARZI', 'RATHORE', 'NAMDEV SIMPY', 'NEELAGAR', 'DARJI', 'LINGAYAT NEELAGAR', 'BANAGARA', 'CHIPPI', 'MEGHWAL', 'CHIPPIGA']",mf
DAROGA,"['HAZURI', 'RAVANA-RAJPUT', 'DAROGA', 'DAROGA-RAJOT', 'WAZIR']",gov
DARWESI,"['AASHWALWALE', 'VAGHWALE-SHAH', 'DARWESI', 'DARVESU']",gov
DAS,"['MANIKPUR', 'PANIK', 'MAHANT', 'DAS', 'DANGDIDAS']",mf
DASARI,"['CHAKRAVADYA DASA', 'DASARU', 'DASARI']",gov
DASNAMI VAWA,"['DASNAMI VAWA', 'GIRA']",mf
DAULE,"['DAOLE', 'DAULE']",gov
DAVARI,"['DAVARI', 'DAVERI', 'DEVARI', 'DAVAR']",gov
DEHA,"['DEHA', 'DHEA', 'DHAYA']",gov
DEHURI,['DEHURI'],gov
DEKKANI MUSLIM,['DEKKANI MUSLIM'],gov
DEORI,['DEORI'],gov
DEPALA,['DEPALA'],gov
DESHWALI,"['DESHWALI', 'MEWATI', 'MINA DESHWALI', 'DESHWALI MEWATI']",gov
DESUA BHUMIJ,['DESUA BHUMIJ'],gov
DEVADIGA,"['DEVADIGAR', 'SEREGARA', 'DEVALI', 'SUPLIG', 'DEVADIG', 'PADIAR', 'MOYILI', 'MOILI', 'DEVADIGA', 'SHEREGAR', 'SERVEGAR', 'SAPPALIGA']",shadi
DEVAGUDI TALAYARI,['DEVAGUDI TALAYARI'],gov
DEVANGA,"['WINKAR', 'JEDA', 'HATAGAR', 'DEVANGAR', 'HUTKAR', 'DEVANG', 'SEDAR', 'JED', 'DEVANGASHETTY', 'DEVANGA', 'LINGAYAT BILIJEDARU', 'JULOHI', 'DASAYIA', 'KOSHTI HUTGAR', 'LINGAYAT HATGAR', 'HULKAR']",shadi_jeevansathi
DEVARA,['DEVARA'],mf
DEVDIG,"['DEWADIGA', 'DEVDIG']",gov
DEVHAR,['DEVHAR'],gov
DEVIPUJAK,['DEVIPUJAK'],mf
DEVLI,['DEVLI'],gov
DEWAN,['DEWAN'],gov
DEWAR,"['KAIBARTA', 'KEUTA', 'DHIBARA', 'DEWAR']",jeevansathi
DEWASI,['DEWASI'],mf
DHAKAD,['DHAKAD'],gov
DHAKAR,"['DHAKAR', 'SWAMI']",mf
DHAKHADA,['DHAKHADA'],gov
DHAKI,"['TOORI', 'DHAKI']",gov
DHALI,['DHALI'],mf
DHAMIN,['DHAMIN'],gov
DHANAK,"['HARIJAN', 'PANGHAL', 'KHETAK', 'DHANAK', 'VERMA', 'DHANUK']",mf_jeevansathi
DHANER,['DHANER'],gov
DHANGAR,"['DHANGAR', 'SANGAR', 'TELLARI', 'AHIR', 'DHANGARI', 'KURMAR', 'TELWAR', 'SAGAR', 'HATKAR', 'KANADE', 'SHEGAR', 'SEGAR', 'DONGARI', 'DHANWAR', 'VARAHADE-DHANGAR', 'HATKER', 'DANGE', 'KOKNI-DHANGAR']",mf_jeevansathi
DHANKA,"['DHANKA', 'TADVI', 'VALVI', 'TETARIA']",mf
DHANKAR,['DHANKAR'],gov
DHANKIA,['DHANKIA'],gov
DHANUK,"['DHANUK', 'KATHERIA']",mf_shadi_jeevansathi
DHANWAR,['DHANWAR'],mf
DHARKAR,"['VEDVANSI', 'DHARKAR']",mf
DHARUA,['DHARUA'],gov
DHAULA,"['SWARNKAR', 'DHAULA', 'SUNAR', 'SONI']",gov
DHAWAD,['DHAWAD'],gov
DHED,"['DHER', 'DHED']",gov
DHEEVARA,['DHEEVARA'],shadi_jeevansathi
DHEKARU,['DHEKARU'],gov
DHIMAL,['DHIMAL'],gov
DHIMAR,"['KAMDAY', 'GAUTAM', 'KHEWAT', 'KEWAT', 'VRITIYA SONDHIYA', 'TUREHA', 'MALLAH', 'KIR BRITIYA', 'TARAIL', 'KAMARE', 'SONDHIYA', 'BHISTI', 'MACHHANDAR', 'KASHYAP', 'SAKKA', 'DHIMER BHOI', 'BHATIYAR', 'NISHAD', 'TURAHA', 'DOGARWAR', 'YADAV', 'DHIMAR', 'SHEIKH-ABBASI', 'MORDE', 'NAVDA', 'MEHRA', 'VRITIYA', 'JHIMAR', 'NAWDA', 'DHINWAR', 'DHIMER', 'KAHRA', 'NAVDA TURAHA KEWAT KIR BRITIYA', 'KASYE RAJPUTS', 'MESHRAM', 'RAJPUT', 'KAHAR', 'KASHYAP-RAJPOOT', 'BHOI', 'TURSIB', 'KAHRA DHIWAR MALLAH NAWDA', 'JHINWAR', 'DHIWAR']",mf
DHIMER,"['DHIMER', 'DHIMAR', 'DHIWAR']",gov
DHIVAR,"['BENDOR', 'KEWAT', 'MALLAH', 'BHAHARE', 'JHIWAR', 'BHISTI', 'KASHYAP', 'NISHAD', 'KEER', 'JHEUR', 'MEHRA', 'DHIVER', 'DHINWAR', 'DHIVAR DHIVER', 'SAGARVANSHI-MALI', 'KAHAR', 'DHIVAR', 'ZADE', 'JHEER', 'BHANDARE', 'BHANARE', 'JHINWAR JHEEWAR', 'BHOI', 'JHINWAR', 'DHIWAR']",gov
DHOBA,"['ORIYADHOBA', 'BANGALIDHOBA', 'DHOBA', 'MAGHIYA', 'ORIYA', 'GOURA', 'DHOBI']",mf_jeevansathi
DHOBI,"['VANNAN', 'KELDE', 'RAVANA', 'SHAIK', 'GAUR', 'KANAWA', 'RAJAK', 'DIWAKAR', 'DUDEKULA', 'DOBI', 'VARETHA', 'DHOBI QASSAR', 'POKANTI', 'RAMDASI', 'YADAV', 'NAIKA', 'NIBARIYA', 'DHOBI', 'KANNAUJIA', 'NIRMALKAR', 'PAWAR', 'KARASH', 'GUNJE', 'CHAKALA', 'MADVAL', 'NIRMAL']",mf_shadi_jeevansathi
DHODIA,"['DHODIA PATEL', 'DHODIA']",gov
DHOGRI,"['DHOGRI', 'DHANGRI', 'SIGGI', 'DHUAI', 'DHAOGRI']",gov
DHOKA,['DHOKA'],mf
DHOLI,"['DHOLI DAFAALI', 'PAWAR', 'GURAW', 'KHATI', 'DHOLI', 'DUFALI GURAV', 'GAUR', 'MEGHWAL']",mf
DHOR,"['KAKKAYYA', 'KANKAYYA', 'DHOR', 'DOHOR']",jeevansathi
DHOSALI,"['DOSALI', 'DHOSALI', 'BHOSALI', 'DOSAL']",gov
DHUKRE,"['DHUNIA', 'KANDERA-KARAN', 'MANSOORI', 'PINJARA', 'DHUKRE', 'DHUNNEWALA', 'NADDAF']",gov
DHUNIYA,['DHUNIYA'],mf
DHUPI,"['DHUPI', 'DHOBI']",gov
DHURWA,"['DHRUV', 'DHURWA', 'RAM']",mf
DHYAR,['DHYAR'],gov
DIDAYI,['DIDAYI'],gov
DIGWAN JINGAR,['DIGWAN JINGAR'],gov
DIMASA,"['DIMASA', 'KACHARI']",gov
DOBBA KORAVAR,['DOBBA KORAVAR'],gov
DODE GUJAR,"['DORE GUJAR', 'DODE GUJAR']",gov
DOHAR,"['DOHOR', 'DOHAR']",gov
