Caste,subcastes,source
PINJARA,"['DHUNIA', 'NADDAF', 'SHAH', 'KABRAKHODU', 'DHUNIYA', 'BAKSHI PANCH', 'LADAF', 'NADAFF', 'DUDEKULA MANSURI', 'MANSURI-PINJARA', 'SAI', 'DHUNKAR', 'FAQUIR', 'PINJARA PINJARI', 'BEHNA', 'MANSOORI', 'NADAF', 'PINJARA', 'PINJARI', 'FAKIR', 'GANCHI-PINJARA']",mf
PISHARODI,['PISHARODI'],mf
PITA,['PITA'],gov
PODIKARA VELLALAR,['PODIKARA VELLALAR'],gov
POLINATIVELAMA,['POLINATIVELAMA'],gov
POMLA,['POMLA'],gov
PONDARA,['PONDARA'],gov
POOJARI,"['PUJARI', 'PANDIT', 'PUJERI', 'POOJARI']",mf
POOSALA,['POOSALA'],jeevansathi
PORAYA,['PORAYA'],gov
PORJA,"['PARANGIPERJA', 'PORJA']",gov
POWAR,"['BHOYAR', 'TEMRE', 'BHOYAR PAWAR', 'BHOYAAR', 'KATRE', 'THAKRE', 'PANWAR', 'POWAR', 'PATLAY']",mf
PRABHU,['PRABHU'],gov
PRADHAN,['PRADHAN'],mf
PRAJAPATI,"['BHALGAMA', 'PRAJAPATI', 'PATADIYA']",mf_shadi_jeevansathi
PULAYAN,"['MATHA PULAYAN', 'PULAYAN', 'PULAYAR', 'MANNAN', 'HARIJAN', 'MATHA', 'CHERAMA', 'PULLAVAN', 'THIYA', 'CHERAMAN', 'WAYANAD PULAYAN', 'VANIKAN', 'WAYANADAN PULAYAN', 'PARAVAN', 'CHERAMAR', 'PULAYA', 'HILL PULAYA', 'PATHIYAN']",mf
PULLUVAR,"['POOLUVAR', 'PULAVAR', 'PULLUVAR', 'POOLUVA GOUNDER']",gov
PUMBA,['PUMBA'],gov
PURI,['PURI'],mf
PURIGPA,['PURIGPA'],gov
PURUM,['PURUM'],gov
PUSALA,['PUSALA'],gov
PUSHPAKAN,['PUSHPAKAN'],mf
PUSHPANAMIT,['PUSHPANAMIT'],gov
PUTHIRAI VANNAN,['PUTHIRAI VANNAN'],gov
PUTLIGAR,['PUTLIGAR'],gov
QURESHI,['QURESHI'],gov
RABA,"['RAVA', 'RABA']",gov
RABARI,"['RABBARI', 'GUJJAR', 'RAYAKA', 'SORATHIA RABARI', 'BAKSHI PANCH', 'DHIMAN', 'RABARI']",mf_jeevansathi
RABHA,['RABHA'],gov
RABIDAS,"['MACHUA', 'JANPUR', 'RABIDAS', 'MOCHI', 'JONPURI']",mf
RACHBANDHIA,['RACHBANDHIA'],gov
RACHEVAR,['RACHEVAR'],gov
RAGHAVI,['RAGHAVI'],gov
RAGHWI,"['RAGHAVI', 'RAGHWI']",gov
RAHABARI,"['RAHBARI', 'RAHABARI']",gov
RAI,['RAI'],gov
RAI SIKH,"['RAI SIKH', 'RAI-SIKH']",jeevansathi
RAIGAR,['RAIGAR'],jeevansathi
RAIKA,"['RAIKARI', 'REBARI', 'RAIKA']",gov
RAILY,['RAILY'],gov
RAISIKH,"['RAI', 'RAISIKH']",mf
RAJ,['RAJ'],gov
RAJAKA,"['RAJAKULU', 'RAJAKA', 'VANNAR', 'KANAGA', 'CHAKALI']",mf_jeevansathi
RAJALIAR,['RAJALIAR'],mf
RAJANNALA,"['RAJANNALA', 'RAJANNALU']",gov
RAJAPURI,"['RAJPUR', 'BALAVALIKAR', 'RAJAPURI', 'RAJAPUR']",gov
RAJBANSHI,"['RAJVANSHI', 'JULAHA', 'RAJBANSHI']",mf
RAJBHAR,"['RAJBHAR', 'BHAR', 'RAI']",mf_jeevansathi
RAJDHOBI,['RAJDHOBI'],gov
RAJGIR,['RAJGIR'],gov
RAJJAD,"['RAJJHAD', 'RAJJAD']",gov
RAJNA,['RAJNA'],gov
RAJPUT,"['BHARMORIA', 'BHADAURIYA', 'SAKALANI', 'BARWA', 'PRAJAPATI', 'RAO', 'MINYA', 'GAHLOT', 'SOLANKI', 'SARANG', 'TOMAR', 'KASHYAP', 'OTHERS', 'RAKWAR', 'JHALA', 'MANDHOTRA', 'BHALAIYA', 'NADODA', 'SISODIYA', 'NAGWAL', 'RAJPUT', 'BHANDARI', 'BAGHARIYA', 'SINGH', 'BESHEN', 'VAISHNAV', 'KHODI', 'SHEKHAWAT', 'MALI', 'KUMHA', 'RAVANA', 'KARADIYA', 'RAWAT', 'DADWAL', 'SONAR', 'KHARAL', 'RAUT', 'BRIJWASI', 'DARAGA', 'RAJAWAN', 'KHANDERA', 'JAISWAL', 'CHAUHAN', 'LEVA', 'RATHORE', 'BHAMTA', 'PARMAR', 'PAWAR', 'BHATI', 'QURESHI', 'CHANDAWAT', 'CHANDRA', 'BALKHARYA', 'KHADHAKA', 'LODHI', 'BADGUJAK', 'THAKUR', 'MANSURI', 'BISEN', 'BAGHEL', 'SENGAR', 'RAJAWAT', 'JATAV', 'MEENA', 'JOSHI', 'RANAWAT', 'PANWAR', 'PANWARI', 'PANDEY', 'BANGAR', 'RAHTORE', 'SISODIA', 'SOMWANSH', 'KHARWAL', 'SAHU', 'UJJAINI', 'TAYAL', 'BARWAL', 'RANA', 'TANWAR', 'DEVRA', 'JADAV', 'PALIHAR', 'DIKHIT', 'VAGHELA', 'DHALARIA', 'GAUR', 'PATIYAL', 'JHIWAR', 'BALHARIYA', 'RATHVI', 'BISHT', 'CHOUDHARY', 'VERMA', 'SHAHI', 'BHRIGUVANSHI', 'RAWAL', 'JARAULIYA', 'DEVAL', 'BHOLI', 'MAHAJAN']",mf_shadi_jeevansathi
RAJU,"['RAJULU', 'RAJU']",gov
RAJUAR,['RAJUAR'],gov
RAJWAR,"['RAJWAR', 'AHIR', 'RAJBANSI']",mf
RAKITHAR,['RAKITHAR'],mf
RALLIYA,['RALLIYA'],mf
RALTE,['RALTE'],gov
RAMA,"['RAO', 'RAMA']",mf
RAMDASI,"['RAMDASI', 'RAVIDASI']",gov
RAMGARHIA,"['RAMGARHIA', 'RAMGRHIA', 'BANSAL']",jeevansathi
RAMMALAR,"['RAMMALAR', 'THACHAR']",mf
RAMOSHI,['RAMOSHI'],mf
RANA,['RANA'],mf
RANEYAR,['RANEYAR'],gov
RANGAREZ,"['BHAVASARA KSHATRIYA', 'RANGAREZ']",gov
RANGARI,"['RANGREJ', 'RANGREZ', 'RANGARI']",gov
RANGHAR,"['KHAN', 'RANGHAR']",mf
RANGREZ,"['RANGREZ', 'JHIWAR', 'LALLARI', 'RANGWA', 'NILGAR', 'LEELGAR', 'RANGREJ']",gov
RANGWA,['RANGWA'],gov
RANTHER,['RANTHER'],mf
RANWALTA,"['RANWALTA', 'JAUNPURI SAMUDAY']",gov
RAOT,"['RAUTIA', 'RAOT', 'RAWT', 'RAOUTHER']",gov
RATAL,['RATAL'],gov
RATHODIA,"['RATHODIA', 'RATHOD']",gov
RATHWA,"['TADVI', 'RATHAWA', 'KHOLI', 'RATHWA']",mf
RAUTIYA,"['RAUTTIYA', 'ROTIYA', 'RAUTIYA']",gov
RAVAL,"['RAVAL YOGI RAWAL JATI', 'JAGARIA', 'RAVAL-RAVALIA JATI', 'RAVAL']",mf
RAWANI,"['RAWANI', 'JULAHA']",mf
RAWHAR,['RAWHAR'],mf
RAYA RAWATH,"['RAVAT', 'RAYA RAWATH']",gov
RAYEEN,"['KUNJRA', 'RAYEEN']",gov
RECHBAND,['RECHBAND'],gov
REDDIAR,"['REDDIAR', 'REDDIAN', 'REDDIYAR', 'GANJAM REDDI']",gov
REDDY,"['KAMMA', 'REDDY', 'REDDI DHORAS', 'VELAMAKAPU', 'PAKNAK', 'VELAMAREDDY', 'KONDAREDDY']",mf_shadi_jeevansathi
REHAR,"['RE', 'REHAR', 'RER', 'REHARE', 'REHGAR', 'RAHARA', 'REHARA', 'REHARD', 'RIHAR REHARA']",gov
REINUDAS,['REINUDAS'],gov
RELLI,"['RELLI', 'SETTIBALIJA']",mf_jeevansathi
REWARI,['REWARI'],mf
RIAIGAR,['RIAIGAR'],gov
RIANG,['RIANG'],gov
ROMANCATHOLIC,"['ROMANCATHOLIK', 'CATHOLIC', 'ROMAN']",gov
RONA,"['RENA', 'RONA', 'RONAS']",gov
ROUTHER,['ROUTHER'],mf
ROUTIA,['ROUTIA'],gov
RUJJHAR,['RUJJHAR'],gov
S.SIDDARU,['S.SIDDARU'],mf
SABAKHIA,['SABAKHIA'],gov
SABIRIYA,['SABIRIYA'],mf
SADAJOSHI,['SADAJOSHI'],gov
SADARU,['HINDU SADARU'],gov
SADGOPE,"['CHASA', 'BHUNJA', 'CHASHA', 'GOP', 'PURBAKULIYA', 'SADGOPE']",mf_jeevansathi
SADH,"['SADH', 'KHATI', 'SAD', 'SWAMI', 'VAISHNAV']",mf
SADHU,"['SADHU', 'VANKAR-SADHU']",mf
SADHU CHETTY,"['SADHUCHETTY', 'SADHU CHETTY']",gov
SAGAR,['SAGAR'],gov
SAGARPASHA,['SAGARPASHA'],gov
SAHA,['SAHA'],mf_jeevansathi
SAHARA,"['SABAR', 'SAHARA', 'SAVAR', 'KOL']",mf
SAHARIYA,"['SAHARIYA', 'SOSIA', 'SEHARIA', 'SEHRIA', 'SOR', 'SAHARIA']",gov
SAHIS,"['SHIS', 'SAHIS', 'SAIS']",gov
SAHORA,['SAHORA'],gov
SAHU,"['CHOUDHARY', 'SAHU']",mf_jeevansathi
SAIEES,"['SAYEES', 'SAHEES SAYEES', 'SAIEES']",gov
SAIFI,"['NOR', 'SIDDIQUI', 'SAIFI']",mf
SAIKALGAR,['SAIKALGAR'],gov
SAINI,"['SAKE', 'MALI', 'SAINI', 'PATHAN', 'SHAKYA']",mf_shadi_jeevansathi
SAINIBRAHMAN,"['DALOT', 'DAKOT', 'SAINIBRAHMAN']",mf
SAIYED,"['HUSSAIN', 'RIZVI', 'KAZI', 'SAIYED']",mf
SAKALA,"['ANKE', 'VADDI', 'YALAMA', 'SAKALA']",mf
SAKKA,"['SAQQA-BHISHTI', 'BHISHTI-ABBASI', 'SAKKA-BHISHTI', 'SAKKA']",gov
SAKKARAVAR,"['SAKKARAVAR', 'KAVATHI']",gov
SAKLI,['SAKLI'],mf
SALAT,['SALAT'],gov
SALI,"['PADAMSHALI', 'SATSALE', 'SALEWAR', 'DESHKAR', 'KACHI BANDHE', 'SAALI', 'SADE', 'DEVANG', 'PATWIS', 'SALILU', 'SALI']",mf
SALIVAHANA,"['SALIVAGANA', 'SALIVAHANA']",mf
SALIYA,"['SALIYA', 'CHALIYA']",jeevansathi
SALOI,['SALOI'],gov
SALVI,"['SALVI', 'MEHATAR']",mf
SAMA,['SAMA'],mf
SAMAGARA,"['SAMAGAR', 'SAMPAGAR', 'SAMAGARA']",gov
SAMANTHULA,"['SAMANTHULA', 'SAMANTHA', 'SAUNTIA', 'SOUNTIA']",gov
SAMAR,"['SAMAR', 'SONI']",mf
SAMASI,['SAMASI'],gov
SAMBAN,['SAMBAN'],gov
SAMDIGYA,['SAMDIGYA'],mf
SAMMA,['SAMMA'],mf
SAMPANG,['SAMPANG'],gov
SANDHI,['SANDHI'],gov
SANEI,['SANEI'],gov
SANGAR,['SANGAR'],gov
SANGATRASH,['SANGATRASH'],gov
SANGHAR,['SANGHAR'],mf
SANGHI,['SANGHI'],mf
SANGTRASH,"['DAGADPHODU', 'SANGTRASH']",gov
SANHAI,"['SANHAI', 'SANHAL']",gov
SANHAL,"['SANHAI', 'SANHAL']",gov
SANIYAAR,['SANIYAAR'],gov
SANJOGI,['SANJOGI'],gov
SANKHARI,['SANKHARI'],gov
SANSI,"['BHANGU', 'MANESH', 'SANSOI', 'BHEDKUT', 'SANSIA', 'SANSI']",mf
SANSOI,['SANSOI'],gov
SANTHAL,"['MURO', 'HANSDA', 'DEHRI', 'DESWALISANTHAL', 'HEMRAM', 'KISKU', 'HANDI', 'BASRA', 'MURMU', 'TUDU', 'SANTHAL', 'SANTAL', 'KISHU', 'SOREN', 'DESAISANTHAL', 'BISHRA', 'BOAR', 'BITAL', 'BASKI', 'ABARI', 'SANTHALI', 'MARANDI']",mf
SANTIA,"['SATIA', 'SANTIA']",gov
SANYASI,['SANYASI'],gov
SANYASI MEMBRAM,['SANYASI MEMBRAM'],gov
SAONTA,"['SAUNTA', 'SAONTA']",gov
SAORA,"['LODHA', 'SAVAR', 'SAORA', 'SHABAR', 'SAURA', 'SAHARA']",gov
SAPARI,['SAPARI'],gov
SAPERA,"['SAPERA', 'SAPELA', 'SAPERA NATH']",gov
SAPRU,['SAPRU'],gov
SAQQA-BHISTI,"['SAQQA-BHISTI', 'BHISTI-ABBASSI']",gov
SARABANDU,['SARABANDU'],mf
SARAKA,"['SARAKA', 'SARAKA TANTI', 'SARAK']",gov
SARANIA,['SARANIA'],gov
SARASWAT,['SARASWAT'],gov
SARASWAT BRAHMIN,['SARASWAT BRAHMIN'],gov
SARBHANGI,['SARBHANGI'],gov
SARBJAR,"['DAKSHINRARHI', 'SARBJAR']",mf
SARDAR,"['CHAPWAR', 'SARDAR']",mf
SARDE,"['SARARE', 'SIRYARE', 'SARDE', 'SAREHDE', 'SARERA']",gov
SARERA,['SARERA'],gov
SARGARA,"['SARAGARA', 'SARGARA', 'YURESI']",jeevansathi
SARNAKAR,"['DAKSHINRARHI', 'SARNAKAR']",mf
SAROLLU,['SAROLLU'],gov
SARORDI,"['SARODA', 'SARORDI']",gov
SARVERA,['SARVERA'],gov
SARYAN,['SARYAN'],mf
SARYARA,['SARYARA'],gov
SASUI,"['SASUI', 'QURESHI']",mf
SATANI,"['CHATTADA VAISHNAVA', 'CHATTADA-SHRI VAISHNAVA', 'SATTADAVAL', 'SATTADA VAISHNAVA', 'SATTADA SRIVAISHNAVA', 'SAMERAYA', 'KADRI VAISHNAVA', 'SATTADAVAN', 'VAISHNAVA', 'SATANI']",gov
SATARKAR,['SATARKAR'],gov
SATCHASI,['SATCHASI'],gov
SATHATHA SRIVAISHNAVA,['SATHATHA SRIVAISHNAVA'],gov
SATHWARA,"['SATHAWARA', 'DALYADI', 'KADIYA', 'SATHWARA-KADIYA', 'KHOLI', 'SATWARA-KADIYA', 'SATAWARA', 'SATHWARA', 'DALWADI']",jeevansathi
SATIYA SINDHI,['SATIYA-SINDHI'],gov
SAUNTIA,"['SANTIA', 'SAUNTIA']",gov
SAUR,['SAUR'],gov
SAURIA PAHARIA,['SAURIA PAHARIA'],gov
SAUTA,['SAUTA'],gov
SAVALAKKARAR,['SAVALAKKARAR'],gov
SAVAR,['SAVAR'],gov
SAVARAS,"['KAPU SAVARAS', 'MALIYA SAVARAS', 'SAVARAS', 'KHUTTO SAVARAS']",gov
SAVARKAR,"['FAHYE', 'SAVARKAR', 'MASHKI']",mf
SAVKALAR,['SAVKALAR'],gov
SAWAR,"['SAWAR', 'SAWARA']",gov
SAYED,"['SAYED', 'KADRI']",mf
SAYEE,['SAYEE'],gov
SEERITHI GOUDU,['SEERITHI GOUDU'],gov
SEGIDI,"['SEGIDI', 'SRISAYAN']",gov
SEGU,"['SEGU', 'YALAMA']",mf
SEHARIA,"['SAHARIYA', 'SEHARIA', 'SEHRIA']",gov
SEMA,['SEMA'],gov
SEMMAN,"['SEMMAN', 'CHEMMAN', 'CHEMMAR']",gov
SENAI THALAIVAR,"['SENAIKUDIYAR', 'ILLAIVANIAR', 'SENAI THALAVAR', 'SENAITHALAIVAR', 'SENAI THALAIVAR']",jeevansathi
SENGUNTHAR,"['KAIKOLAR', 'SENGUNTHAR']",gov
SENTINELESE,['SENTINELESE'],gov
SENVA,"['SEDMA', 'CHENVA', 'SENVA', 'SHENVA', 'RAWAT']",gov
SERUAI,"['AGAMUDAIYAR', 'SERUAI']",mf
SETIYAR,"['SETIYAR', 'VANIBA']",mf
SETTI,"['SETTI', 'VYASYA', 'DEVANGA']",mf
SETTIBALIJA,['SETTIBALIJA'],jeevansathi
SHADI,['SHADI'],mf
SHAIKH,['SHAIKH'],mf
SHAKSAZ,['SHAKSAZ'],gov
SHANAN,['SHANAN'],gov
SHANKHAKAR,['SHANKHAKAR'],gov
SHAWRASTRA,['SHAWRASTRA'],mf
SHEER-GOJRIES,['SHEER-GOJRIES'],gov
SHEETBARJEN,['SHEETBARJEN'],mf
SHEIKH,"['ABBASI', 'GOLLA', 'SIDDIQUI', 'RAIGAR', 'SETTIBALIJA', 'DUDEKULA', 'BOYA', 'BOHRA', 'YALAMA', 'CHOUDHARY', 'FAROOQ', 'SHEIKH', 'SUDKULA', 'KHAN', 'ANKE', 'SURYABALIJA', 'ABBASHI', 'DHOBI', 'SAYED', 'NEEKU', 'TELAGA', 'BEG', 'MANSURI', 'SHEIKHPATHAN']",mf
SHEIKH SARVARI,"['PEERAHI', 'SHEIKH SARVARI']",gov
SHEKHRA,['SHEKHRA'],gov
SHEMALIA,['SHEMALIA'],gov
SHENVA,"['RAVAT', 'SEDMA', 'CHENVA', 'SHENVA']",gov
SHERDUKPEN,['SHERDUKPEN'],gov
SHERSHAHBADI,"['SHERSHABADIA', 'SHERSHAHBADI']",gov
SHESHWADI,"['ALAM', 'SHESHWADI']",mf
SHETTY,"['DYAVAGNA', 'KUMBARA', 'PUJARI', 'GANIGA', 'BANAJIGA', 'SHETTY', 'NADAL', 'DAYAVAGNABHRAMANA', 'DEVANGA', 'NADAVA']",mf
SHIKKALIGAR,"['SHIKAGHAR', 'SIKKALIGARA', 'SHIKKALIGAR', 'SHIKALGAR']",gov
SHIKLIGAR,['SHIKLIGAR'],gov
SHILAVAT,['SHILAVAT'],gov
SHIMPI,"['SHRAVAK- SHIMPI', 'SHETWAL', 'NAMDEV', 'SHIV SHIMPI', 'SHIMPI', 'BHAVGAR', 'JAIN- SHIMPI', 'SAISUTAR', 'SAITWAL']",mf_jeevansathi
SHIPAI,"['JUNEJA', 'SHIPAI']",mf
SHISHGAR,['SHISHGAR'],gov
SHIVHARI,['SHIVHARI'],gov
SHOLAGA,['SHOLAGA'],gov
SHOLAGAR,['SHOLAGAR'],gov
SHOM PENS,['SHOM PENS'],gov
SHORGIR,"['SHERGIR', 'SHORGIR']",gov
SHRAWAN,"['SARWAN', 'SHRAWAN']",gov
SHUDRA,['SHUDRA'],gov
SIDDI,['SIDDI'],gov
SIDDIQUI,['SIDDIQUI'],mf
SIDDRI,['SIDDRI'],mf
SIDDULA,['SIDDULA'],gov
SIDHRIA,['SIDHRIA'],gov
SIHAMUSLIM,['SIHAMUSLIM'],mf
SIKKALGAR,"['SIKALKAR', 'SIKILGAR', 'SHIKALGAR', 'SIKALGAR', 'SHIKALIGAR', 'SIKLIGHAR', 'SIKLIGAR', 'KATHARI', 'SAIKILGAR', 'KATARI', 'SEKKALGAR', 'SIKLIKAR', 'BARIYA', 'SAIKALGAR', 'SHIKLIKAR', 'SIKKALGAR', 'CYCLEGAR', 'SHIKILGAR', 'SIKKALIGAR']",gov
SILAWAT,['SILAWAT'],jeevansathi
SILLEKYATHAS,['SILLEKYATHAS'],gov
SIMTE,['SIMTE'],gov
SINDHI,"['JAGMALANI', 'SINDHI MUSALMAN', 'SINDHI']",mf_shadi_jeevansathi
SINDHOLLU,"['CHINDOLLU', 'SINDHOLLU']",gov
SINDURIA,['SINDURIA'],gov
SINGHIKANT,"['SINGHIKANT', 'SINGHIKAR', 'SINGHIWALA', 'SINGHWALA', 'SINGIWALA']",gov
SINGIWALA,"['KALBELIA', 'SINGIWALA']",gov
SINGLIKANT,"['SINGIKANT SINGIWALA', 'SINGLIKANT']",gov
SINGPHO,['SINGPHO'],gov
SINKE,['SINKE'],gov
SIPAI,"['PATNI JAMAT', 'TURK JAMAT', 'SIPAI']",gov
SIPI,"['SIPI', 'SIPPI']",gov
SIRIAN,['SIRIAN'],mf
SIRKIBAND,['SIRKIBAND'],gov
SIRKIWAL,['SIRKIWAL'],gov
SIRVI,"['KAG', 'BARFA', 'PAWAR', 'CHOYAL', 'MULEWA', 'LACHETA', 'SIRVI', 'SEPTA', 'DEVDA', 'RATHOR', 'GAHLOT', 'PARIHAR']",mf
SIYAL,"['KHAJURIA', 'SIYAL']",jeevansathi
SODHI,"['SONDI', 'SUNDI', 'SODHI', 'SONDI.', 'SUDI', 'SODI']",gov
SOHATA,['SOHATA'],mf
SOI,['SOI'],gov
SOLANKI,['SOLANKI'],mf
SOLEYA,"['SOLEYA', 'VELLALAR']",mf
SOLIGARU,['SOLIGARU'],gov
SOMAVAMSHA ARYA KSHATRIYA,"['SOMAVAMSHA ARYA KSHATRIYA', 'JEERAGAR', 'CHITARA', 'CHITTARI ARYAKSHATRIYA', 'TAMBAT', 'NALABUND', 'SARIGE', 'CHITRAGAR', 'NAJABUND']",gov
SONAR,"['KURVE', 'DAULA', 'SWARNAKAR', 'AUDHIYA', 'SWARNKAR', 'MARATHA', 'ZARAGAR', 'PRAJAPATI', 'CHINO', 'SONR', 'SONAR', 'PARAJIYAT', 'KANSAR', 'JHHANI', 'SONI BARDERI', 'CHATRI', 'SUNAR', 'VERMA', 'JHHADI AWEDHIYA AUDHIYA', 'BHAGAL', 'AWEDHIYA', 'NYARIA', 'SAHU', 'GOGNA', 'SONY', 'ZADE', 'JHHADI', 'JHHARI', 'SONI']",mf_shadi_jeevansathi
SOREN,['SOREN'],mf
SORTHI,['SORTHI'],gov
SOUNTI,['SOUNTI'],gov
SOURASHTRA,['SOURASHTRA'],jeevansathi
SOYAR,['SOYAR'],gov
SOZHIA CHETTY,['SOZHIA CHETTY'],gov
SOZHIA VELLALAR ,"['VETRILAIKARAR', 'KODIKALKARAR', 'KEERAIKARAR', 'SOZHIA VELLALAR (INCLUDING SOZHA VELLALAR']",gov
SRIMANI,['SRIMANI'],mf
SRISAYAR,['SRISAYAR'],gov
SUDA,['SUDA'],gov
SUDI,"['KESARWANI', 'SINDURIYA- BANIA', 'RONIYAR', 'ADRAKHI', 'MAHURI-VAISHYA', 'SHAH', 'AGRAHARI-VAISHYA', 'SINDURIYA-BANIA', 'HALWAI', 'MODI', 'AVADH-BANIA', 'PATWA', 'SAHU', 'THATHERA', 'PANSARI', 'AWADH-BANIA', 'SUDHI', 'KASERA', 'SUDI']",gov
SUDIR,"['SUDIR', 'SUDRA']",gov
SUDRA DAS,"['DEY', 'SUDRA DAS']",gov
SUDUGADU SIDDHA,"['SUDUGADU SIDDHA', 'SUDIGADUSIDDAU', 'SUDIGADUSIDDHA']",gov
SUGALI,"['SUGALI', 'MEGUAT', 'BANJARA', 'BOIPARI', 'DEVASAT', 'LAMBADIS', 'LAMBARI', 'LAMBANI', 'SUGALIS']",mf
SUHTE,['SUHTE'],gov
SUKIYAR,['SUKIYAR'],gov
SUKLI,['SUKLI'],gov
SULIA,['SULIA'],gov
SUMRA,['SUMRA'],gov
SUNAGAR,['SUNAGAR'],mf
SUNAR,"['SUNDHI', 'SUNDI', 'SUNRI']",mf
SUNDI,"['GUPTA', 'SUNDI']",mf
SUNNI,"['SUNNI', 'SAMRATH']",mf_shadi_jeevansathi
SUNRI,"['RARHI', 'SUNDI', 'SUNRI']",mf
SUNUWAR,['SUNUWAR'],gov
SUPHRA,"['LASIRA', 'SUPHRA']",mf
SUPPALIG,"['SAPPALIGA', 'SUPPALIG']",gov
SURI,"['SUNDI', 'SURI']",mf
SURYA BALIJA,['SURYA BALIJA'],gov
SUT,"['SUT', 'SOOT']",gov
SUTAR,"['KADVA', 'KHATI', 'SUTAR', 'ZADE', 'SUTHAR', 'LOHARSUTAR', 'SHUTHAR', 'SUTHARIA', 'KUMBHAR', 'BAKSHI PANCH', 'SAXENA', 'PANCHAL', 'MARVADI', 'SONI']",mf_jeevansathi
SUTRADHAR,['SUTRADHAR'],gov
SUTSALI,['SUTSALI'],gov
SWAKUL SALI,"['SWAKULASALI', 'SALI', 'SWAKUL SALI']",gov
SWAMYAGOL,['SWAMYAGOL'],mf
SWANGLA,['SWANGLA'],gov
SWARNAKAR,['SWARNAKAR'],gov
SWNAGAR,"['SWNAGAR', 'SWANGAR']",mf
SYNTENG,"['SYNTHENG', 'SYNTENG']",gov
TACHAYIRI,['TACHAYIRI'],gov
TADAVI,"['TADAVI', 'TADVI']",gov
TAKANKAR,['TAKANKAR'],gov
TALARI,"['ANKE', 'TALARI']",mf
TALDADA,"['TALPADA KOLI', 'KHOLI', 'TALDADA', 'DEVIPUJAK']",mf
TALWAR KANADE,['TALWAR KANADE'],gov
TAMAR,['TAMAR'],mf
TAMARIYA,['TAMARIYA'],gov
TAMBAT,"['KASAR', 'TAMBAT', 'TWASHTA KASAR', 'KANSAR']",gov
TAMBOLI,"['TAMALI', 'TAMOLI', 'BORAAL', 'TAMBOLI', 'BORAD', 'BORAL', 'MITKARI-WANI', 'DHAKAD', 'BORUL', 'WANI']",mf_jeevansathi
TAMILIVAS,"['TAMILIVAS', 'GOWNDAR']",mf
TAMILU,"['TAMILU', 'GOWNDAR']",mf
TAMMALI,['TAMMALI'],jeevansathi
TAMOLI,"['TAMOLI', 'BARAI', 'TAMBOLI', 'CHAURASIA']",gov
TAMUDIA,"['TAMADIA', 'TAMUDIA']",gov
TANA,['TANA'],gov
TANDEL,['TANDEL'],gov
TANGKHUL,['TANGKHUL'],gov
TANK,['TANK'],mf
TANKAR,['TANKAR'],gov
TANLA,['TANLA'],gov
TANTI,"['TANTRI', 'CHASA', 'TANTUBAI', 'RARHI', 'TANTUBAYA', 'TATIN', 'HASANTANTI', 'DAS', 'SIKHIRIA', 'HANSI', 'TATI', 'CHOUDHARY', 'TATWA', 'TANTI', 'TANTRIPAL', 'MATIBANSA', 'GALATANTI']",mf_jeevansathi
TANTUBAI,"['BAENDRA', 'TANTUBAI', 'RARHI', 'BARENDRA', 'BAIRAGI', 'TANTI']",mf
TARGALA,"['BHAVAIYA TARGALA', 'BHOJAK', 'BHAVAIYA', 'TARGALA', 'NAYAK']",gov
TARHA,"['TARHA', 'WADDAR', 'TIRWALI']",gov
TARKHAN,"['VISHWAKARMA', 'TARKHAN', 'RAMGARHI', 'BADHAI', 'DHIMAN']",mf
TASSA,['TASSA'],gov
TEELI,"['TEELI', 'TELI']",gov
TELAGA,"['TELANGA', 'TELENGA', 'TELAGA', 'PAMULA', 'TELUGU', 'TELUGU KACHARA']",jeevansathi
TELAGAMAMDELU,['TELAGAMAMDELU'],mf
TELI,"['DOBAILE', 'HIRONDHI', 'ROGANGAR', 'HANSI', 'SAMANI', 'KUBARA', 'TURI', 'IDRISHI', 'EKBAILE', 'TELI', 'BALADIA', 'TELI RATHOD', 'KARENJEKA', 'SHAH', 'GOUDA', 'GANIGA', 'NAYATA', 'TALAKAR', 'TELI MALIK', 'PRASAD', 'VERMA', 'TELI NAYATA', 'GUPTA', 'RATHOR', 'MALIK', 'TELI RATHORE', 'SONKANTHARI', 'SAHOO', 'YADAV', 'SAHUKAR', 'KALU', 'ABHI', 'TELI-MALIK', 'KOSARE', 'BAWNE', 'MODI', 'TELI SAHU', 'TULATIA', 'SHARMA', 'JAINKALA R', 'SAHU', 'RATHORE', 'SHAHU', 'GIRIPUNJE', 'BOGADA', 'KUBERA', 'KARNJKAR', 'TELI-LINGAYAT', 'JULAHA', 'TELLI', 'KUSHWAHA', 'CHANDRA', 'PINDARI', 'KANKAR', 'HALDIA', 'BAHALDIA', 'BAILE']",mf_shadi_jeevansathi
TENTKALU,['TENTKALU'],mf
THACHAR,['THACHAR'],jeevansathi
THADOU,['THADOU'],gov
THAKAR,['THAKAR'],gov
THAKARDA,"['THAKARDA', 'DHARALA', 'PATANWADIA', 'BARIA', 'THAKORE']",mf
THAKKAR,['THAKKAR'],jeevansathi
THAKUR,"['MA THAKUR', 'KA THAKUR', 'MA THAKAR', 'THAKAR', 'KA THAKAR', 'THAKURAI', 'THAKUR', 'DIKHIT']",mf
THAMI,['THAMI'],gov
THANDAN,"['THANDAN', 'THANDAN AND']",mf_jeevansathi
THANU,['THANU'],gov
