Caste,subcastes
BHRHMI,['BHRHMI']
BHUHALIA,"['BHUHALIA', 'LOHAR']"
BHUHALIA LOHAR,['BHUHALIA LOHAR']
BHUINMALI,"['BHUINMALI', 'MALI']"
BHUIYA,"['BHUIYA', 'BHUYAN']"
BHUJEL,['BHUJEL']
BHUJWA,"['BHUJWA', 'VERMA']"
BHULIYA,['BHULIYA']
BHUMIA,['BHUMIA']
BHUMIHAR,"['BHUIHAR', 'BHUMIHAR', 'MISHRA', 'PANDEY', 'BHUIYAR']"
BHUMIJ,"['BHUMIJA', 'ORIYAMUNDA', 'RADHI', 'BUMIJ', 'BHUMIJ']"
BHUNJIA,['BHUNJIA']
BHURJI,"['KANDU', 'BHARBHUNJA', 'BHOOJ', 'MATHUR', 'SAXENA', 'BHUJ', 'GUPTA', 'BHARBHUJA', 'BHURJI']"
BHURTIYA,"['BHURTIYA', 'BHURTIYA BHUTIYA', 'BHUTIYA']"
BHUTE,"['BHOPE', 'BHUTE']"
BHUTIA,['BHUTIA']
BHUYAN,['BHUYAN']
BIAR,"['VAISHNO', 'BIAR', 'BIYAR']"
BIDAKIA,['BIDAKIA']
BILLALA,['BILLALA']
BILLAVA,"['BILLAVA', 'PUJARI']"
BIN,['BIN']
BINAPATTA,['BINAPATTA']
BIND,['BIND']
BINDLA,['BINDLA']
BINEDHANIES,['BINEDHANIES']
BINGI,['BINGI']
BINJHIA,"['BINJIA', 'BINJHAL', 'BINJHOA', 'BINJHIA']"
BINJHWAR,"['BINJWAR', 'BINJHWAR', 'MESHRAM']"
BIRHAR,['BIRHAR']
BIRHOR,['BIRHOR']
BIRHUL,"['BIRHOR', 'BIRHUL']"
BIRJHIA,"['BIRJHIA', 'BIRJIA']"
BISHNOI,"['BISHNOI', 'BAISHNOI']"
BISHNUPRIYA MANIPURI,['BISHNUPRIYA MANIPURI']
BISSOY-BARANGI JODIA,"['BENNANGI', 'FRANGI', 'DADUVA', 'PARANGA', 'KOLLAI', 'PENGAJODIA', 'SODOJODIA', 'BISSOY-BARANGI JODIA', 'HOLLAR', 'KONDE', 'JHORIYA', 'TAKOARA']"
BIYAR,['BIYAR']
BODO,['BODO']
BOGADA,"['BOGAD', 'BOGADA', 'BOGADI']"
BOHRA,['BOHRA']
BOLA,['BOLA']
BOLODHIA,['BOLODHIA']
BONDILI,"['BONDIL', 'BONDILI']"
BONDO,"['BONDO PORAJA', 'BONDO']"
BORNS,['BORNS']
BORO KACHARIS,['BORO KACHARIS']
BOT,"['BOTO', 'BOT']"
BOTHULA,['BOTHULA']
BOWRI,['BOWRI']
BOYA,"['PEDDABOYA', 'NAGIRI', 'YERRAGOLLA', 'JAMAPALA', 'KUDARI', 'DUDEKULA', 'BOYA', 'JALLENI', 'JUTUR', 'CHEEMALA', 'JHAMALA', 'NAIDU', 'POKANTI', 'YADAV', 'DERAGULLA', 'NAIKA', 'VADDI', 'VALMIKI', 'ANKE', 'KANDI', 'DOMMARA', 'SAYED', 'PINJARI']"
BOYAR,['BOYAR']
BRAHMAN,"['SAMANTA', 'TRIVEDI', 'PRAJAPATI', 'HAVASALA', 'BRHAMIN', 'PUROHIT', 'PACHORI', 'CHATURVEDI', 'SAIFI', 'SOLANKI', 'DEVILA', 'OTHERS', 'SHUKLA', 'BHARADWAJ', 'DEWEDI', 'VAIDHIKA', 'DADHICH', 'PAREEK', 'VISHVA S', 'MAHA-BRAHMAN', 'DUBEY', 'HAVJAK', 'AUDICH', 'IYYAR', 'VAIDIK', 'DANUA', 'RAJGOR', 'SIDHANTHI', 'IYANGAR', 'HAUYAK', 'SAMRATH', 'AYYANGAR', 'MOHABRAHMAN', 'VAISHNAV', 'VASSIST', 'NAYAK', 'PALIWAL', 'BRAHAMIN', 'GAUTAM', 'RAJPUROHIT', 'KHATI', 'GOSWAMI', 'UPADHYAY', 'MAHANT', 'BHATT', 'BESNAB', 'SANYAL', 'DIXIT', 'BHARGAV', 'OJHA', 'AYAN', 'RAMPAL', 'BRAHIMAN', 'TRIPATHI', 'GOGNA', 'BAJPAI', 'BALABHADRA', 'CHASA', 'DESHASTHA', 'SASANI', 'ACHARYA', 'BAIRAGI', 'THAKUR', 'PARDESI', 'SONI', 'DEVEDI', 'TYAGI', 'UPADHAYA', 'GIRI', 'ATRI', 'HAVYAKA', 'JOSHI', 'PUJARI', 'IYER', 'BAKSHI PANCH', 'PANDEY', 'GOSAWMI', 'VAISHNA V', 'BANJARA', 'KAUSHIK', 'RAMGARHIA', 'BHATTAMISHRA', 'KAIBARTA', 'SANDILYA', 'KRUSHMAPAKSHI', 'VYAS', 'TAPODHAN', 'BRHAMAN', 'TURKHAN', 'GANDHARU', 'DWIVEDI', 'JHANGRA BRAHMAN', 'ADHIT', 'RAI', 'RARHI', 'DAKHINORIYA', 'AJER', 'SARASWATI', 'GAUR', 'MISHRA', 'BRAHMAN', 'BAISNAB', 'SHRMA', 'BARENDRA', 'SARASWAT', 'MUDGIL', 'UPADHAYAY', 'KOTTA', 'BRAHAMAN', 'PATHAK', 'AGNIHOTRI', 'PORASA', 'KUTCHHI', 'CHAUBEY', 'VASUDEV', 'SWAMI', 'DHIMAN', 'AADISAIVER', 'SHARMA', 'BAJPAYEE', 'JADURBADE', 'BRAHMIN', 'LOHAR', 'TIWARI', 'VAID', 'AWASHTHI', 'BHARATI', 'MAHAJAN']"
BRAHMBHATT,"['BRAHMBHATT', 'SHARMA']"
BRAJI,"['BRAJI', 'BAARDUA']"
BRIJBASINAT,"['NAGAR', 'BRIJBASINAT']"
BRITTIAL BANIA,"['BANIA', 'BRITTIAL BANIA']"
BROKPA,"['BROKPA', 'SHIN', 'DARD', 'DROKPA']"
BUDABUKKALA,['BUDABUKKALA']
BUDBUDKI,"['BUDUDKI', 'JOSHI', 'CHHETRI', 'BUDUBUDUKI', 'BUDBUDKI', 'DEVARI', 'GARADI', 'BUDBUDKALA']"
BUDDHA,['BUDDHA']
BUDUBUNJALA,"['BHADBHUNJA', 'BUDUBUNJALA', 'BHUNJWA']"
BUKAVA,['BUKAVA']
BUNGCHHENG,['BUNGCHHENG']
BUNKAR,['BUNKAR']
BUNT,['BUNT']
BURUASHANKAR,"['BARNA SUANKAR', 'BURUASHANKAR']"
BURUD,['BURUD']
BUTTAL,['BUTTAL']
BYAGARA,"['BYAGARI', 'BYAGARA']"
C.K. KORAVAR,['C.K. KORAVAR']
CAMSULA,['CAMSULA']
CATHOLIC,"['CATHOLIC', 'PULAYA', 'ROMAN CATHOLIC', 'SYRIAN', 'LATIN CATHOLIC']"
CHACHATI,['CHACHATI']
CHADAR,['CHADAR']
CHAHANG,['CHAHANG']
CHAIN,"['CHAIN', 'CHAYEEN']"
CHAK,"['CHAK', 'CHAKE']"
CHAKALI,"['POKANTI', 'CHAKKALA', 'CHAKALI', 'DUDEKULA', 'MALLEPULU', 'CHAKALA', 'JALNUL', 'DHOBI', 'BILISHPALLA']"
CHAKKILIYAN,['CHAKKILIYAN']
CHAKMA,['CHAKMA']
CHAKRAVAR,"['SAKRAVAR', 'CHAKRAVAR']"
CHALAVADI,"['CHALVADI', 'CHANNAYYA', 'CHALAVADI']"
CHALIYAN TERUVAN,"['CHALIYAN TERUVAN', 'CHALLIYA']"
CHAMAR,"['CHAMAR MANGAN', 'BORKAR', 'BHAMBI', 'MEHER', 'BAVARIYA', 'FUNE', 'BASOR', 'HARIJAN', 'DHANKAR', 'RAVIDASIA SIKH', 'GAMETIA', 'SOLANKI', 'REHGARH', 'CHAMAR-RABIDAS', 'KASHYAP', 'CHAMAR-RAVIDAS', 'JATAVA', 'AJAD', 'TELANGI', 'KUMAWAT', 'JATAV CHAMAR', 'BHATIA', 'NONA', 'MEHRA', 'ROHIT', 'KHOLI', 'SURYAVANSHI', 'MAKASIYA', 'HARALI', 'GAREG', 'BALAI', 'KHOTE', 'BAIRWA', 'SAHARE', 'BHALSE', 'CHIDAR', 'MANGAN', 'SAMGAR', 'MOZALDA', 'NAYAK', 'KAMATI MOCHI', 'NIRMAL', 'TELEGU MOCHI', 'JATIA CHAMAR', 'DINKAR', 'KHATI', 'CHAMGAR', 'MAHALI', 'RATREA', 'BAORI', 'RAVIDASIA', 'SURJYARAMNAMI', 'MAJHARE', 'CHAMARA', 'MANIK', 'MOCHIGAR', 'MADAR', 'MUCHI', 'ASODI', 'CHAUHAN', 'BERWA', 'BAMBHI', 'WANJARE', 'DHARE', 'BHARDWAJ', 'JATIA', 'RAMDASIA SIKH', 'RANIGAR', 'PARMAR', 'SATNAMI', 'KUSHWAHA', 'MAGAHIA', 'BHAMBHI', 'AHIRWAR', 'JATYA', 'MEGHWAL', 'PARDESI', 'RAMDASIA', 'BAALAI', 'BATOI', 'BHANDARKAR', 'CHAMAR-ROHIDAS', 'JATAV', 'TURI', 'KHALPA', 'KOLI', 'SURJYABANSHI', 'RAMDASI', 'BANJARA', 'BALMIKI', 'BALAJI', 'MADIG', 'SAHU', 'DAYAL', 'MESHRAM', 'REGAR', 'HARALAYYA', 'DAS', 'MOCHI', 'RAI', 'REHGAR', 'RAVI', 'CHANWAR CHAMAR', 'BHATOI', 'BAKAULEY', 'SUNTEKE', 'MAHAR', 'KARIYARE', 'RAIGAR', 'MISHRA', 'RAIDASI', 'RAMNAMI', 'RAIDAS', 'SURYAWANSI', 'CHAMAR', 'CHARMARKAR', 'KORI', 'MACHIGAR', 'DHANAK', 'CHOUDHARY', 'DHANKA', 'CHAMBHAR', 'BALAHI', 'BHUIAN', 'GARG', 'KOBRAGADAY', 'SAKET', 'PASWAN', 'KANOJI', 'ASADARU', 'RAMTEKE', 'CHAMARI', 'JULAHA', 'RAVIDAS', 'RAVIDASI', 'ANANT', 'ROHIDAS', 'CHAMADIA', 'LOHAR', 'MEHATAR']"
CHAMBOTI,['CHAMBOTI']
CHAMBUKUTTI,['CHAMBUKUTTI']
CHAMLING,['CHAMLING']
CHAMTHA,['CHAMTHA']
CHANAL,['CHANAL']
CHANDAL,"['CHANDALA', 'CHANDAL']"
CHANDALGADA,"['CHANDALAGADE', 'CHANDALGADA']"
CHANDHAI MARU,['CHANDHAI MARU']
CHANDRABANSHI,['CHANDRABANSHI']
CHANG,"['CHAMGAR', 'CHANGAR', 'CHANG', 'CHAHANG']"
CHANGAYAMPUDI KORAVAR,['CHANGAYAMPUDI KORAVAR']
CHANGPA,['CHANGPA']
CHANOU,['CHANOU']
CHANTHI,['CHANTHI']
CHAPOTA,['CHAPOTA']
CHAPPER,"['CHAPPER', 'BANDA', 'BAND CHAPPER']"
CHAPTEGAR,"['CHAPTEGAR', 'CHAPTEGARA']"
CHARA,"['CHARA', 'CHHAR', 'CHHARA']"
CHARAN,"['GADHAVI', 'CHARAN', 'CHARAN GADHVI']"
CHARODI,"['CHARODI MESTHA', 'CHARODI']"
CHASA,"['CHASA', 'BENAYIT ODIA', 'BANAYAT ORIYA', 'BENAYAT ORIYA', 'MUNDA', 'BANAYAT ODIYA', 'PARIDA', 'BANAYAT', 'ODIA & UDIA', 'ODACHASA']"
CHATTADA SRIVAISHNAB,['CHATTADA SRIVAISHNAB']
CHATTADI,['CHATTADI']
CHAUPAL,['CHAUPAL']
CHAVALAKARAR,"['CHAVALAKKARAN', 'CHAVALAKARAR']"
CHENCHU,"['CHENCHU', 'CHENCHWAR']"
CHENNA DASAR,"['HOLEYA DASARI', 'HOLAYA DASAR', 'CHENNA DASAR']"
CHERE,['CHERE']
CHERO,['CHERO']
CHERUMAN,"['IRAYA', 'CHERUMAN', 'KANAKKAN']"
CHETTIAR,"['MANBANACHETTIYAR', 'CHETTIAR', 'SOLIYA', 'CHETTIYAR', 'CHAKKA', 'NESAUCHITTIYAR', 'SANOTHALAIAR', 'COIRCHETTY', 'NAYAKKAR', 'KUYAVAR', 'VELLACHETTIYAR', 'SATHA', 'CHETTIES', 'THOLUVA', 'VANIBA', 'CHETTY', 'TELUNGUCHETTIYAR', 'VALAYAR', 'SOLIAR', 'BOYAR', 'CHETTU', 'TELUGU', 'SANATHALIAR', 'CHOLI', 'SONEYA', 'BATHMASA LIYAR', 'THELUGU', 'KAVARA', 'VAANIGA', 'TELUGU CHETTIAR', 'VANIAR', 'KULLALAR', 'GULALAR', 'SOLEYA', 'SOLIARPALLAR', 'VANIYAR', 'KULALAN', 'PADAIYACHI']"
CHHAPPARBAND,['CHHAPPARBAND']
CHHARA,"['KANJAR BHAT NAT', 'SANSI', 'CHHARA KANJAR', 'CHHARA', 'ADODIA']"
CHHIMBA,"['TANK', 'CHIBA', 'CHHIMBE', 'JASSAL', 'DARJI', 'DHAMI', 'CHHIPI', 'DARJ', 'CHIPPI', 'CHIMPA', 'VERMA', 'CHIMBA CHHIPPI', 'DHOBI', 'CHHIMBA']"
CHHIPI,"['CHHIPE', 'CHHIPI', 'CHHIPA']"
CHICK BARAIK,"['CHICK BARAIK', 'CHICK BANIK', 'CHIKBARAIK', 'CHIK']"
CHIDAR,['CHIDAR']
CHIGARIBETEGAR,"['NIRSHIKARI', 'WAGIRI', 'CHIGARIBETEGAR', 'PHASACHARI', 'VAGRI', 'BAGRI', 'BAORI', 'VAGHRI']"
CHIKWA,"['QASSAI', 'CHIKWA', 'KASAI', 'CHIKWA QASSAB', 'QURAISHI', 'CHAK', 'CHIKVI', 'KASSAB']"
CHIMBA,"['CHIMPA DARZI TONK', 'CHHIPPI', 'CHIPPI', 'CHIMBA', 'CHIMBE']"
CHIPPA,"['CHHIPA BHAVSAR NILGAR', 'TONK', 'CHHIPA', 'CHIPPI', 'DARZI', 'CHHIPA BHAVSAR NILGAR JINGAR NIRALI RAMGARI RANGARI RANGREZ RANGAREJ RANGRAZ RANGREDH CHIPPA-SINDHI-KHATRI', 'JINGAR NIRALI RAMGARI RANGARI RANGREZ RANGAREJ RANGRAZ RANGREDH CHIPPA-SINDHI-KHATRI', 'IDRISHI', 'CHIPPA']"
CHIPPOLU,['CHIPPOLU']
CHIRIMAR,"['CHIRIMAR', 'CHRIMAR']"
CHIRU,['CHIRU']
CHITARI,"['CHITRAKAR', 'CHITRA', 'CHITARA', 'CHITAR', 'CHITARI', 'CHITRASILPI']"
CHITRAKAR,['CHITRAKAR']
CHITRAKATHI,"['CHITRAKATHI', 'CHITRAKATHIJOSHI']"
CHODHARA,['CHODHARA']
CHOHARKA,['CHOHARKA']
CHOPEMARI,['CHOPEMARI']
CHOTHE,['CHOTHE']
CHOUDANG,['CHOUDANG']
CHOUHAN,['CHOUHAN']
CHOWDHARI,"['CHOUDHARY', 'CHOWDHARI', 'KASHYAP']"
CHOWDULI,['CHOWDULI']
CHRISTIAN,"['MADIGA', 'CHRISTIAN', 'CATHOLIC', 'JACOBITE', 'CHRISTIAN CONVERTED FROM SCHEDULED CASTES', 'MASHIH', 'ROMAN', 'PROTESTANT', 'ROMAN CATHOLIC', 'SYRIAN CHRISTIAN', 'SYRIAN']"
CHRISTIAN CHAMAR,['CHRISTIAN CHAMAR']
CHRISTIAN MAHAR,['CHRISTIAN MAHAR']
CHRISTIAN RENDERS,['CHRISTIAN RENDERS']
CHRISTIANITY,"['SCHEDULED CASTES CONVERTS TO CHRISTIANITY', 'THEIR PROGENY']"
CHUHRA,"['BHANGI', 'CHURA', 'BALMIKI', 'CHOHRA', 'MEHTAR', 'CHUHRA']"
CHUNGAR,"['CHOONGAR KULBANDHIYA RAJGIR', 'CHUNARA', 'CHUNGAR', 'CHUNKAR CHUNGAR', 'CHUNCHAR']"
CHURIA,"['CHURIHAR', 'CHURIA']"
CHUTIA,"['CHUTIYA', 'CHUTIA']"
CHUTOR,['CHUTOR']
CUGAYAT,"['CUGAYAT', 'KUMBER']"
CURAVAN,['CURAVAN']
DABGAR,['DABGAR']
DAFALI,"['DHOLI DAFAALI', 'GURAW', 'HASHMI', 'DUFALI GURAV', 'DAFALI']"
DAFER,['DAFER']
DAFLA,['DAFLA']
DAGI,['DAGI']
DAHAIT,"['DAHAT', 'DAHAIT', 'DAHAYAT']"
DAHALIA,['DAHALIA']
DAIYA,['DAIYA']
DAKAUT,"['DESHANTRI', 'DAHAKAUT', 'DAKAUT', 'RANGASAMI', 'PRADE']"
DAKKAL,"['DOKKALWAR', 'DAKKALIGA', 'DAKKAL']"
DAL,['DAL']
DAMAMI,"['NAGARCHI', 'DAMAMI']"
DAMMALI,"['DAMAL', 'DAMMALA', 'PEDDAMMAVANDLU', 'DAMALA', 'DAMMALI', 'DEVARAVANDLU', 'DAMMULA', 'MUTYALAMMAVANDLU', 'YELLAMMAVANDLU', 'DAMBALI FAQIR']"
DAMOR,"['DAMOR', 'DAMARIA']"
DANATAR,['DANATAR']
DANDARI,"['DANDASI', 'DANBASI', 'CHASA', 'DANDARI']"
DANG-DASAR,['DANG-DASAR']
DANGASHIA,['DANGASHIA']
DANGI,['DANGI']
DANGUA,['DANGUA']
DARAIN,"['DARYAI', 'DARAI', 'DARAIN']"
DARBAR,"['KATHI', 'DARBAR', 'KHOLI', 'GARASIYA', 'RAJPUT']"
DARJI,"['RANGARE', 'ROHILLA', 'IDRISHI', 'RANGARI', 'RANGREZ', 'CHHIPI', 'NILARI', 'NAMDEO', 'MODH', 'CHIPI SHIPI MAVI', 'NAMDEV', 'MIRAI', 'LINGAYAT SIMPY SIVASIMPY', 'SIMPI', 'SHIMPI', 'SAI', 'BHAVASAR KSHATRIYA', 'DARJI CHEEPI', 'DARZI', 'RATHORE', 'NAMDEV SIMPY', 'NEELAGAR', 'DARJI', 'LINGAYAT NEELAGAR', 'BANAGARA', 'CHIPPI', 'MEGHWAL', 'CHIPPIGA']"
DAROGA,"['HAZURI', 'RAVANA-RAJPUT', 'DAROGA', 'DAROGA-RAJOT', 'WAZIR']"
DARWESI,"['AASHWALWALE', 'VAGHWALE-SHAH', 'DARWESI', 'DARVESU']"
DAS,"['MANIKPUR', 'PANIK', 'MAHANT', 'DAS', 'DANGDIDAS']"
DASARI,"['CHAKRAVADYA DASA', 'DASARU', 'DASARI']"
DASNAMI VAWA,"['DASNAMI VAWA', 'GIRA']"
DAULE,"['DAOLE', 'DAULE']"
DAVARI,"['DAVARI', 'DAVERI', 'DEVARI', 'DAVAR']"
DEHA,"['DEHA', 'DHEA', 'DHAYA']"
DEHURI,['DEHURI']
DEKKANI MUSLIM,['DEKKANI MUSLIM']
DEORI,['DEORI']
DEPALA,['DEPALA']
DESHWALI,"['DESHWALI', 'MEWATI', 'MINA DESHWALI', 'DESHWALI MEWATI']"
DESUA BHUMIJ,['DESUA BHUMIJ']
DEVADIGA,"['DEVADIGAR', 'SEREGARA', 'DEVALI', 'SUPLIG', 'DEVADIG', 'PADIAR', 'MOYILI', 'MOILI', 'DEVADIGA', 'SHEREGAR', 'SERVEGAR', 'SAPPALIGA']"
DEVAGUDI TALAYARI,['DEVAGUDI TALAYARI']
DEVANGA,"['WINKAR', 'JEDA', 'HATAGAR', 'DEVANGAR', 'HUTKAR', 'DEVANG', 'SEDAR', 'JED', 'DEVANGASHETTY', 'DEVANGA', 'LINGAYAT BILIJEDARU', 'JULOHI', 'DASAYIA', 'KOSHTI HUTGAR', 'LINGAYAT HATGAR', 'HULKAR']"
DEVARA,['DEVARA']
DEVDIG,"['DEWADIGA', 'DEVDIG']"
DEVHAR,['DEVHAR']
DEVIPUJAK,['DEVIPUJAK']
DEVLI,['DEVLI']
DEWAN,['DEWAN']
DEWAR,"['KAIBARTA', 'KEUTA', 'DHIBARA', 'DEWAR']"
DEWASI,['DEWASI']
DHAKAD,['DHAKAD']
DHAKAR,"['DHAKAR', 'SWAMI']"
DHAKHADA,['DHAKHADA']
DHAKI,"['TOORI', 'DHAKI']"
DHALI,['DHALI']
DHAMIN,['DHAMIN']
DHANAK,"['HARIJAN', 'PANGHAL', 'KHETAK', 'DHANAK', 'VERMA', 'DHANUK']"
DHANER,['DHANER']
DHANGAR,"['DHANGAR', 'SANGAR', 'TELLARI', 'AHIR', 'DHANGARI', 'KURMAR', 'TELWAR', 'SAGAR', 'HATKAR', 'KANADE', 'SHEGAR', 'SEGAR', 'DONGARI', 'DHANWAR', 'VARAHADE-DHANGAR', 'HATKER', 'DANGE', 'KOKNI-DHANGAR']"
DHANKA,"['DHANKA', 'TADVI', 'VALVI', 'TETARIA']"
DHANKAR,['DHANKAR']
DHANKIA,['DHANKIA']
DHANUK,"['DHANUK', 'KATHERIA']"
DHANWAR,['DHANWAR']
DHARKAR,"['VEDVANSI', 'DHARKAR']"
DHARUA,['DHARUA']
DHAULA,"['SWARNKAR', 'DHAULA', 'SUNAR', 'SONI']"
DHAWAD,['DHAWAD']
DHED,"['DHER', 'DHED']"
DHEEVARA,['DHEEVARA']
DHEKARU,['DHEKARU']
DHIMAL,['DHIMAL']
DHIMAR,"['KAMDAY', 'GAUTAM', 'KHEWAT', 'KEWAT', 'VRITIYA SONDHIYA', 'TUREHA', 'MALLAH', 'KIR BRITIYA', 'TARAIL', 'KAMARE', 'SONDHIYA', 'BHISTI', 'MACHHANDAR', 'KASHYAP', 'SAKKA', 'DHIMER BHOI', 'BHATIYAR', 'NISHAD', 'TURAHA', 'DOGARWAR', 'YADAV', 'DHIMAR', 'SHEIKH-ABBASI', 'MORDE', 'NAVDA', 'MEHRA', 'VRITIYA', 'JHIMAR', 'NAWDA', 'DHINWAR', 'DHIMER', 'KAHRA', 'NAVDA TURAHA KEWAT KIR BRITIYA', 'KASYE RAJPUTS', 'MESHRAM', 'RAJPUT', 'KAHAR', 'KASHYAP-RAJPOOT', 'BHOI', 'TURSIB', 'KAHRA DHIWAR MALLAH NAWDA', 'JHINWAR', 'DHIWAR']"
DHIMER,"['DHIMER', 'DHIMAR', 'DHIWAR']"
DHIVAR,"['BENDOR', 'KEWAT', 'MALLAH', 'BHAHARE', 'JHIWAR', 'BHISTI', 'KASHYAP', 'NISHAD', 'KEER', 'JHEUR', 'MEHRA', 'DHIVER', 'DHINWAR', 'DHIVAR DHIVER', 'SAGARVANSHI-MALI', 'KAHAR', 'DHIVAR', 'ZADE', 'JHEER', 'BHANDARE', 'BHANARE', 'JHINWAR JHEEWAR', 'BHOI', 'JHINWAR', 'DHIWAR']"
DHOBA,"['ORIYADHOBA', 'BANGALIDHOBA', 'DHOBA', 'MAGHIYA', 'ORIYA', 'GOURA', 'DHOBI']"
DHOBI,"['VANNAN', 'KELDE', 'RAVANA', 'SHAIK', 'GAUR', 'KANAWA', 'RAJAK', 'DIWAKAR', 'DUDEKULA', 'DOBI', 'VARETHA', 'DHOBI QASSAR', 'POKANTI', 'RAMDASI', 'YADAV', 'NAIKA', 'NIBARIYA', 'DHOBI', 'KANNAUJIA', 'NIRMALKAR', 'PAWAR', 'KARASH', 'GUNJE', 'CHAKALA', 'MADVAL', 'NIRMAL']"
DHODIA,"['DHODIA PATEL', 'DHODIA']"
DHOGRI,"['DHOGRI', 'DHANGRI', 'SIGGI', 'DHUAI', 'DHAOGRI']"
DHOKA,['DHOKA']
DHOLI,"['DHOLI DAFAALI', 'PAWAR', 'GURAW', 'KHATI', 'DHOLI', 'DUFALI GURAV', 'GAUR', 'MEGHWAL']"
DHOR,"['KAKKAYYA', 'KANKAYYA', 'DHOR', 'DOHOR']"
DHOSALI,"['DOSALI', 'DHOSALI', 'BHOSALI', 'DOSAL']"
DHUKRE,"['DHUNIA', 'KANDERA-KARAN', 'MANSOORI', 'PINJARA', 'DHUKRE', 'DHUNNEWALA', 'NADDAF']"
DHUNIYA,['DHUNIYA']
DHUPI,"['DHUPI', 'DHOBI']"
DHURWA,"['DHRUV', 'DHURWA', 'RAM']"
DHYAR,['DHYAR']
DIDAYI,['DIDAYI']
DIGWAN JINGAR,['DIGWAN JINGAR']
DIMASA,"['DIMASA', 'KACHARI']"
DOBBA KORAVAR,['DOBBA KORAVAR']
DODE GUJAR,"['DORE GUJAR', 'DODE GUJAR']"
DOHAR,"['DOHOR', 'DOHAR']"
DOM,"['DOMAR', 'DOME', 'DURIA DOM', 'DUMAR', 'HARIJAN', 'DOM', 'DOMBARA', 'PAIDI', 'AKURE', 'NAG', 'DHANGAD', 'DHARKAR', 'BANSPHOR', 'JHALO', 'DHARIKAR', 'PANO', 'MOCHI', 'DORIS', 'DOMBO', 'DOMRA']"
DOMBAN,['DOMBAN']
DOMBARI,['DOMBARI']
DOMBI-DASARU,['DOMBI-DASARU']
DOME,"['DOME', 'DOM']"
DOMMARA,"['DUDEKULA', 'DOMMARA']"
DONGA UR. KORACHA,['DONGA UR. KORACHA']
DOOM,"['MAHASHA', 'DOOM', 'DUMNA']"
DOOMNA,"['DOOMNA', 'DUMNE', 'DUMNA']"
DORA,['DORA']
DOSADH,"['DUSHAD', 'DOSADHA', 'DOSAD', 'DHARI', 'DUSADH', 'DOSADH', 'PASWAN', 'DHARHI', 'DUSAD', 'DOSANDHI', 'RAOJI']"
DUBE,"['DUBE', 'THOLUVA']"
DUBLA,"['DUBLA', 'TALAVIA', 'HALPATI']"
DUDEKULA,"['PINJARI', 'NOORBASH', 'DUDEKULA', 'LADDAF']"
DUGLA,"['DHOLI', 'DUGLA']"
DULIA,"['SUNDI', 'CHASA', 'DULIA', 'CHASHA']"
DULUVAR,"['VELLALAR', 'DULUVAR']"
DUMA,"['DUMA', 'MITHAR', 'ORIYAMUNDA']"
DUMALA,"['DUMALA', 'DUMAL']"
DUMNA,"['MAHASHA', 'DOOM', 'DUMNA']"
DURGAMURGA,"['DURGAMURGA', 'BURBURCHA']"
DWAR,['DWAR']
DWEEPARA,['DWEEPARA']
EDIGA,"['EDIGA', 'CHAKALA']"
EDRIS,"['EDRIS', 'KHALIFA']"
EKARADORABIDDALU,['EKARADORABIDDALU']
EKILI,"['PALAYAKARLU', 'EKILI']"
ELAKULA,['ELAKULA']
ELEMS,['ELEMS']
ELLAMALAWAR,"['ELLAMALWAR', 'ELLAMALVAR', 'ELLAMALAWAR', 'YELLAMMALAWANDLU']"
ENADI,['ENADI']
ERAVALLAN,"['ERAVALLAR', 'ERAVALLAN']"
EZHAVA,"['THIYYAN', 'PILLAI', 'IZHAVAN', 'THIYA', 'GHIYAIU', 'ISHAVAN', 'ISHUVAN', 'KONGU VELLALA', 'EZHUVAN', 'HARIJAN', 'IRAVA', 'VATHI', 'IZHAVA', 'CHETTI', 'THEYAHAN', 'IRUVA', 'PANKAR', 'ILLUVAN', 'AMMELU', 'VARRER', 'ILLUVA', 'IZHUVA', 'EZHAVAN', 'EZHUVA', 'VANIYAN', 'IZHUVAN', 'THIYYA', 'EZHAVA', 'ISHUVA', 'MENON', 'VANIKA']"
EZHAVATHI,"['EZHAVATHY', 'EZHAVATHI']"
EZHUTHACHAN,"['EZHUTHACHANS', 'EZHUTHACHAR', 'EZHUTHACHAN']"
FAKIR,"['FAKIR BHANDARWALA', 'SHAM', 'ALVI', 'MIYAN', 'SHAH', 'KHAN', 'SAIN', 'FAKIR', 'FAKIR INCLUDING ALVI-FAKIR', 'MANIHAR', 'FAQUIR', 'FAQIR', 'FAKEER', 'SHEIKH']"
FISHERMEN,"['FISHERMEN', 'FISHERS']"
FUTGUDI,['FUTGUDI']
G.S.B.,['G.S.B.']
GABIT,"['GAPIT', 'GAABIT', 'DAALJIDAAVAT', 'GABIT', 'GABBIT']"
GADA,['GADA']
GADABA,"['GADBA', 'GADABA', 'GADABAS']"
