Caste,subcastes
DOM,"['PAIDI', 'DORIS', 'DOMRA', 'JHALO', 'DOM', 'DOMBO', 'DHARKAR', 'MOCHI', 'DOMBARA', 'DHARIKAR', 'PANO', 'BANSPHOR', 'NAG', 'DUMAR', 'AKURE', 'DHANGAD', 'DURIA DOM', 'DOME', 'DOMAR', 'HARIJAN']"
DOMBAN,['DOMBAN']
DOMBARI,['DOMBARI']
DOMBI-DASARU,['DOMBI-DASARU']
DOME,"['DOME', 'DOM']"
DOMMARA,"['DOMMARA', 'DUDEKULA']"
DONGA UR. KORACHA,['DONGA UR. KORACHA']
DOOM,"['DUMNA', 'MAHASHA', 'DOOM']"
DOOMNA,"['DUMNA', 'DOOMNA', 'DUMNE']"
DORA,['DORA']
DOSADH,"['DOSAD', 'DOSADH']"
DOSADHA,['DOSADHA']
DOSANDHI,"['RAOJI', 'DOSANDHI']"
DRAVIDA,"['CATHOLIC', 'DRAVIDA']"
DUBE,"['THOLUVA', 'DUBE']"
DUBLA,"['HALPATI', 'TALAVIA', 'DUBLA']"
DUDEKULA,"['LADDAF', 'DUDEKULA', 'NOORBASH', 'PINJARI']"
DUGLA,"['DHOLI', 'DUGLA']"
DULIA,"['CHASA', 'DULIA', 'CHASHA', 'SUNDI']"
DULUVAR,"['DULUVAR', 'VELLALAR']"
DUMA,"['ORIYAMUNDA', 'DUMA', 'MITHAR']"
DUMALA,"['DUMAL', 'DUMALA']"
DUMNA,"['DUMNA', 'MAHASHA', 'DOOM']"
DURGAMURGA,"['BURBURCHA', 'DURGAMURGA']"
DUSAD,['DUSAD']
DUSADH,"['DHARI', 'DUSADH', 'DHARHI', 'PASWAN', 'DUSAD']"
DUSHAD,"['PASWAN', 'DUSHAD']"
DWAR,['DWAR']
DWEEPARA,['DWEEPARA']
EDIGA,"['EDIGA', 'CHAKALA']"
EDRIS,"['KHALIFA', 'EDRIS']"
EKARADORABIDDALU,['EKARADORABIDDALU']
EKILI,"['EKILI', 'PALAYAKARLU']"
ELAKULA,['ELAKULA']
ELEMS,['ELEMS']
ELLAMALAWAR,"['YELLAMMALAWANDLU', 'ELLAMALAWAR']"
ELLAMALVAR,"['YELLAMMALAWANDLU', 'ELLAMALVAR']"
ELLAMALWAR,"['YELLAMMALAWANDLU', 'ELLAMALWAR']"
ENADI,['ENADI']
ERAVALLAN,['ERAVALLAN']
ERAVALLAR,['ERAVALLAR']
EZHAVA,"['IRAVA', 'MENON', 'AMMELU', 'PANKAR', 'ISHUVA', 'EZHAVAN', 'CHETTI', 'THIYYA', 'ILLUVA', 'VATHI', 'THEYAHAN', 'ISHAVAN', 'EZHAVA', 'IRUVA', 'GHIYAIU', 'ISHUVAN', 'VANIKA', 'IZHUVA', 'VANIYAN', 'ILLUVAN', 'IZHAVA', 'VARRER', 'THIYYAN', 'PILLAI', 'KONGU VELLALA', 'EZHUVA', 'THIYA', 'EZHUVAN', 'IZHAVAN', 'IZHUVAN', 'HARIJAN']"
EZHAVATHI,['EZHAVATHI']
EZHAVATHY,['EZHAVATHY']
EZHUTHACHAN,"['EZHUTHACHANS', 'EZHUTHACHAN']"
EZHUTHACHAR,['EZHUTHACHAR']
EZHUVA,['EZHUVA']
FAKIR,"['SHAH', 'FAKIR', 'SAIN', 'FAQUIR', 'KHAN']"
FAKIR BHANDARWALA,"['FAKIR BHANDARWALA', 'FAKIR']"
FAKIR INCLUDING ALVI-FAKIR,['FAKIR INCLUDING ALVI-FAKIR']
FAQIR,"['FAKEER', 'MANIHAR', 'SHAH', 'FAKIR', 'MIYAN', 'FAQUIR', 'ALVI', 'SHAM', 'SHEIKH', 'FAQIR']"
FAQUIR,['FAQUIR']
FISHERMEN,['FISHERMEN']
FISHERS,['FISHERS']
FUTGUDI,['FUTGUDI']
G.S.B.,['G.S.B.']
GABIT,"['GABBIT', 'DAALJIDAAVAT', 'GABIT', 'GAABIT', 'GAPIT']"
GADA,['GADA']
GADABA,"['GADBA', 'GADABA']"
GADABAS,['GADABAS']
GADALIA,"['GADI-LUHARIA', 'GADALIA']"
GADARIA,"['GADARIA GARI', 'GAYRI', 'GADARIA', 'GADDARIA', 'GAYARI DHARIYA', 'GADDI', 'DHOSI', 'BAGHEL', 'GADHERI', 'PAL', 'DHANGAR', 'KURBA', 'GADERIA', 'GARRI', 'GHOSHI', 'KURMAR', 'HATGAR HATKAR HAATKAAR GAADRI', 'GADDERIA', 'GADARIYA']"
GADARIYA,"['HATKAR', 'DHOSHI', 'GARI', 'GADARIA', 'KURMAR', 'GADDARIA', 'GADARIYA', 'HATGAR', 'PAL', 'DHARIYA', 'DHANGAR', 'HAATKAAR', 'GAYARI', 'GAADRI']"
GADDI,"['GHOSI', 'GADDI']"
GADERIA,['GADERIA']
GADHAI,['GADHAI']
GADHAVI,"['GADHAVI', 'BRAHMIN', 'MARU']"
GADRI,['GADRI']
GAGRA,['GAGRA']
GALIARA,"['MAKAVANA', 'GALIARA']"
GALONG,['GALONG']
GAMALLA,['GAMALLA']
GAMIT,"['PADVI', 'GAMIT', 'MAVCHI', 'GAMTA', 'VALVI', 'GAVIT']"
GANAGAVAR,['GANAGAVAR']
GANAK,['GANAK']
GANALI,"['GANALI', 'GANDALI']"
GANDA,"['RAJGANDA', 'GANDI', 'GANDHA', 'GANDA', 'DHRUV']"
GANDALI,"['TELANGI', 'GANDALI']"
GANDARBH,"['GANDHARB', 'GANDARBH']"
GANDARVAKOTTAI KORAVAR,['GANDARVAKOTTAI KORAVAR']
GANDHARAHIK,"['DESASHRAM', 'SANKHAASHRAM', 'SANKHA', 'ASHRAM', 'GANDHARAHIK']"
GANDHARAP,['GANDHARAP']
GANDHARB,"['GANDHARB', 'GANDARBH']"
GANDHILA,"['GANDHILA', 'GANDIL GONDOLA']"
GANDIA,['GANDIA']
GANDLA,"['DEVATHILAKULA', 'SAYED', 'TELIKULA', 'GANDLA']"
GANDRAP,"['RANA', 'GANDRAP']"
GANGAI,['GANGAI']
GANGAKULA,"['GANGEMAKKALU', 'SUNNAGARA', 'MEENAGAR', 'KOLI', 'KHARVI', 'JALAGARA', 'HARIAKANTHRA', 'BOYI', 'AMBI', 'SIVIYAR', 'GANGAMATHA', 'GOWRIMATHA', 'BHOYI', 'AMBIGA', 'HARAKANTHRA', 'KABBER', 'BESTHA', 'GANGAKULA', 'BARIKA', 'GANGAPUTRA', 'BHOI', 'KHARIA', 'AMBIG', 'GANGAMATHASTHA', 'GANGEMATA', 'KABBALIGA', 'KONKANKHARVI', 'KAHAR', 'MOGAVEERA', 'BOVI [EXCLUDING BOVI WHO ARE SCHEDULED CASTE]', 'KABBERA', 'MOGERU', 'MADDAR', 'PAGI', 'PARIVARA', 'THOREYA', 'KOLIMAHADEV', 'RAJBHOI', 'GALADAKONKANI', 'KABBILI']"
GANGIREDLAVARU,['GANGIREDLAVARU']
GANGOT,['GANGOT']
GANGOTA,"['GANGOTA', 'GANGOTH']"
GANGTE,['GANGTE']
GANGTREDHU,['GANGTREDHU']
GANIGA,"['GANIGER', 'TELI', 'SAJJANAGANIGAR', 'GANDLA', 'LINGAYAT SAJJAN', 'GANIGA', 'LINGAYAT GANIGA', 'GANIGAR', 'SHEETY', 'VANIYAN']"
GANIKA,['GANIKA']
GANTI CHORES,['GANTI CHORES']
GARA,['GARA']
GARAI,"['TELI', 'GARAI', 'DARATIA']"
GARANCHA,"['GANCHA', 'GARANCHA']"
GARASIA,['GARASIA']
GARDI,['GARDI']
GARERI,['GARERI']
GARHI- LOHAR,['GARHI- LOHAR']
GARMATANG,['GARMATANG']
GARO,"['GARODA', 'GURDA', 'GARO', 'GARURA']"
GARODA,"['GARODA', 'GARO', 'BAKSHI PANCH']"
GARPAGARI,"['NATHJOGI', 'JOGINATH', 'GARPAGARI']"
GARPAGARI JOGINATH,"['NATHJOGI', 'GARPAGARI JOGINATH']"
GARPAGRI,"['GARPAGRI', 'GARPAGARI']"
GARRA,['GARRA']
GARUA,"['GAUR', 'GARUA']"
GARUDI,"['GAVADI GHISADI', 'GARUDIGA', 'GARADIGA', 'GARUDI']"
GATTI,"['GATTI', 'GATTIYAVARU']"
GAUD,"['DUMALA', 'GOURA', 'GAUD', 'RAJMUNDA', 'RAJGOND']"
GAUDA,['GAUDA']
GAUR,"['BRAHMIN', 'GAUR']"
GAVALI,"['NAND', 'KRISHNA', 'HANWAR', 'KURSHNA', 'GAVALI']"
GAVANDI,"['GUJAR KADIYA', 'GAVANDI']"
GAVARA,"['GAVARAI', 'GAVARA', 'VADUGAR']"
GAVARIA,['GAVARIA']
GAWALA,"['GAWALA', 'GWALA', 'GOWALE', 'GOWALA', 'AHIR', 'GAWLA', 'YADAV']"
GAWARIA,"['GAWARIA', 'GWAR', 'GAURIA']"
GAWARIYA,['GAWARIYA']
GAWDA,['GAWDA']
GAWLI,"['GAWLI', 'MUSLIM GAWLI']"
GAYEN,['GAYEN']
GHADI,"['GHADI', 'GADIGA', 'GUNAGI']"
GHADSHI,['GHADSHI']
GHADSI,"['GHADSI', 'GHADSHI']"
GHAI,['GHAI']
GHANCHI,"['TELI', 'GHACHI', 'TELI-RATHORE', 'RAVANA', 'MEWAD', 'TELI-SAHU', 'TELI-RATHOD', 'MODH GHANCHI', 'GHACHHA', 'GHANCHI']"
GHANSI,['GHANSI']
GHANTARGHADA,"['GHANTARGHADA', 'GHANTRA']"
GHANTORA,"['NAIR', 'GHANTORA']"
GHARA,['GHARA']
GHARRAMI,['GHARRAMI']
GHASI,"['GHASIARA', 'RELLI CHACHANDI', 'HADDI', 'GHASI', 'GHASIA', 'GHOSI', 'GHOSIA', 'SIULI']"
GHASI GHASIARA,"['GHASI GHASIARA', 'GHOSI']"
GHASIARA,"['GOASIARA', 'GHANI', 'GHAZI', 'GHASIARA', 'GHOSI', 'GHOSIA']"
GHATOWAR,['GHATOWAR']
GHATWAL,"['RAY', 'GHATWAL', 'RAI']"
GHATWAR,['GHATWAR']
GHIRATH,"['GHIDATH', 'CHANG', 'BAHTI', 'GHIRATH']"
GHIRATH INCLUDING CHAHNG & BAHTI,['GHIRATH INCLUDING CHAHNG & BAHTI']
GHISADI,"['GHISADE', 'GHISADI']"
GHISADI LOHAR,"['RAJPUT LOHAR', 'GHITODI LOHAR', 'GADI LOHAR', 'GHISADI LOHAR', 'CHITODIYA-LOHAR']"
GHOGIA,['GHOGIA']
GHOSH,"['GAWALA', 'GOALA', 'GOAL', 'GHOSH', 'GOP', 'GOWALA']"
GHOSHI,['GHOSHI']
GHOSI,['GHOSI']
GHRIT,"['GHRIT', 'CHAHNG', 'BAHTI']"
GHUKHA,"['RADHI', 'GHUKHA']"
GHUMAIR,"['GHUMAIR', 'KHAN']"
GHUSURIA,"['RADHI', 'GHUSURIA']"
GIDDIDKI,"['GIDDIDKI', 'PINGLE', 'PINGALE']"
GIRI,['GIRI']
GIRIGIRIS,['GIRIGIRIS']
GIRINI WADDAR,"['TUDUG WODDAR', 'GIRINI WADDAR', 'KALLU VADDAR', 'BHANDI VADDAR', 'MANNU VODDAR']"
GIRUI,['GIRUI']
GOAI,['GOAI']
GOALA,"['YADAV', 'AHEER', 'GOALA', 'GOPE']"
GOALA-GOPE,['GOALA-GOPE']
GOCHAKI,['GOCHAKI']
GODABA,['GODABA']
GODAGALI,"['GODAGULA', 'GODAGALI']"
GODALI,['GODALI']
GODARI,['GODARI']
GODDA,['GODDA']
GODHI,['GODHI']
GODI,['GODI']
GODRA,['GODRA']
GOGGI,['GOGGI']
GOHIL,['GOHIL']
GOKHA,"['KANDARA', 'GOKHA', 'RADHI']"
GOLA,"['GOUDA', 'MEKALA GOLLA', 'MAGHADA GOUDA', 'GOPAPURIA GOUDA', 'SHOLAKHANDIA', 'PUNNU GOLLA', 'GOP', 'GOUDO', 'GOPAL', 'AHIR', 'YADAV', 'LAXMINARAYAN GOLA', 'MATHURAPURIA GOUDA', 'GOPE', 'GOLLA', 'SADGOP', 'GOLA', 'GOUDIA GOLA', 'DUMAL GOUDA', 'NANDA GOUDA & KANJA GOUDA', 'SADGOPE', 'GOUR', 'GOPALA']"
GOLA RANA,['GOLA RANA']
GOLKAR,['GOLKAR']
GOLLA,"['GAVLI', 'KRISHNA GAVALI', 'GAULI', 'YADAVA', 'GOLLA', 'ADAVIGOLLA', 'GOULI', 'ASTHANAGOLLA', 'LINGAYAT GOWLI', 'GOPALI', 'KONAR', 'GOPAL', 'MANIYANI', 'KAWADIGA', 'YADAV', 'GAVALI', 'KONNUR', 'GOPALA']"
GOLLA GOLLEWAR,"['GOLLA GOLLEWAR', 'GOLER', 'GOLKAR']"
GOND,"['THATIA', 'KOITAR', 'KALANGA', 'DANDAMI MARIA', 'GAVANI', 'MONGHYA', 'RAJGOND', 'KUCHAKI MARIA', 'MARKAM', 'BHIMMA', 'KOILABHUTI', 'TARAIL', 'DHOBA', 'GONDO', 'KUCHA MARIA', 'BHAKAM', 'GATTI', 'DHURWA', 'ARAKH', 'GODI', 'DHULIA', 'MADIA', 'MARIA', 'CHOTA MARIA', 'KOLIABHUTI', 'GAITA', 'NAGARCHI', 'DHRUV', 'RAJ', 'BADA MARIA', 'NAGWANSHI', 'ASUR', 'MOGIA', 'NETAM', 'BISONHORN MARIA', 'BHATOLA', 'GOWARI HILL MARIA', 'AGARIA', 'SHAHDEVE', 'DORLA', 'DAROI', 'SATDEVE', 'PARDHI', 'BHAR', 'GATTA', 'SONJHARI JHAREKA', 'OJHA', 'GOND', 'GOWARI', 'THOTYA', 'WADE MARIA', 'ARRAKH', 'KHIRWARA', 'KANDRA', 'GOND GOWARI', 'KANWAR', ""'SONJHARI"", 'VADE MARIA', 'MUDIA', 'NAIKEPADE', 'RAJ GOND', 'KHATOLA', 'KUMRE', 'MANA', 'KHIRWAR', 'MANNEWAR', 'HILL MARIA', 'MOGHYA', 'SIDAR', 'CHAUHAN', 'JHAREKA', 'MURIA', 'BHUTA', 'GAIKI', 'NAIKPOD', 'KOLIBHUTI', 'KOILABHUTA', 'DHURU', 'KOYA', 'BADI MARIA']"
GONDA,['GONDA']
GONDALI,"['GONDALIGA', 'GHONDALI', 'GONDHALLI', 'GONDHALI', 'GONDALI']"
GONDAY,['GONDAY']
GONDHALI,"['GONDHALI', 'GOUDALI']"
GONDU-BATO,"['BHIRTHYA BUDHO KOURIYA', 'GONDU-BATO', 'HATO', 'JATAKO', 'JORIA']"
GONGA,['GONGA']
GONIGA,"['SALAPARU', '24 MANAI TELUGU CHETTY', 'TELUNGU CHETTY', 'SALAPAR', 'TELUGU CHETTY', '24 MANAI TELUGU CHETTIAR', 'JANAPASHETTY', '24 MANAI TELUGU SHETTY', 'TELUNGUPATTI CHETTY', 'JANAPAN', 'GONIGA', 'SADHU CHETTY', '24 MANE TELUGU CHETTIAR', 'SANAPAR', 'SADHU SETTY', 'GONIGAMANE', '24 MANE TELUGU CHETTY', 'GONICHETTY', 'SADU SETTY', 'JANAPASETTY', 'TELUGU SHETTY', 'SADHU SHETTY', 'TELUGU SETTY', 'SANAPARU', '24 MANE TELUGU SHETTY', 'TELUNGU CHETTIAR', 'JANAPACHETTY', 'TELUGU CHETTIAR', 'JANAPAR']"
GOOJAR,"['GURJAR', 'GOOJAR']"
GOPAL,"['GOPAL BHORPI', 'MUNDA', 'MATHURABAI', 'DUMALA', 'KHELKARI', 'GOURA', 'DUMALI', 'MAGADHA', 'GOPALPURIA', 'GOPAL', 'GOUR', 'ABHI']"
GORAIT,"['GORAIT', 'KORAIT']"
GORH,"['GORH', 'GONRH']"
GORI,"['KHAN', 'GORI']"
GORKHA,['GORKHA']
GOSAI,"['GIRI', 'GOSAIN', 'GOSAI']"
GOSAIN,['GOSAIN']
GOSANGI,['GOSANGI']
GOSAVI,"['BHARATI', 'GOSAYI', 'GOSAIN', 'NATHPANTHI GOSAVI', 'GIRIGOSAVI', 'BAIRAGI', 'GUSAI', 'VAN', 'GOSAVI-PURI', 'BAVA', 'GOSAI', 'SAGAR', 'BAN', 'ATIT', 'GOSAVI', 'TEERTH ASHRAM', 'BHARATI GOSAVI', 'SARASWATI PARBAT']"
GOSWAMI,"['GIRI', 'GOSWAMI', 'VAIRAGI']"
GOTI,['GOTI']
GOUD,"['GOUDA', 'GOUDU', 'SETTIBALIJA', 'EDIGA', 'GOUD', 'SRISAYANA', 'KALALEE', 'GOUNDLA']"
GOUDIA,"['GOUDIA', 'LAXMINARAYANA GOUDIA']"
GOUNDER,"['GOUNDER', 'KURUMBAR', 'MENON', 'KEAILIYA', 'SARVAI', 'DHOBI', 'VALAYAR', 'KURAMO', 'GOWDA', 'NADAR', 'GANGUVELLAR', 'HELLAR', 'KURAMBAR', 'VANIAR', 'KURMA', 'MAN', 'PILLAI', 'KONGU VELLALA', 'KRUMBAR', 'LATTUAN', 'VELLALGOUNDAR', 'VETTUUBN', 'VELLALAR', 'GONAR', 'KONGU', 'PADAIYACHI']"
GOUR,"['SIDAR', 'GOUR']"
GOVARI,"['GOVARI', 'GAWARI']"
GOVIND,['GOVIND']
GOWALA,"['CHOUDA', 'GOPE', 'PHUNE', 'BHANDAR', 'GWALA', 'CHOUDHARY', 'GOP', 'GOWALA', 'KORU', 'BARENDRA', 'NEWARI']"
GOWARI,"['DHUDHA', 'KOHARE', 'DUDHGOWALI', 'ADIWASI', 'GADILOHAR', 'KASU', 'BAWNE', 'GOWARI', 'BHANARE', 'NEWARI', 'DUDHGONARI']"
GOWDA,"['GOWDA', 'VOKKALIGA', 'NAMA', 'KSHWRIKA']"
GOWDALU,['GOWDALU']
GOYAL,"['MAHAJAN', 'GOYAL']"
GRAMANI,"['EZHAVA', 'NADAR', 'TIYYA', 'SANAR', 'GRAMANI']"
GRAMINI,['GRAMINI']
GRATI,['GRATI']
GUDALA,['GUDALA']
GUDIA,"['MUNDA', 'GURJA', 'GURIA', 'MAGHAYAT', 'PURIBIA', 'GOURA', 'KANAUJIA', 'GUDIYA', 'BHOJPURIA', 'MADESIA', 'GUDIA', 'MAGHIYA', 'GUNJU']"
GUDIGARA,['GUDIGARA']
GUJAR,"['BANSAL', 'GURJAR', 'KASANA', 'DRAWAT', 'DHAMA', 'GUJAR', 'NAGAR', 'GUZAR']"
GUJARA,"['GOHIL', 'GUJARA', 'MAHESHWARI', 'PARMAR', 'JADAV']"
GUJJAR,"['BAKARWAL', 'GURJAR', 'GOOJAR', 'GUJJAR(MUSLIM)', 'GUJJAR', 'KHAN', 'PATEL']"
GUJRATH BAORI,['GUJRATH BAORI']
GULGALIYA,['GULGALIYA']
GUND,['GUND']
GUPTHAN,['GUPTHAN']
GURAV,"['TAMBALLA', 'GURAVA', 'GUROU', 'LINGAYAT GURAV', 'GURAV', 'TAMBLI', 'GUROV']"
GUROU,"['GURAV', 'GUROU']"
GURUNG,['GURUNG']
GUSAI,"['GUSAI', 'GOSAI', 'GOWSAMI', 'GOSWAMI', 'GOSAIN GOSAIB GOSWAMI']"
GWARIA,"['GWARIA', 'GWAR', 'GAURIA']"
HABRA,['HABRA']
HADI,"['HARI', 'MAHAR', 'MITHAR', 'HADDI', 'MEHETAR', 'HADI']"
HAIRUA,"['PILLAI', 'HAIRUA']"
HAJAM,"['NAI', 'HAJAM', 'VANKAR']"
HAJJAM,"['HAZAM', 'SALMANI.', 'NAIS', 'NAI', 'SAIN', 'SALMANI', 'HAJJAM']"
HAJONG,['HAJONG']
HAKKIPIKKI,['HAKKIPIKKI']
HALAKKI,"['HAKKIPEKKI', 'HALAKKI']"
HALALKHOR,"['HELA', 'HALALKHOR', 'LALBEGI']"
HALAWAKKI-WAKKAL,"['GAM GOWDA', 'VAKKAL', 'KAREVAKKAL', 'GAVADA', 'HALAWAKKI-WAKKAL', 'SHILWAKKAL', 'HALAKKIVAKKAL', 'GAM VOKKAL', 'ATTEVAKKAL', 'KUNCHAVAKKAL', 'GRAM VAKKAL', 'GAM GAWADA', 'GRAMA VOKKALU']"
HALBA,"['HALBA', 'HALBI']"
HALEPAIK,['HALEPAIK']
HALI,['HALI']
HALLEER,['HALLEER']
HALPATI,['HALPATI']
HALSAR,"['HALASVAR', 'HALSAR', 'HULASVAR', 'HASLAR']"
HALWAI,"['HALWAI', 'SAHU', 'GUPTA']"
HANABAR,"['HANABAR', 'HAJABAR']"
HANABARU,"['KRISHNA GOLLA', 'HANABAR', 'ANUBARU', 'ATANABARU', 'HANBAR', 'HANABARU']"
HANBAR,['HANBAR']
HANBER,['HANBER']
HANDERVUT,['HANDERVUT']
HANDEVAZIR,['HANDEVAZIR']
HANDI JOGIS,['HANDI JOGIS']
HANSI,"['RANGANEE TANTEE', 'BUNA', 'RANGANI TANTEE', 'SALIA', 'ASWINNA TANTI', 'RANGANI TANTI', 'RANGINI HANSI', 'KOSTHA', 'BANGALI TANTI', 'ASINA TANTI', 'HANSI', 'TANTI', 'RANGUNI TANTI', 'PATSALIA', 'RANGINI TANTI', 'MATIBANSA TANTI', 'VINA', 'BUNKAR', 'KUSTHA', 'BANGIYA TANTI', 'SUKULI', 'AMILA TANTI', 'BUNKARA', 'ASWINA TANTI', 'KUSTA', 'RANGANI', 'KOSTA', 'DEWANGULU', 'DERA', 'DEWANGA', 'ASHANI TANTI', 'TULABHINA']"
HARER,"['HARER', 'HARAYAL']"
HARI,"['HARI', 'MEHTAR', 'ABARI', 'SAU', 'SUNDI', 'BHANGI', 'RAI']"
HARIJAN,"['VANKAR', 'RANGER', 'RASHI', 'RAJAK', 'PARAYAN', 'RAMDASI', 'MANNAN', 'MAHOR', 'KOLLAN', 'DHAMA', 'MARVADI', 'DOMA', 'JADAV', 'CHAMAR', 'JATAV', 'RAWAT', 'PASWAN', 'PARMAR', 'KORI', 'MEHER', 'KHARWAR', 'ATAR', 'BAKSHI PANCH', 'PULAYA', 'BALMIKI', 'HARIJAN']"
HASALARU,['HASALARU']
HASLA,['HASLA']
HATKAR,"['HATKAR', 'HATKER']"
HATUA,['HATUA']
HAWARI,"['HAWARI', 'DHOBI']"
HEGDE,['HEGDE']
HELA,['HELA']
HELAVA,"['HOLEVA', 'HELAVA']"
HELAWAR,['HELAWAR']
HELE,"['HALIA', 'CHASI-KAIBARTTA', 'DAS KAIBARTTA', 'HELE']"
HELVE,"['HELVE', 'HILAV']"
HEMBRAM,"['HEMBRAM', 'BITAL']"
HESI,['HESI']
HINDU,"['NAIR', 'HINDU']"
HINDU HALPATI,['HINDU HALPATI']
HINDU KUMBHAR,"['HINDU KUMBHAR', 'MARU']"
HINDU SADARU,['HINDU SADARU']
HINDUKRUBI,"['HALAMATHA', 'HINDUKRUBI']"
HINDULINGAYAT,"['PANCHAMSALI', 'HINDULINGAYAT']"
HINGORA,['HINGORA']
HIRA,['HIRA']
HMAR,['HMAR']
HO,['HO']
HOJAI,['HOJAI']
HOLAR,"['HOLAR', 'VALHAR']"
HOLAYA,"['HOLIYA', 'HOLER', 'HOLEYA', 'HOLAYA']"
HOLER,['HOLER']
HOLEYA,"['HOLER', 'HOLAYA', 'HOLEYA', 'HOLEYA DASARI', 'ADIKARNATAKA', 'CHALUVADI']"
HOLEYA DASARI,['HOLEYA DASARI']
HOLI,['HOLI']
HOLIYA,['HOLIYA']
HOLRA,['HOLRA']
HOLVA,['HOLVA']
HONNIYAR,['HONNIYAR']
HOOVADIGA,"['JEER', 'MALI', 'HOOGARA HOOGARAN', 'PHOOLMALI', 'PHULMALI', 'LINGAYAT MALGAR', 'LINGAYAT JEER', 'LINGAYAT HUGAR', 'PHOOLARI', 'PHULARI', 'MAALGAR', 'HOOGAR', 'HUGAR', 'HOOVADIGA']"
HOWGAR,"['HOWGAR', 'HAWADIGA', 'HAWGAR']"
HUSSAIN,['HUSSAIN']
IDIGA,"['DEEVAR', 'GAMALLA', 'MALAYALI BILLAVA', 'TIYAN', 'GOWDRU', 'DESHA BHANDARI', 'THIYYA', 'ELIGA', 'HALEPAIK', 'IDIGA', 'GOUNDLA', 'EZHAVA', 'NADAR', 'DEVARAMAKKALU', 'EDIGA', 'DIVARAMAKKALU', 'THIYAN', 'HALEPAIKARU', 'ILIGA', 'NAIK', 'BILLAVA', 'GOONDLA', 'THIYYAN', 'PUJARI', 'DEVAR', 'POOJARI', 'BELCHAD', 'TALWAR', 'NAJAK', 'NAMDHARI', 'KALAL']"
IDRISI,"['DARZI', 'IDRISI']"
IGOLA,['IGOLA']
ILIGER,['ILIGER']
ILLATHU PILLAIMAR,"['EZHUVAR', 'ILLATHAR', 'ILLUVAR', 'ILLATHU PILLAIMAR']"
IRIKA,['IRIKA']
IRULA,['IRULA']
IRULAR,"['IRULAR', 'IRULAN']"
IRULIGA,['IRULIGA']
ISAI VELLALAR,['ISAI VELLALAR']
ISAIVELLALAR,['ISAIVELLALAR']
ITFAROSH,"['GADHERI', 'ITFAROSH', 'ITAFAROSH']"
IYER,['IYER']
JAATGAAR,['JAATGAAR']
JACOBITE,"['SYRIAN', 'JACOBITE']"
JAD,"['JAD', 'LAMBA', 'KHAMPA']"
JADAPUS,['JADAPUS']
JADEJA,"['JADEJA', 'DARBAR']"
JAGA,['JAGA']
JAGGALI,['JAGGALI']
JAGIASI,['JAGIASI']
JAGRI,['JAGRI']
JAIN,"['GURJAR', 'PITAMBAR', 'JAIN', 'MAHAJAN', 'PALIWAL', 'DIGAMBAR', 'BOGAR', 'SWETAMBAR']"
JAINTIA,['JAINTIA']
JAINTRAPANS,['JAINTRAPANS']
JAISWAL,['JAISWAL']
JAISWAR,['JAISWAR']
JAJAK,['JAJAK']
JAKKALA,['JAKKALA']
JALKEOT,['JALKEOT']
JAMBULI,['JAMBULI']
JAMBUVANODAI,['JAMBUVANODAI']
JAMBUVULU,['JAMBUVULU']
JANDRA,['JANDRA']
JANGALA,"['JANGALA', 'PAKANATHI JANGAMA', 'TELUGU JANGAMA']"
JANGAM,"['JANGAMAR', 'JANGAMA', 'JANGAM']"
JANGAM WHOSE TRADITIONAL OCCUPATION IS BEGGING,['JANGAM WHOSE TRADITIONAL OCCUPATION IS BEGGING']
JANSALI,"['DASANIA', 'SIVANIA', 'SONARI', 'MOCHI', 'MYANGAR', 'CHAMADIA', 'JINGAR', 'CHANDLIA', 'BHARATBHARA', 'JANSALI', 'AARIBHARATBHARA']"
JANWA,"['JANWA', 'SIRVI']"
JANWAKAR,['JANWAKAR']
JARAWAS,['JARAWAS']
