Caste,subcastes
BHILALA,"['DARBAR', 'MOZALDA', 'MANKOLI', 'DORWAR', 'MUDALJE', 'DWAR', 'DAMAR', 'MORI', 'KHARTE', 'BADDLE', 'MUKATIB', 'SAITEY', 'GWALE', 'JHHILA', 'BHILALA', 'GANGWAL', 'GORE', 'KHATIYA', 'KUSHWAHA', 'SHAITE', 'NARGAVE', 'BAGHEL', 'BHAGE', 'KOLH', 'KHANNA', 'JILVE', 'BHILA LA', 'CHAUHAN', 'NINGWAL', 'BHEW', 'KANASHE', 'RAWAT', 'CHONGAR', 'BHURIYA', 'BALKEY', 'NIHAL', 'BAKAULEY', 'NARGESH', 'MALVIA', 'AWASE', 'TADWLA', 'WASKALE', 'SONAR', 'RATHOR', 'YADAV', 'ASKE', 'SETIA', 'WAGE', 'ROMDADE', 'DHILE', 'AKOLIYA', 'MANDOLI', 'VARMAN', 'DODWAL', 'SOLANKI', 'BHEL', 'JAMRE']"
BHISHTI,"['BHISHTI', 'BHISHTI-ABBASI']"
BHISTI,"['BHISTI', 'BHISTI-ABBASSI', 'SAQQA-BHISTI', 'PAKHALI']"
BHOEP,['BHOEP']
BHOGTA,['BHOGTA']
BHOI,"['SAHARA', 'DHEVRA', 'DHEEWAR BHOI', 'DHEEWAR', 'ZINGA BHOI', 'JATIA', 'KHARE BHOI', 'KAHAR BHOI', 'GADHAV BHOI', 'BOI', 'KEVAT BHOJ', 'BHOI-NAVADI', 'BHANARA BHOI', 'PALEWAR MACHHENDRA', 'DHIMAR', 'TARU-NAVADI', 'PARDESHI BHOI', 'BHOI', 'DHIWAR BHOI', 'KEWAT', 'RAJ BHOI', 'DHURIA KAHAR', 'PALWAR BHOI', 'GADIA KAHARE', 'MACHHINDRA BHOI', 'MANZI', 'MALHAV', 'KAHAR', 'KHADI BHOI', 'KIRAT BHOI', 'MACHWA', 'KIRAT', 'MALHAR', 'NAVADI', 'DHIWAR', 'SHRIMALI BHO', 'BHOIRAJ']"
BHOKTA,"['BHOGTA', 'BHOKTA']"
BHOPA,['BHOPA']
BHORU,['BHORU']
BHOT,"['BODH', 'BHOT']"
BHOTTADA,"['BHOTTADA', 'DHOTADA']"
BHOVI,"['VADDAR', 'VODDAR', 'WODDAR', 'VARDDAR', 'DASARLI', 'WADDAR', 'WADDA', 'ODDE', 'BHOVI', 'GANGEMATA', 'OD', 'VADDA']"
BHOYAR,['BHOYAR']
BHRHMI,['BHRHMI']
BHUHALIA,"['LOHAR', 'BHUHALIA']"
BHUHALIA LOHAR,['BHUHALIA LOHAR']
BHUINMALI,"['BHUINMALI', 'MALI']"
BHUIYA,"['BHUIYA', 'BHUYAN']"
BHUJEL,['BHUJEL']
BHUJWA,"['VERMA', 'BHUJWA']"
BHULIYA,['BHULIYA']
BHUMIA,['BHUMIA']
BHUMIHAR,"['BHUIHAR', 'BHUIYAR', 'BHUMIHAR', 'PANDEY', 'MISHRA']"
BHUMIJ,"['BHUMIJA', 'BUMIJ', 'RADHI', 'BHUMIJ', 'ORIYAMUNDA']"
BHUNJIA,['BHUNJIA']
BHURJI,"['KANDU', 'BHARBHUNJA', 'BHUJ', 'BHARBHUJA', 'BHOOJ', 'GUPTA', 'MATHUR', 'BHURJI', 'SAXENA']"
BHURTIYA,"['BHURTIYA', 'BHUTIYA']"
BHURTIYA BHUTIYA,['BHURTIYA BHUTIYA']
BHUTE,"['BHUTE', 'BHOPE']"
BHUTIA,['BHUTIA']
BHUYAN,['BHUYAN']
BIAR,"['BIAR', 'BIYAR', 'VAISHNO']"
BIDAKIA,['BIDAKIA']
BILLALA,['BILLALA']
BILLAVA,"['BILLAVA', 'PUJARI']"
BIN,['BIN']
BINAPATTA,['BINAPATTA']
BIND,['BIND']
BINDLA,['BINDLA']
BINEDHANIES,['BINEDHANIES']
BINGI,['BINGI']
BINJHAL,['BINJHAL']
BINJHIA,"['BINJHIA', 'BINJHOA']"
BINJHWAR,['BINJHWAR']
BINJIA,['BINJIA']
BINJWAR,"['MESHRAM', 'BINJWAR']"
BIRHAR,['BIRHAR']
BIRHOR,['BIRHOR']
BIRHUL,"['BIRHUL', 'BIRHOR']"
BIRJHIA,['BIRJHIA']
BIRJIA,['BIRJIA']
BISHNOI,"['BAISHNOI', 'BISHNOI']"
BISHNUPRIYA MANIPURI,['BISHNUPRIYA MANIPURI']
BISSOY-BARANGI JODIA,"['BENNANGI', 'FRANGI', 'KONDE', 'HOLLAR', 'PARANGA', 'BISSOY-BARANGI JODIA', 'KOLLAI', 'DADUVA', 'JHORIYA', 'TAKOARA', 'SODOJODIA', 'PENGAJODIA']"
BIYAR,['BIYAR']
BODO,['BODO']
BOGAD,"['BOGAD', 'BOGADI']"
BOGADA,['BOGADA']
BOHRA,['BOHRA']
BOLA,['BOLA']
BOLODHIA,['BOLODHIA']
BONDIL,['BONDIL']
BONDILI,['BONDILI']
BONDO,['BONDO']
BONDO PORAJA,['BONDO PORAJA']
BORNS,['BORNS']
BORO KACHARIS,['BORO KACHARIS']
BOT,"['BOT', 'BOTO']"
BOTHULA,['BOTHULA']
BOWRI,['BOWRI']
BOYA,"['PEDDABOYA', 'JAMAPALA', 'VADDI', 'NAIKA', 'JHAMALA', 'KUDARI', 'DUDEKULA', 'BOYA', 'PINJARI', 'VALMIKI', 'POKANTI', 'DERAGULLA', 'YERRAGOLLA', 'YADAV', 'ANKE', 'JALLENI', 'DOMMARA', 'NAIDU', 'JUTUR', 'CHEEMALA', 'SAYED', 'NAGIRI', 'KANDI']"
BOYAR,['BOYAR']
BRAHMAN,"['VASUDEV', 'TRIVEDI', 'BRAHIMAN', 'BRAHAMAN', 'KRUSHMAPAKSHI', 'KAIBARTA', 'BRHAMAN', 'KOTTA', 'DEVILA', 'BESNAB', 'VAID', 'BRAHMIN', 'DEWEDI', 'MISHRA', 'CHATURVEDI', 'SANDILYA', 'HAVASALA', 'BAJPAYEE', 'HAVYAKA', 'MAHA-BRAHMAN', 'SANYAL', 'PARDESI', 'CHAUBEY', 'RAMPAL', 'SAMRATH', 'MOHABRAHMAN', 'SARASWAT', 'UPADHYAY', 'MAHANT', 'UPADHAYA', 'SASANI', 'BHATT', 'GOSWAMI', 'BANJARA', 'KAUSHIK', 'DWIVEDI', 'GOGNA', 'VAIDHIKA', 'RARHI', 'SAMANTA', 'DESHASTHA', 'SIDHANTHI', 'DHIMAN', 'PACHORI', 'TYAGI', 'RAI', 'AYYANGAR', 'CHASA', 'AADISAIVER', 'GAUR', 'DEVEDI', 'BHARATI', 'AJER', 'BHARADWAJ', 'JHANGRA BRAHMAN', 'HAUYAK', 'DAKHINORIYA', 'GANDHARU', 'SOLANKI', 'TIWARI', 'MAHAJAN', 'VAISHNAV', 'BHARGAV', 'SHUKLA', 'VYAS', 'IYER', 'HAVJAK', 'BAISNAB', 'AUDICH', 'OJHA', 'PATHAK', 'BRAHMAN', 'OTHERS', 'DIXIT', 'SHRMA', 'TRIPATHI', 'VASSIST', 'BAJPAI', 'BHATTAMISHRA', 'IYANGAR', 'BALABHADRA', 'JOSHI', 'PAREEK', 'DUBEY', 'DADHICH', 'AYAN', 'SHARMA', 'KHATI', 'GAUTAM', 'TURKHAN', 'LOHAR', 'SAIFI', 'UPADHAYAY', 'IYYAR', 'RAJPUROHIT', 'PORASA', 'ATRI', 'MUDGIL', 'ACHARYA', 'VAISHNA V', 'BARENDRA', 'RAMGARHIA', 'PANDEY', 'VAIDIK', 'DANUA', 'PUROHIT', 'JADURBADE', 'SONI', 'BAIRAGI', 'BRHAMIN', 'PALIWAL', 'AWASHTHI', 'AGNIHOTRI']"
BRAHMBHATT,"['SHARMA', 'BRAHMBHATT']"
BRAHMIN,"['GIRI', 'SHARMA', 'TAPODHAN', 'SARASWATI', 'VISHVA S', 'RAJGOR', 'GOSAWMI', 'ADHIT', 'PRAJAPATI', 'BRAHMIN', 'RAI', 'PATHAK', 'SWAMI', 'BRAHMAN', 'BRAHAMIN', 'KUTCHHI', 'THAKUR', 'PUJARI', 'PANDEY', 'NAYAK', 'UPADHYAY', 'BAKSHI PANCH', 'TIWARI', 'DUBEY']"
BRAJI,"['BAARDUA', 'BRAJI']"
BRIJBASINAT,"['BRIJBASINAT', 'NAGAR']"
BRITTIAL BANIA,"['BANIA', 'BRITTIAL BANIA']"
BROKPA,"['DROKPA', 'BROKPA', 'SHIN', 'DARD']"
BUDABUKKALA,['BUDABUKKALA']
BUDBUDKI,"['CHHETRI', 'BUDBUDKI', 'GARADI', 'BUDUBUDUKI', 'DEVARI', 'BUDBUDKALA', 'JOSHI', 'BUDUDKI']"
BUDDHA,['BUDDHA']
BUDUBUNJALA,"['BHADBHUNJA', 'BHUNJWA', 'BUDUBUNJALA']"
BUKAVA,['BUKAVA']
BUNGCHHENG,['BUNGCHHENG']
BUNKAR,['BUNKAR']
BUNT,['BUNT']
BURUASHANKAR,"['BURUASHANKAR', 'BARNA SUANKAR']"
BURUD,['BURUD']
BUTTAL,['BUTTAL']
BYAGARA,"['BYAGARI', 'BYAGARA']"
BYAGARI,['BYAGARI']
C.K. KORAVAR,['C.K. KORAVAR']
CAMSULA,['CAMSULA']
CATHOLIC,"['ROMAN CATHOLIC', 'LATIN CATHOLIC', 'PULAYA', 'CATHOLIC', 'SYRIAN']"
CHACHATI,['CHACHATI']
CHADAR,['CHADAR']
CHAHANG,['CHAHANG']
CHAIN,"['CHAYEEN', 'CHAIN']"
CHAK,['CHAK']
CHAKALI,"['JALNUL', 'POKANTI', 'MALLEPULU', 'DHOBI', 'BILISHPALLA', 'DUDEKULA', 'CHAKALA', 'CHAKALI']"
CHAKE,['CHAKE']
CHAKKALA,['CHAKKALA']
CHAKKILIYAN,['CHAKKILIYAN']
CHAKMA,['CHAKMA']
CHAKRAVAR,"['CHAKRAVAR', 'SAKRAVAR']"
CHALAVADI,"['CHALAVADI', 'CHANNAYYA', 'CHALVADI']"
CHALIYAN TERUVAN,"['CHALLIYA', 'CHALIYAN TERUVAN']"
CHALVADI,"['CHANNAYYA', 'CHALVADI']"
CHAMAR,"['KANOJI', 'BAVARIYA', 'KOLI', 'CHAMAR MANGAN', 'RAVIDASIA', 'RAVIDASI', 'CHAMARA', 'MEHRA', 'SURJYARAMNAMI', 'ROHIT', 'JULAHA', 'KHOLI', 'KUSHWAHA', 'BAORI', 'JATAVA', 'AHIRWAR', 'BORKAR', 'CHANWAR CHAMAR', 'SUNTEKE', 'CHAMAR-ROHIDAS', 'MISHRA', 'DHANKA', 'SATNAMI', 'MADAR', 'KHOTE', 'ANANT', 'PASWAN', 'BAALAI', 'KAMATI MOCHI', 'AJAD', 'RAMTEKE', 'BHUIAN', 'MAGAHIA', 'REGAR', 'KHALPA', 'BALMIKI', 'DHANKAR', 'KUMAWAT', 'DHANAK', 'BANJARA', 'MAKASIYA', 'CHAMADIA', 'RATREA', 'SAMGAR', 'NONA', 'JATIA', 'KASHYAP', 'RAMDASI', 'BHAMBI', 'RAI', 'KARIYARE', 'SURYAVANSHI', 'CHAMGAR', 'BAKAULEY', 'RANIGAR', 'PARMAR', 'RAVIDASIA SIKH', 'BALAJI', 'CHAMAR-RABIDAS', 'MEHER', 'RAVI', 'GARG', 'SOLANKI', 'BHARDWAJ', 'CHARMARKAR', 'BASOR', 'CHIDAR', 'RAMDASIA', 'REHGAR', 'SURYAWANSI', 'RAIDASI', 'MANIK', 'DAYAL', 'KOBRAGADAY', 'HARALAYYA', 'MOCHI', 'DAS', 'TELEGU MOCHI', 'MEGHWAL', 'ASODI', 'CHAMBHAR', 'BHALSE', 'BHATIA', 'RAVIDAS', 'CHAMAR', 'RAMDASIA SIKH', 'SURJYABANSHI', 'DHARE', 'MUCHI', 'NAYAK', 'MAHALI', 'DINKAR', 'JATYA', 'REHGARH', 'GAREG', 'HARALI', 'JATAV CHAMAR', 'BALAI', 'BHAMBHI', 'MEHATAR', 'BAIRWA', 'MANGAN', 'MACHIGAR', 'MOZALDA', 'SAHU', 'KHATI', 'FUNE', 'RAIGAR', 'LOHAR', 'RAMNAMI', 'MAHAR', 'BERWA', 'JATIA CHAMAR', 'MADIG', 'BALAHI', 'BATOI', 'CHAUHAN', 'BAMBHI', 'JATAV', 'ROHIDAS', 'MAJHARE', 'BHATOI', 'CHOUDHARY', 'SAHARE', 'GAMETIA', 'CHAMAR-RAVIDAS', 'NIRMAL', 'ASADARU', 'CHAMARI', 'BHANDARKAR', 'KORI', 'WANJARE', 'RAIDAS', 'MOCHIGAR', 'MESHRAM', 'TURI', 'SAKET', 'HARIJAN']"
CHAMBHAR,"['PARDESI', 'TELANGI', 'MOCHI', 'CHAMBHAR']"
CHAMBOTI,['CHAMBOTI']
CHAMBUKUTTI,['CHAMBUKUTTI']
CHAMLING,['CHAMLING']
CHAMTHA,['CHAMTHA']
CHANAL,['CHANAL']
CHANDAL,['CHANDAL']
CHANDALA,['CHANDALA']
CHANDALGADA,"['CHANDALGADA', 'CHANDALAGADE']"
CHANDHAI MARU,['CHANDHAI MARU']
CHANDRABANSHI,['CHANDRABANSHI']
CHANG,"['CHANG', 'CHAHANG']"
CHANGAR,"['CHAMGAR', 'CHANG', 'CHAHANG', 'CHANGAR']"
CHANGAYAMPUDI KORAVAR,['CHANGAYAMPUDI KORAVAR']
CHANGPA,['CHANGPA']
CHANOU,['CHANOU']
CHANTHI,['CHANTHI']
CHAPOTA,['CHAPOTA']
CHAPPER,"['BAND CHAPPER', 'CHAPPER', 'BANDA']"
CHAPTEGAR,"['CHAPTEGARA', 'CHAPTEGAR']"
CHARA,"['CHARA', 'CHHAR', 'CHHARA']"
CHARAN,"['GADHAVI', 'CHARAN', 'CHARAN GADHVI']"
CHARODI,['CHARODI']
CHARODI MESTHA,['CHARODI MESTHA']
CHASA,"['CHASA', 'MUNDA', 'BENAYIT ODIA', 'ODACHASA', 'BANAYAT ORIYA', 'ODIA & UDIA', 'BENAYAT ORIYA', 'BANAYAT ODIYA', 'PARIDA', 'BANAYAT']"
CHATTADA SRIVAISHNAB,['CHATTADA SRIVAISHNAB']
CHATTADI,['CHATTADI']
CHAUPAL,['CHAUPAL']
CHAVALAKARAR,['CHAVALAKARAR']
CHAVALAKKARAN,['CHAVALAKKARAN']
CHENCHU,"['CHENCHU', 'CHENCHWAR']"
CHENNA DASAR,"['HOLEYA DASARI', 'CHENNA DASAR', 'HOLAYA DASAR']"
CHERE,['CHERE']
CHERO,['CHERO']
CHERUMAN,"['KANAKKAN', 'CHERUMAN', 'IRAYA']"
CHETTIAR,"['VELLACHETTIYAR', 'KULALAN', 'NAYAKKAR', 'CHOLI', 'TELUGU', 'SOLIAR', 'VANIYAR', 'VALAYAR', 'SOLIYA', 'KAVARA', 'GULALAR', 'KUYAVAR', 'CHETTIAR', 'VANIBA', 'COIRCHETTY', 'VANIAR', 'NESAUCHITTIYAR', 'KULLALAR', 'CHAKKA', 'SATHA', 'SONEYA', 'THELUGU', 'SANATHALIAR', 'SANOTHALAIAR', 'BATHMASA LIYAR', 'BOYAR', 'THOLUVA', 'TELUNGUCHETTIYAR', 'CHETTIYAR', 'MANBANACHETTIYAR', 'VAANIGA', 'CHETTY', 'CHETTU', 'CHETTIES', 'TELUGU CHETTIAR', 'SOLEYA', 'PADAIYACHI', 'SOLIARPALLAR']"
CHHAPPARBAND,['CHHAPPARBAND']
CHHARA,"['SANSI', 'ADODIA', 'CHHARA']"
CHHARA KANJAR,"['KANJAR BHAT NAT', 'CHHARA KANJAR']"
CHHIMBA,"['DARJI', 'CHIMPA', 'TANK', 'CHIBA', 'DARJ', 'CHIPPI', 'CHIMBA CHHIPPI', 'CHHIMBA', 'CHHIPI']"
CHHIMBE,"['DARJI', 'VERMA', 'DHAMI', 'JASSAL', 'CHHIMBE', 'DHOBI']"
CHHIPA,['CHHIPA']
CHHIPI,"['CHHIPE', 'CHHIPI']"
CHICK BANIK,['CHICK BANIK']
CHICK BARAIK,"['CHICK BARAIK', 'CHIK']"
CHIDAR,['CHIDAR']
CHIGARIBETEGAR,"['CHIGARIBETEGAR', 'VAGRI', 'VAGHRI', 'NIRSHIKARI', 'PHASACHARI', 'BAGRI', 'BAORI', 'WAGIRI']"
CHIK,['CHIK']
CHIKBARAIK,['CHIKBARAIK']
CHIKWA,"['CHAK', 'CHIKWA', 'CHIKVI', 'KASSAB', 'QASSAI', 'KASAI', 'QURAISHI']"
CHIKWA QASSAB,"['KASAI', 'CHIKWA QASSAB', 'CHAK', 'QASSAI']"
CHIMBA,"['CHIMBA', 'CHHIPPI', 'CHIMBE', 'CHIMPA DARZI TONK', 'CHIPPI']"
CHIPPA,"['CHHIPA', 'CHHIPA BHAVSAR NILGAR JINGAR NIRALI RAMGARI RANGARI RANGREZ RANGAREJ RANGRAZ RANGREDH CHIPPA-SINDHI-KHATRI', 'JINGAR NIRALI RAMGARI RANGARI RANGREZ RANGAREJ RANGRAZ RANGREDH CHIPPA-SINDHI-KHATRI', 'CHHIPA BHAVSAR NILGAR', 'CHIPPA']"
CHIPPI,"['TONK', 'DARZI', 'IDRISHI', 'CHIPPI']"
CHIPPOLU,['CHIPPOLU']
CHIRIMAR,"['CHRIMAR', 'CHIRIMAR']"
CHIRU,['CHIRU']
CHITARA,['CHITARA']
CHITARI,"['CHITAR', 'CHITARI']"
CHITRA,"['CHITRASILPI', 'CHITRA', 'CHITRAKAR']"
CHITRAKAR,['CHITRAKAR']
CHITRAKATHI,['CHITRAKATHI']
CHITRAKATHIJOSHI,['CHITRAKATHIJOSHI']
CHODHARA,['CHODHARA']
CHOHARKA,['CHOHARKA']
CHOPEMARI,['CHOPEMARI']
CHOTHE,['CHOTHE']
CHOUDANG,['CHOUDANG']
CHOUDHARY,"['KASHYAP', 'CHOUDHARY']"
CHOUHAN,['CHOUHAN']
CHOWDHARI,['CHOWDHARI']
CHOWDULI,['CHOWDULI']
CHRISTIAN,"['ROMAN CATHOLIC', 'PROTESTANT', 'ROMAN', 'MADIGA', 'MASHIH', 'CHRISTIAN', 'CATHOLIC']"
CHRISTIAN CHAMAR,['CHRISTIAN CHAMAR']
CHRISTIAN CONVERTED FROM SCHEDULED CASTES,['CHRISTIAN CONVERTED FROM SCHEDULED CASTES']
CHRISTIAN MAHAR,['CHRISTIAN MAHAR']
CHRISTIAN RENDERS,['CHRISTIAN RENDERS']
CHUHRA,"['CHUHRA', 'CHOHRA']"
CHUNARA,['CHUNARA']
CHUNCHAR,['CHUNCHAR']
CHUNGAR,['CHUNGAR']
CHUNKAR CHUNGAR,"['CHOONGAR KULBANDHIYA RAJGIR', 'CHUNKAR CHUNGAR']"
CHURA,"['BALMIKI', 'CHURA', 'MEHTAR', 'BHANGI']"
CHURIA,['CHURIA']
CHURIHAR,['CHURIHAR']
CHUTIA,"['CHUTIYA', 'CHUTIA']"
CHUTOR,['CHUTOR']
CUGAYAT,"['KUMBER', 'CUGAYAT']"
CURAVAN,['CURAVAN']
DABGAR,['DABGAR']
DAFALI,"['DAFALI', 'DUFALI GURAV', 'HASHMI', 'DHOLI DAFAALI', 'GURAW']"
DAFER,['DAFER']
DAFLA,['DAFLA']
DAGI,['DAGI']
DAHAIT,"['DAHAYAT', 'DAHAIT', 'DAHAT']"
DAHALIA,['DAHALIA']
DAIYA,['DAIYA']
DAKAUT,"['PRADE', 'RANGASAMI', 'DAHAKAUT', 'DAKAUT', 'DESHANTRI']"
DAKKAL,"['DAKKAL', 'DOKKALWAR']"
DAKKALIGA,['DAKKALIGA']
DAL,['DAL']
DAMAL,['DAMAL']
DAMAMI,"['NAGARCHI', 'DAMAMI']"
DAMBALI FAQIR,['DAMBALI FAQIR']
DAMMALI,"['MUTYALAMMAVANDLU', 'DAMMALI', 'DAMMALA', 'YELLAMMAVANDLU', 'DEVARAVANDLU', 'DAMMULA', 'DAMALA', 'PEDDAMMAVANDLU']"
DAMOR,"['DAMOR', 'DAMARIA']"
DANATAR,['DANATAR']
DANBASI,"['CHASA', 'DANBASI']"
DANDARI,['DANDARI']
DANDASI,['DANDASI']
DANG-DASAR,['DANG-DASAR']
DANGASHIA,['DANGASHIA']
DANGI,['DANGI']
DANGUA,['DANGUA']
DARAIN,"['DARAIN', 'DARAI', 'DARYAI']"
DARBAR,"['GARASIYA', 'DARBAR', 'KHOLI', 'KATHI', 'RAJPUT']"
DARJI,"['RATHORE', 'IDRISHI', 'DARJI CHEEPI', 'ROHILLA', 'DARJI', 'NAMDEO', 'DARZI', 'MODH', 'MEGHWAL', 'CHIPI SHIPI MAVI', 'CHHIPI']"
DARJI CHEEPI,"['CHIPI SHIPI MAVI', 'DARJI CHEEPI', 'CHHIPI']"
DAROGA,"['DAROGA', 'DAROGA-RAJOT', 'HAZURI', 'WAZIR', 'RAVANA-RAJPUT']"
DARVESU,['DARVESU']
DARWESI,"['VAGHWALE-SHAH', 'DARWESI', 'AASHWALWALE']"
DARZI,"['SIMPI', 'NAMDEV', 'LINGAYAT NEELAGAR', 'RANGARI', 'SHIMPI', 'BANAGARA', 'DARZI', 'CHIPPI', 'CHIPPIGA', 'SAI', 'NILARI', 'MIRAI', 'NEELAGAR', 'RANGREZ', 'NAMDEV SIMPY', 'BHAVASAR KSHATRIYA', 'RANGARE', 'LINGAYAT SIMPY SIVASIMPY']"
DAS,"['MAHANT', 'DAS', 'PANIK', 'MANIKPUR', 'DANGDIDAS']"
DASARI,"['DASARU', 'CHAKRAVADYA DASA', 'DASARI']"
DASNAMI VAWA,"['GIRA', 'DASNAMI VAWA']"
DAULE,"['DAOLE', 'DAULE']"
DAVAR,['DAVAR']
DAVARI,"['DAVARI', 'DEVARI']"
DAVERI,['DAVERI']
DEHA,"['DHAYA', 'DHEA', 'DEHA']"
DEHURI,['DEHURI']
DEKKANI MUSLIM,['DEKKANI MUSLIM']
DEORI,['DEORI']
DEPALA,['DEPALA']
DESHWALI,"['MEWATI', 'MINA DESHWALI', 'DESHWALI']"
DESHWALI MEWATI,['DESHWALI MEWATI']
DESUA BHUMIJ,['DESUA BHUMIJ']
DEVADIGA,"['SAPPALIGA', 'SEREGARA', 'MOILI', 'DEVALI', 'SUPLIG', 'DEVADIGA', 'DEVADIGAR', 'DEVADIG', 'SERVEGAR', 'MOYILI', 'SHEREGAR', 'PADIAR']"
DEVAGUDI TALAYARI,['DEVAGUDI TALAYARI']
DEVANGA,"['LINGAYAT HATGAR', 'HATAGAR', 'JED', 'DEVANGA', 'WINKAR', 'DEVANG', 'HULKAR', 'JEDA', 'JULOHI', 'DEVANGASHETTY', 'DASAYIA', 'HUTKAR', 'LINGAYAT BILIJEDARU', 'KOSHTI HUTGAR']"
DEVANGAR,"['DEVANGAR', 'SEDAR']"
DEVARA,['DEVARA']
DEVDIG,"['DEWADIGA', 'DEVDIG']"
DEVHAR,['DEVHAR']
DEVIPUJAK,['DEVIPUJAK']
DEVLI,['DEVLI']
DEWAN,['DEWAN']
DEWAR,"['KAIBARTA', 'KEUTA', 'DEWAR', 'DHIBARA']"
DEWASI,['DEWASI']
DHAKAD,['DHAKAD']
DHAKAR,"['DHAKAR', 'SWAMI']"
DHAKHADA,['DHAKHADA']
DHAKI,"['DHAKI', 'TOORI']"
DHALI,['DHALI']
DHAMIN,['DHAMIN']
DHANAK,"['DHANUK', 'VERMA', 'PANGHAL', 'KHETAK', 'HARIJAN', 'DHANAK']"
DHANER,['DHANER']
DHANGAR,"['KOKNI-DHANGAR', 'DHANWAR', 'DANGE', 'HATKAR', 'DONGARI', 'DHANGARI', 'KURMAR', 'SAGAR', 'HATKER', 'SEGAR', 'VARAHADE-DHANGAR', 'TELWAR', 'SANGAR', 'AHIR', 'DHANGAR', 'SHEGAR', 'TELLARI', 'KANADE']"
DHANKA,"['TADVI', 'DHANKA', 'TETARIA', 'VALVI']"
DHANKAR,['DHANKAR']
DHANKIA,['DHANKIA']
DHANUK,"['DHANUK', 'KATHERIA']"
DHANWAR,['DHANWAR']
DHARKAR,"['VEDVANSI', 'DHARKAR']"
DHARUA,['DHARUA']
DHAULA,"['SWARNKAR', 'SUNAR', 'DHAULA', 'SONI']"
DHAWAD,['DHAWAD']
DHED,"['DHED', 'DHER']"
DHEEVARA,['DHEEVARA']
DHEKARU,['DHEKARU']
DHIMAL,['DHIMAL']
DHIMAR,"['DOGARWAR', 'TUREHA', 'GAUTAM', 'SHEIKH-ABBASI', 'DHIMER', 'MORDE', 'KASHYAP', 'RAJPUT', 'MEHRA', 'NAWDA', 'TURAHA', 'KAHRA', 'DHINWAR', 'JHINWAR', 'DHIMER BHOI', 'NISHAD', 'DHIMAR', 'KAMARE', 'VRITIYA', 'MACHHANDAR', 'VRITIYA SONDHIYA', 'BHOI', 'SONDHIYA', 'KEWAT', 'BHATIYAR', 'KAHAR', 'TARAIL', 'KAHRA DHIWAR MALLAH NAWDA', 'NAVDA', 'BHISTI', 'YADAV', 'KASHYAP-RAJPOOT', 'TURSIB', 'MALLAH', 'NAVDA TURAHA KEWAT KIR BRITIYA', 'SAKKA', 'MESHRAM', 'KIR BRITIYA', 'DHIWAR', 'JHIMAR', 'KAMDAY', 'KHEWAT', 'KASYE RAJPUTS']"
DHIMER,"['DHIMER', 'DHIMAR', 'DHIWAR']"
DHINWAR,"['MALLAH', 'KEWAT', 'DHINWAR', 'JHINWAR', 'NISHAD', 'KAHAR', 'JHEUR', 'JHEER', 'JHIWAR', 'KASHYAP', 'JHINWAR JHEEWAR']"
DHIVAR,"['MALLAH', 'BHOI', 'DHIVAR', 'BHISTI', 'NISHAD', 'KAHAR', 'KEER', 'SAGARVANSHI-MALI', 'DHIVER', 'MEHRA']"
DHIVAR DHIVER,['DHIVAR DHIVER']
DHIWAR,"['ZADE', 'BHAHARE', 'BHANDARE', 'DHIWAR', 'BHANARE', 'BENDOR']"
DHOBA,"['BANGALIDHOBA', 'GOURA', 'ORIYADHOBA', 'DHOBI', 'DHOBA', 'MAGHIYA', 'ORIYA']"
DHOBI,"['NIBARIYA', 'DHOBI', 'NAIKA', 'VANNAN', 'RAJAK', 'KANNAUJIA', 'RAMDASI', 'KANAWA', 'GUNJE', 'DUDEKULA', 'SHAIK', 'POKANTI', 'VARETHA', 'KELDE', 'GAUR', 'PAWAR', 'DIWAKAR', 'NIRMAL', 'RAVANA', 'YADAV', 'NIRMALKAR', 'KARASH', 'MADVAL', 'CHAKALA']"
DHOBI QASSAR,['DHOBI QASSAR']
DHODIA,"['DHODIA', 'DHODIA PATEL']"
DHOGRI,"['DHAOGRI', 'DHOGRI', 'SIGGI', 'DHUAI', 'DHANGRI']"
DHOKA,['DHOKA']
DHOLI,"['KHATI', 'GAUR', 'PAWAR', 'MEGHWAL', 'DHOLI']"
DHOLI DAFAALI,"['DUFALI GURAV', 'DHOLI DAFAALI', 'GURAW']"
DHOR,"['DOHOR', 'KANKAYYA', 'KAKKAYYA', 'DHOR']"
DHOSALI,"['DHOSALI', 'DOSALI', 'BHOSALI', 'DOSAL']"
DHUKRE,['DHUKRE']
DHUNIA,"['MANSOORI', 'PINJARA', 'DHUNIA', 'NADDAF', 'KANDERA-KARAN', 'DHUNNEWALA']"
DHUNIYA,['DHUNIYA']
DHUPI,"['DHOBI', 'DHUPI']"
DHURWA,"['DHURWA', 'RAM', 'DHRUV']"
DHYAR,['DHYAR']
DIDAYI,['DIDAYI']
DIGWAN JINGAR,['DIGWAN JINGAR']
DIMASA,"['KACHARI', 'DIMASA']"
DOBBA KORAVAR,['DOBBA KORAVAR']
DOBI,['DOBI']
DODE GUJAR,"['DORE GUJAR', 'DODE GUJAR']"
DOHAR,['DOHAR']
DOHOR,['DOHOR']
